gene	report_path	if_candidate	hpa_images_found	hpa_location	hpa_subcell_url	hpa_image_urls	hpa_error	pae_candidate	pae_url	pae_error	changed	applied
AURKAIP1	detail/nucleoplasm/AURKAIP1/AURKAIP1-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000175756-AURKAIP1/subcellular	https://images.proteinatlas.org/31821/371_B10_1_red_green.jpg;https://images.proteinatlas.org/31821/371_B10_3_red_green.jpg;https://images.proteinatlas.org/31821/372_B10_1_red_green.jpg;https://images.proteinatlas.org/31821/372_B10_3_red_green.jpg;https://images.proteinatlas.org/31821/374_B10_1_red_green.jpg;https://images.proteinatlas.org/31821/374_B10_2_red_green.jpg		False			True	True
BABAM2	detail/nucleoplasm/BABAM2/BABAM2-evaluation.md	True	6	Cytosol (supported)	https://www.proteinatlas.org/ENSG00000158019-BABAM2/subcellular	https://images.proteinatlas.org/17926/143_C2_1_blue_red_green.jpg;https://images.proteinatlas.org/17926/143_C2_2_blue_red_green.jpg;https://images.proteinatlas.org/17926/144_C2_1_blue_red_green.jpg;https://images.proteinatlas.org/17926/144_C2_2_blue_red_green.jpg;https://images.proteinatlas.org/17926/145_C2_1_blue_red_green.jpg;https://images.proteinatlas.org/17926/145_C2_2_blue_red_green.jpg		False			True	True
BACC1	detail/nucleoplasm/BACC1/BACC1-evaluation.md	True	0				hpa_entry_not_found	False			False	False
BARHL1	detail/nucleoplasm/BARHL1/BARHL1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000125492-BARHL1/subcellular			False			False	False
BCL7C	detail/nucleoplasm/BCL7C/BCL7C-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000099385-BCL7C/subcellular	https://images.proteinatlas.org/52654/833_B10_1_red_green.jpg;https://images.proteinatlas.org/52654/833_B10_2_red_green.jpg;https://images.proteinatlas.org/52654/838_F12_2_red_green.jpg;https://images.proteinatlas.org/52654/838_F12_3_red_green.jpg;https://images.proteinatlas.org/52654/915_E5_1_red_green.jpg;https://images.proteinatlas.org/52654/915_E5_2_red_green.jpg		False			True	True
BCLAF1	detail/nucleoplasm/BCLAF1/BCLAF1-evaluation.md	True	6	Nuclear speckles (enhanced)	https://www.proteinatlas.org/ENSG00000029363-BCLAF1/subcellular	https://images.proteinatlas.org/27770/497_F10_1_red_green.jpg;https://images.proteinatlas.org/27770/497_F10_2_red_green.jpg;https://images.proteinatlas.org/27770/507_F10_1_red_green.jpg;https://images.proteinatlas.org/27770/507_F10_2_red_green.jpg;https://images.proteinatlas.org/27770/511_F10_1_red_green.jpg;https://images.proteinatlas.org/27770/511_F10_2_red_green.jpg		False			True	True
BCLAF3	detail/nucleoplasm/BCLAF3/BCLAF3-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000173681-BCLAF3/subcellular	https://images.proteinatlas.org/27215/218_F6_1_red_green.jpg;https://images.proteinatlas.org/27215/218_F6_2_red_green.jpg;https://images.proteinatlas.org/27215/219_F6_1_red_green.jpg;https://images.proteinatlas.org/27215/219_F6_2_red_green.jpg;https://images.proteinatlas.org/27215/220_F6_1_red_green.jpg;https://images.proteinatlas.org/27215/220_F6_2_red_green.jpg		False			True	True
BEND2	detail/nucleoplasm/BEND2/BEND2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000177324-BEND2/subcellular			False			False	False
BICRA	detail/nucleoplasm/BICRA/BICRA-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000063169-BICRA/subcellular	https://images.proteinatlas.org/56211/1168_A1_1_red_green.jpg;https://images.proteinatlas.org/56211/1168_A1_2_red_green.jpg;https://images.proteinatlas.org/56211/1252_F1_4_red_green.jpg;https://images.proteinatlas.org/56211/1252_F1_8_red_green.jpg;https://images.proteinatlas.org/56211/1257_A1_1_red_green.jpg;https://images.proteinatlas.org/56211/1257_A1_2_red_green.jpg		False			True	True
BOD1	detail/nucleoplasm/BOD1/BOD1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000145919-BOD1/subcellular			False			False	False
BOD1L1	detail/nucleoplasm/BOD1L1/BOD1L1-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000038219-BOD1L1/subcellular	https://images.proteinatlas.org/37362/430_G1_1_red_green.jpg;https://images.proteinatlas.org/37362/430_G1_2_red_green.jpg;https://images.proteinatlas.org/37362/432_G1_1_red_green.jpg;https://images.proteinatlas.org/37362/432_G1_2_red_green.jpg;https://images.proteinatlas.org/37362/441_G1_1_red_green.jpg;https://images.proteinatlas.org/37362/441_G1_2_red_green.jpg		False			True	True
BRME1	detail/nucleoplasm/BRME1/BRME1-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000132016-BRME1/subcellular	https://images.proteinatlas.org/54615/1006_E1_1_red_green.jpg;https://images.proteinatlas.org/54615/1006_E1_2_red_green.jpg;https://images.proteinatlas.org/54615/1011_E1_1_red_green.jpg;https://images.proteinatlas.org/54615/1011_E1_2_red_green.jpg;https://images.proteinatlas.org/54615/1179_F5_1_red_green.jpg;https://images.proteinatlas.org/54615/1179_F5_2_red_green.jpg		False			True	True
BRPF3	detail/nucleoplasm/BRPF3/BRPF3-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000096070-BRPF3/subcellular	https://images.proteinatlas.org/22787/195_B8_1_red_green.jpg;https://images.proteinatlas.org/22787/195_B8_2_red_green.jpg;https://images.proteinatlas.org/22787/196_B8_1_red_green.jpg;https://images.proteinatlas.org/22787/196_B8_2_red_green.jpg;https://images.proteinatlas.org/22787/197_B8_1_red_green.jpg;https://images.proteinatlas.org/22787/197_B8_2_red_green.jpg		False			True	True
BRSK1	detail/nucleoplasm/BRSK1/BRSK1-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000160469-BRSK1/subcellular	https://images.proteinatlas.org/21212/146_G7_1_red_green.jpg;https://images.proteinatlas.org/21212/146_G7_2_red_green.jpg;https://images.proteinatlas.org/21212/147_G7_1_red_green.jpg;https://images.proteinatlas.org/21212/147_G7_2_red_green.jpg;https://images.proteinatlas.org/21212/148_G7_1_red_green.jpg;https://images.proteinatlas.org/21212/148_G7_2_red_green.jpg		False			True	True
BSPRY	detail/nucleoplasm/BSPRY/BSPRY-evaluation.md	True	4	Nucleoplasm (uncertain)	https://www.proteinatlas.org/ENSG00000119411-BSPRY/subcellular	https://images.proteinatlas.org/42889/1137_G1_2_red_green.jpg;https://images.proteinatlas.org/42889/1137_G1_4_red_green.jpg;https://images.proteinatlas.org/42889/547_F7_1_red_green.jpg;https://images.proteinatlas.org/42889/547_F7_2_red_green.jpg		False			True	True
BTBD1	detail/nucleoplasm/BTBD1/BTBD1-evaluation.md	True	6	Cytoplasmic bodies (supported)	https://www.proteinatlas.org/ENSG00000064726-BTBD1/subcellular	https://images.proteinatlas.org/24263/1858_B7_28_cr5acdf3b1b578d_red_green.jpg;https://images.proteinatlas.org/24263/1858_B7_6_cr5acdf3b1b2e70_red_green.jpg;https://images.proteinatlas.org/24263/1907_E10_1_red_green.jpg;https://images.proteinatlas.org/24263/1907_E10_5_red_green.jpg;https://images.proteinatlas.org/24263/1967_C10_1_red_green.jpg;https://images.proteinatlas.org/24263/1967_C10_2_red_green.jpg		False			True	True
BTBD10	detail/nucleoplasm/BTBD10/BTBD10-evaluation.md	True	6	Nucleoli fibrillar center (supported)	https://www.proteinatlas.org/ENSG00000148925-BTBD10/subcellular	https://images.proteinatlas.org/46777/2264_E7_237_red_green.jpg;https://images.proteinatlas.org/46777/2264_E7_315_red_green.jpg;https://images.proteinatlas.org/46777/699_A12_1_red_green.jpg;https://images.proteinatlas.org/46777/699_A12_2_red_green.jpg;https://images.proteinatlas.org/46777/738_F10_1_red_green.jpg;https://images.proteinatlas.org/46777/738_F10_2_red_green.jpg		False			True	True
BTBD18	detail/nucleoplasm/BTBD18/BTBD18-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000233436-BTBD18/subcellular	https://images.proteinatlas.org/49325/1965_H4_1_red_green.jpg;https://images.proteinatlas.org/49325/1965_H4_2_red_green.jpg;https://images.proteinatlas.org/49325/1977_H3_38_cr5e54f8b57ad48_red_green.jpg;https://images.proteinatlas.org/49325/1977_H3_49_cr5e54f8b57b332_red_green.jpg;https://images.proteinatlas.org/49325/2060_C12_1_red_green.jpg;https://images.proteinatlas.org/49325/2060_C12_3_red_green.jpg		False			True	True
BTF3L4	detail/nucleoplasm/BTF3L4/BTF3L4-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000134717-BTF3L4/subcellular	https://images.proteinatlas.org/67026/1213_A12_1_red_green.jpg;https://images.proteinatlas.org/67026/1213_A12_2_red_green.jpg;https://images.proteinatlas.org/67026/1235_A12_1_red_green.jpg;https://images.proteinatlas.org/67026/1235_A12_6_red_green.jpg;https://images.proteinatlas.org/67026/1238_D12_7_red_green.jpg;https://images.proteinatlas.org/67026/1238_D12_8_red_green.jpg		False			True	True
C10orf71	detail/nucleoplasm/C10orf71/C10orf71-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000177354-C10orf71/subcellular	https://images.proteinatlas.org/57556/1377_E4_1_red_green.jpg;https://images.proteinatlas.org/57556/1377_E4_2_red_green.jpg;https://images.proteinatlas.org/57556/1413_E12_1_red_green.jpg;https://images.proteinatlas.org/57556/1413_E12_3_red_green.jpg;https://images.proteinatlas.org/57556/1854_A3_2_red_green.jpg;https://images.proteinatlas.org/57556/1854_A3_4_red_green.jpg		False			True	True
C11orf58	detail/nucleoplasm/C11orf58/C11orf58-evaluation.md	True	6	Endoplasmic reticulum (approved)	https://www.proteinatlas.org/ENSG00000110696-C11orf58/subcellular	https://images.proteinatlas.org/76406/1692_A12_13_cr57d15aaac6360_red_green.jpg;https://images.proteinatlas.org/76406/1692_A12_22_cr57d15ab1316e7_red_green.jpg;https://images.proteinatlas.org/76406/1712_B10_32_red_green.jpg;https://images.proteinatlas.org/76406/1712_B10_33_red_green.jpg;https://images.proteinatlas.org/76406/1757_E3_2_red_green.jpg;https://images.proteinatlas.org/76406/1757_E3_3_red_green.jpg		False			True	True
C11orf68	detail/nucleoplasm/C11orf68/C11orf68-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000175573-C11orf68/subcellular	https://images.proteinatlas.org/45938/579_D11_1_red_green.jpg;https://images.proteinatlas.org/45938/579_D11_2_red_green.jpg;https://images.proteinatlas.org/45938/581_D11_1_red_green.jpg;https://images.proteinatlas.org/45938/581_D11_2_red_green.jpg;https://images.proteinatlas.org/45938/591_D11_1_red_green.jpg;https://images.proteinatlas.org/45938/591_D11_2_red_green.jpg		False			True	True
C14orf39	detail/nucleoplasm/C14orf39/C14orf39-evaluation.md	True	4	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000179008-C14orf39/subcellular	https://images.proteinatlas.org/59518/1385_C6_1_red_green.jpg;https://images.proteinatlas.org/59518/1385_C6_2_red_green.jpg;https://images.proteinatlas.org/59518/1394_C6_4_red_green.jpg;https://images.proteinatlas.org/59518/1394_C6_5_red_green.jpg		False			True	True
C1orf174	detail/nucleoplasm/C1orf174/C1orf174-evaluation.md	True	6	Nucleoplasm (enhanced)	https://www.proteinatlas.org/ENSG00000198912-C1orf174/subcellular	https://images.proteinatlas.org/65778/1343_D10_1_red_green.jpg;https://images.proteinatlas.org/65778/1343_D10_2_red_green.jpg;https://images.proteinatlas.org/65778/1347_D10_1_red_green.jpg;https://images.proteinatlas.org/65778/1347_D10_2_red_green.jpg;https://images.proteinatlas.org/8270/1846_D1_19_cr5ab92b2534a74_red_green.jpg;https://images.proteinatlas.org/8270/1846_D1_22_cr5ab92b25354d9_red_green.jpg		False			True	True
C1orf21	detail/nucleoplasm/C1orf21/C1orf21-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000116667-C1orf21/subcellular	https://images.proteinatlas.org/26831/249_D5_1_red_green.jpg;https://images.proteinatlas.org/26831/249_D5_2_red_green.jpg;https://images.proteinatlas.org/26831/251_D5_1_red_green.jpg;https://images.proteinatlas.org/26831/251_D5_2_red_green.jpg;https://images.proteinatlas.org/26831/290_D5_1_red_green.jpg;https://images.proteinatlas.org/26831/290_D5_2_red_green.jpg		False			True	True
C1orf226	detail/nucleoplasm/C1orf226/C1orf226-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000239887-C1orf226/subcellular	https://images.proteinatlas.org/52251/756_B10_1_red_green.jpg;https://images.proteinatlas.org/52251/756_B10_2_red_green.jpg;https://images.proteinatlas.org/52251/760_B10_1_red_green.jpg;https://images.proteinatlas.org/52251/760_B10_2_red_green.jpg;https://images.proteinatlas.org/52251/775_B10_1_red_green.jpg;https://images.proteinatlas.org/52251/775_B10_2_red_green.jpg		False			True	True
C1orf52	detail/nucleoplasm/C1orf52/C1orf52-evaluation.md	True	6	Nucleoplasm (enhanced)	https://www.proteinatlas.org/ENSG00000162642-C1orf52/subcellular	https://images.proteinatlas.org/36072/381_H6_1_red_green.jpg;https://images.proteinatlas.org/36072/381_H6_2_red_green.jpg;https://images.proteinatlas.org/36072/389_H6_1_red_green.jpg;https://images.proteinatlas.org/36072/389_H6_2_red_green.jpg;https://images.proteinatlas.org/36072/398_H6_1_red_green.jpg;https://images.proteinatlas.org/36072/398_H6_2_red_green.jpg		False			True	True
C2CD4B	detail/nucleoplasm/C2CD4B/C2CD4B-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000205502-C2CD4B/subcellular			False			False	False
C7orf25	detail/nucleoplasm/C7orf25/C7orf25-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000136197-C7orf25/subcellular	https://images.proteinatlas.org/20120/177_H8_1_red_green.jpg;https://images.proteinatlas.org/20120/177_H8_2_red_green.jpg;https://images.proteinatlas.org/20120/178_H8_1_red_green.jpg;https://images.proteinatlas.org/20120/178_H8_2_red_green.jpg;https://images.proteinatlas.org/20120/247_H8_1_red_green.jpg;https://images.proteinatlas.org/20120/247_H8_2_red_green.jpg		False			True	True
C8orf76	detail/nucleoplasm/C8orf76/C8orf76-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000189376-C8orf76/subcellular	https://images.proteinatlas.org/23708/236_D12_1_red_green.jpg;https://images.proteinatlas.org/23708/236_D12_2_red_green.jpg;https://images.proteinatlas.org/23708/237_D12_1_red_green.jpg;https://images.proteinatlas.org/23708/237_D12_2_red_green.jpg;https://images.proteinatlas.org/23708/268_D12_1_red_green.jpg;https://images.proteinatlas.org/23708/268_D12_2_red_green.jpg		False			True	True
CACUL1	detail/nucleoplasm/CACUL1/CACUL1-evaluation.md	True	6	Nucleoplasm (uncertain)	https://www.proteinatlas.org/ENSG00000151893-CACUL1/subcellular	https://images.proteinatlas.org/50611/1162_C2_1_red_green.jpg;https://images.proteinatlas.org/50611/1162_C2_2_red_green.jpg;https://images.proteinatlas.org/50611/761_C10_1_red_green.jpg;https://images.proteinatlas.org/50611/761_C10_2_red_green.jpg;https://images.proteinatlas.org/50611/769_C10_1_red_green.jpg;https://images.proteinatlas.org/50611/769_C10_2_red_green.jpg		False			True	True
CADPS2	detail/nucleoplasm/CADPS2/CADPS2-evaluation.md	True	6	Nucleoplasm (uncertain)	https://www.proteinatlas.org/ENSG00000081803-CADPS2/subcellular	https://images.proteinatlas.org/56398/1334_G11_1_red_green.jpg;https://images.proteinatlas.org/56398/1334_G11_3_red_green.jpg;https://images.proteinatlas.org/56398/957_C12_1_red_green.jpg;https://images.proteinatlas.org/56398/957_C12_2_red_green.jpg;https://images.proteinatlas.org/56398/966_C12_1_red_green.jpg;https://images.proteinatlas.org/56398/966_C12_2_red_green.jpg		False			True	True
CAMK2N2	detail/nucleoplasm/CAMK2N2/CAMK2N2-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000163888-CAMK2N2/subcellular	https://images.proteinatlas.org/50835/1070_A3_5_red_green.jpg;https://images.proteinatlas.org/50835/1070_A3_8_red_green.jpg;https://images.proteinatlas.org/50835/1076_A3_1_red_green.jpg;https://images.proteinatlas.org/50835/1076_A3_2_red_green.jpg;https://images.proteinatlas.org/50835/1248_A1_3_red_green.jpg;https://images.proteinatlas.org/50835/1248_A1_6_red_green.jpg		False			True	True
CCDC83	detail/nucleoplasm/CCDC83/CCDC83-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000150676-CCDC83/subcellular	https://images.proteinatlas.org/39882/2163_C9_1_red_green.jpg;https://images.proteinatlas.org/39882/2163_C9_2_red_green.jpg;https://images.proteinatlas.org/39882/534_G1_1_red_green.jpg;https://images.proteinatlas.org/39882/534_G1_2_red_green.jpg;https://images.proteinatlas.org/39882/539_G1_1_red_green.jpg;https://images.proteinatlas.org/39882/539_G1_2_red_green.jpg		False			True	True
CCDC88A	detail/nucleoplasm/CCDC88A/CCDC88A-evaluation.md	True	6	Nucleoplasm (uncertain)	https://www.proteinatlas.org/ENSG00000115355-CCDC88A/subcellular	https://images.proteinatlas.org/38102/2179_D2_30_red_green.jpg;https://images.proteinatlas.org/38102/2179_D2_42_red_green.jpg;https://images.proteinatlas.org/38102/2242_F1_53_red_green.jpg;https://images.proteinatlas.org/38102/2242_F1_79_red_green.jpg;https://images.proteinatlas.org/38102/404_G3_3_red_green.jpg;https://images.proteinatlas.org/38102/404_G3_4_red_green.jpg		False			True	True
CCHCR1	detail/nucleoplasm/CCHCR1/CCHCR1-evaluation.md	True	0	Cytosol (supported)	https://www.proteinatlas.org/ENSG00000204536-CCHCR1/subcellular			False			False	False
CDADC1	detail/nucleoplasm/CDADC1/CDADC1-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000102543-CDADC1/subcellular	https://images.proteinatlas.org/47615/1468_B11_1_red_green.jpg;https://images.proteinatlas.org/47615/1468_B11_2_red_green.jpg;https://images.proteinatlas.org/47615/1470_B11_4_red_green.jpg;https://images.proteinatlas.org/47615/1470_B11_5_red_green.jpg;https://images.proteinatlas.org/47615/1534_H1_2_red_green.jpg;https://images.proteinatlas.org/47615/1534_H1_6_red_green.jpg		False			True	True
CDKL3	detail/nucleoplasm/CDKL3/CDKL3-evaluation.md	True	6	Nucleoplasm (uncertain)	https://www.proteinatlas.org/ENSG00000006837-CDKL3/subcellular	https://images.proteinatlas.org/27751/218_G10_1_red_green.jpg;https://images.proteinatlas.org/27751/218_G10_2_red_green.jpg;https://images.proteinatlas.org/27751/219_G10_1_red_green.jpg;https://images.proteinatlas.org/27751/219_G10_2_red_green.jpg;https://images.proteinatlas.org/27751/220_G10_1_red_green.jpg;https://images.proteinatlas.org/27751/220_G10_2_red_green.jpg		False			True	True
CDPF1	detail/nucleoplasm/CDPF1/CDPF1-evaluation.md	True	6	Cytosol (approved)	https://www.proteinatlas.org/ENSG00000205643-CDPF1/subcellular	https://images.proteinatlas.org/18823/149_E6_1_blue_red_green.jpg;https://images.proteinatlas.org/18823/149_E6_2_blue_red_green.jpg;https://images.proteinatlas.org/18823/150_E6_1_blue_red_green.jpg;https://images.proteinatlas.org/18823/150_E6_2_blue_red_green.jpg;https://images.proteinatlas.org/18823/151_E6_1_blue_red_green.jpg;https://images.proteinatlas.org/18823/151_E6_2_blue_red_green.jpg		False			True	True
CDY1B	detail/nucleoplasm/CDY1B/CDY1B-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000172352-CDY1B/subcellular			False			False	False
CDY2B	detail/nucleoplasm/CDY2B/CDY2B-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000129873-CDY2B/subcellular			False			False	False
CECR2	detail/nucleoplasm/CECR2/CECR2-evaluation.md	True	4	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000099954-CECR2/subcellular	https://images.proteinatlas.org/2943/55_C12_31_red_green.jpg;https://images.proteinatlas.org/2943/55_C12_4_red_green.jpg;https://images.proteinatlas.org/2943/967_D6_1_red_green.jpg;https://images.proteinatlas.org/2943/967_D6_2_red_green.jpg		False			True	True
CELF5	detail/nucleoplasm/CELF5/CELF5-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000161082-CELF5/subcellular			False			False	False
CENPBD1	detail/nucleoplasm/CENPBD1/CENPBD1-evaluation.md	True	0				hpa_entry_not_found	False			False	False
CENPN	detail/nucleoplasm/CENPN/CENPN-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000166451-CENPN/subcellular	https://images.proteinatlas.org/52870/782_C11_3_red_green.jpg;https://images.proteinatlas.org/52870/782_C11_5_red_green.jpg;https://images.proteinatlas.org/52870/787_C11_1_red_green.jpg;https://images.proteinatlas.org/52870/787_C11_2_red_green.jpg;https://images.proteinatlas.org/52870/840_C1_1_red_green.jpg;https://images.proteinatlas.org/52870/840_C1_2_red_green.jpg		False			True	True
CENPO	detail/nucleoplasm/CENPO/CENPO-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000138092-CENPO/subcellular	https://images.proteinatlas.org/46189/1609_C5_1_red_green.jpg;https://images.proteinatlas.org/46189/1609_C5_4_red_green.jpg;https://images.proteinatlas.org/46189/1625_C12_2_red_green.jpg;https://images.proteinatlas.org/46189/1625_C12_4_red_green.jpg;https://images.proteinatlas.org/46189/1841_A4_1_red_green.jpg;https://images.proteinatlas.org/46189/1841_A4_2_red_green.jpg		False			True	True
CENPQ	detail/nucleoplasm/CENPQ/CENPQ-evaluation.md	True	6	Nucleoplasm (enhanced)	https://www.proteinatlas.org/ENSG00000031691-CENPQ/subcellular	https://images.proteinatlas.org/29043/1002_C9_1_red_green.jpg;https://images.proteinatlas.org/29043/1002_C9_2_red_green.jpg;https://images.proteinatlas.org/29043/1004_C9_4_red_green.jpg;https://images.proteinatlas.org/29043/1004_C9_5_red_green.jpg;https://images.proteinatlas.org/29043/1061_B4_1_red_green.jpg;https://images.proteinatlas.org/29043/1061_B4_2_red_green.jpg		False			True	True
CENPS	detail/nucleoplasm/CENPS/CENPS-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000175279-CENPS/subcellular			False			False	False
CENPW	detail/nucleoplasm/CENPW/CENPW-evaluation.md	True	4	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000203760-CENPW/subcellular	https://images.proteinatlas.org/67285/1237_E5_1_red_green.jpg;https://images.proteinatlas.org/67285/1237_E5_3_red_green.jpg;https://images.proteinatlas.org/67285/1284_G9_1_red_green.jpg;https://images.proteinatlas.org/67285/1284_G9_2_red_green.jpg		False			True	True
CEP112	detail/nucleoplasm/CEP112/CEP112-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000154240-CEP112/subcellular	https://images.proteinatlas.org/69724/1806_C6_2_red_green.jpg;https://images.proteinatlas.org/69724/1806_C6_3_red_green.jpg;https://images.proteinatlas.org/69724/1861_B6_33_red_green.jpg;https://images.proteinatlas.org/69724/1861_B6_34_red_green.jpg;https://images.proteinatlas.org/69724/2058_F11_2_red_green.jpg;https://images.proteinatlas.org/69724/2058_F11_3_red_green.jpg		False			True	True
CEP19	detail/nucleoplasm/CEP19/CEP19-evaluation.md	True	6	Centrosome (supported)	https://www.proteinatlas.org/ENSG00000174007-CEP19/subcellular	https://images.proteinatlas.org/71138/1433_G4_1_blue_red_green.jpg;https://images.proteinatlas.org/71138/1433_G4_2_blue_red_green.jpg;https://images.proteinatlas.org/71138/1487_D12_1_blue_red_green.jpg;https://images.proteinatlas.org/71138/1487_D12_8_blue_red_green.jpg;https://images.proteinatlas.org/71138/1772_A3_2_blue_red_green.jpg;https://images.proteinatlas.org/71138/1772_A3_4_blue_red_green.jpg		False			True	True
CEP20	detail/nucleoplasm/CEP20/CEP20-evaluation.md	True	6	Centriolar satellite (supported)	https://www.proteinatlas.org/ENSG00000133393-CEP20/subcellular	https://images.proteinatlas.org/40599/2121_A12_102_blue_red_green.jpg;https://images.proteinatlas.org/40599/2121_A12_91_blue_red_green.jpg;https://images.proteinatlas.org/40599/2127_B2_32_blue_red_green.jpg;https://images.proteinatlas.org/40599/2127_B2_50_blue_red_green.jpg;https://images.proteinatlas.org/40599/2175_C9_10_blue_red_green.jpg;https://images.proteinatlas.org/40599/2175_C9_65_blue_red_green.jpg		False			True	True
CEP63	detail/nucleoplasm/CEP63/CEP63-evaluation.md	True	6	Centrosome (supported)	https://www.proteinatlas.org/ENSG00000182923-CEP63/subcellular	https://images.proteinatlas.org/36264/1827_B9_23_cr5ac61bc528405_red_green.jpg;https://images.proteinatlas.org/36264/1827_B9_26_cr5ac61bc528414_red_green.jpg;https://images.proteinatlas.org/36264/2120_G11_32_red_green.jpg;https://images.proteinatlas.org/36264/2120_G11_44_red_green.jpg;https://images.proteinatlas.org/36264/2132_E7_17_red_green.jpg;https://images.proteinatlas.org/36264/2132_E7_61_red_green.jpg		False			True	True
CEP68	detail/nucleoplasm/CEP68/CEP68-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000011523-CEP68/subcellular	https://images.proteinatlas.org/40493/2146_E10_38_blue_red_green.jpg;https://images.proteinatlas.org/40493/2146_E10_79_blue_red_green.jpg;https://images.proteinatlas.org/40493/2165_G3_32_blue_red_green.jpg;https://images.proteinatlas.org/40493/2165_G3_7_blue_red_green.jpg;https://images.proteinatlas.org/40493/2176_G3_38_blue_red_green.jpg;https://images.proteinatlas.org/40493/2176_G3_64_blue_red_green.jpg		False			True	True
CEP70	detail/nucleoplasm/CEP70/CEP70-evaluation.md	True	6	Nucleoplasm (uncertain)	https://www.proteinatlas.org/ENSG00000114107-CEP70/subcellular	https://images.proteinatlas.org/36941/2179_E1_13_blue_red_green.jpg;https://images.proteinatlas.org/36941/2179_E1_37_blue_red_green.jpg;https://images.proteinatlas.org/36941/2206_B1_184_blue_red_green.jpg;https://images.proteinatlas.org/36941/2206_B1_204_blue_red_green.jpg;https://images.proteinatlas.org/36941/2210_G1_133_blue_red_green.jpg;https://images.proteinatlas.org/36941/2210_G1_162_blue_red_green.jpg		False			True	True
CEPT1	detail/nucleoplasm/CEPT1/CEPT1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000134255-CEPT1/subcellular			False			False	False
CERKL	detail/nucleoplasm/CERKL/CERKL-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000188452-CERKL/subcellular	https://images.proteinatlas.org/35443/1150_D12_1_red_green.jpg;https://images.proteinatlas.org/35443/1150_D12_3_red_green.jpg;https://images.proteinatlas.org/35443/1527_F10_1_red_green.jpg;https://images.proteinatlas.org/35443/1527_F10_2_red_green.jpg;https://images.proteinatlas.org/43203/1057_E4_1_red_green.jpg;https://images.proteinatlas.org/43203/1057_E4_2_red_green.jpg		False			True	True
CERS3	detail/nucleoplasm/CERS3/CERS3-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000154227-CERS3/subcellular	https://images.proteinatlas.org/24356/1791_E2_3_red_green.jpg;https://images.proteinatlas.org/24356/1791_E2_4_red_green.jpg;https://images.proteinatlas.org/24356/195_C12_1_red_green.jpg;https://images.proteinatlas.org/24356/195_C12_2_red_green.jpg;https://images.proteinatlas.org/24356/196_C12_1_red_green.jpg;https://images.proteinatlas.org/24356/196_C12_2_red_green.jpg		False			True	True
CERS4	detail/nucleoplasm/CERS4/CERS4-evaluation.md	True	0	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000090661-CERS4/subcellular			False			False	False
