gene	report_path	if_candidate	hpa_images_found	hpa_location	hpa_subcell_url	hpa_image_urls	hpa_error	pae_candidate	pae_url	pae_error	changed	applied
NLE1	detail/nucleolus/NLE1/NLE1-evaluation.md	True	6	Nucleoli (supported)	https://www.proteinatlas.org/ENSG00000073536-NLE1/subcellular	https://images.proteinatlas.org/18807/115_C2_1_red_green.jpg;https://images.proteinatlas.org/18807/115_C2_2_red_green.jpg;https://images.proteinatlas.org/18807/116_C2_1_red_green.jpg;https://images.proteinatlas.org/18807/116_C2_2_red_green.jpg;https://images.proteinatlas.org/18807/117_C2_1_red_green.jpg;https://images.proteinatlas.org/18807/117_C2_2_red_green.jpg		False			True	True
NVL	detail/nucleolus/NVL/NVL-evaluation.md	True	6	Nucleoli (enhanced)	https://www.proteinatlas.org/ENSG00000143748-NVL/subcellular	https://images.proteinatlas.org/28219/1176_B1_2_red_green.jpg;https://images.proteinatlas.org/28219/1176_B1_3_red_green.jpg;https://images.proteinatlas.org/28219/1281_D12_1_red_green.jpg;https://images.proteinatlas.org/28219/1281_D12_3_red_green.jpg;https://images.proteinatlas.org/28219/1313_D12_3_red_green.jpg;https://images.proteinatlas.org/28219/1313_D12_5_red_green.jpg		False			True	True
AAAS	detail/nucleoplasm/AAAS/AAAS-evaluation.md	True	4	Nuclear membrane (supported)	https://www.proteinatlas.org/ENSG00000094914-AAAS/subcellular	https://images.proteinatlas.org/40086/2239_B4_19_blue_red_green.jpg;https://images.proteinatlas.org/40086/2239_B4_26_blue_red_green.jpg;https://images.proteinatlas.org/40086/2267_H3_63_blue_red_green.jpg;https://images.proteinatlas.org/40086/2267_H3_88_blue_red_green.jpg		False			True	True
AAMDC	detail/nucleoplasm/AAMDC/AAMDC-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000087884-AAMDC/subcellular	https://images.proteinatlas.org/37918/404_F4_1_red_green.jpg;https://images.proteinatlas.org/37918/404_F4_2_red_green.jpg;https://images.proteinatlas.org/37918/407_F4_1_red_green.jpg;https://images.proteinatlas.org/37918/407_F4_2_red_green.jpg;https://images.proteinatlas.org/37918/410_F4_1_red_green.jpg;https://images.proteinatlas.org/37918/410_F4_2_red_green.jpg		False			True	True
ABITRAM	detail/nucleoplasm/ABITRAM/ABITRAM-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000119328-ABITRAM/subcellular	https://images.proteinatlas.org/35918/2266_E10_197_blue_red_green.jpg;https://images.proteinatlas.org/35918/2266_E10_66_blue_red_green.jpg;https://images.proteinatlas.org/35917/1129_F9_2_red_green.jpg;https://images.proteinatlas.org/35917/1129_F9_3_red_green.jpg;https://images.proteinatlas.org/35917/574_D8_1_red_green.jpg;https://images.proteinatlas.org/35917/574_D8_2_red_green.jpg		False			True	True
ABLIM3	detail/nucleoplasm/ABLIM3/ABLIM3-evaluation.md	True	6	Nucleoplasm (uncertain)	https://www.proteinatlas.org/ENSG00000173210-ABLIM3/subcellular	https://images.proteinatlas.org/2472/1875_C2_16_cr5b7c0b5cdd9fd_red_green.jpg;https://images.proteinatlas.org/2472/1875_C2_2_cr5b7c0b5cdd6ee_red_green.jpg;https://images.proteinatlas.org/2472/1904_F1_1_red_green.jpg;https://images.proteinatlas.org/2472/1904_F1_2_red_green.jpg;https://images.proteinatlas.org/2472/1913_E14_1_red_green.jpg;https://images.proteinatlas.org/2472/1913_E14_2_red_green.jpg		False			True	True
ABTB2	detail/nucleoplasm/ABTB2/ABTB2-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000166016-ABTB2/subcellular	https://images.proteinatlas.org/20065/234_C3_1_red_green.jpg;https://images.proteinatlas.org/20065/234_C3_2_red_green.jpg;https://images.proteinatlas.org/20065/235_C3_1_red_green.jpg;https://images.proteinatlas.org/20065/235_C3_2_red_green.jpg;https://images.proteinatlas.org/20065/535_C3_1_red_green.jpg;https://images.proteinatlas.org/20065/535_C3_2_red_green.jpg		False			True	True
ACBD4	detail/nucleoplasm/ACBD4/ACBD4-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000181513-ACBD4/subcellular	https://images.proteinatlas.org/51772/1101_D2_5_red_green.jpg;https://images.proteinatlas.org/51772/1101_D2_6_red_green.jpg;https://images.proteinatlas.org/51772/1128_A9_4_red_green.jpg;https://images.proteinatlas.org/51772/1128_A9_5_red_green.jpg;https://images.proteinatlas.org/51772/1276_D6_4_red_green.jpg;https://images.proteinatlas.org/51772/1276_D6_7_red_green.jpg		False			True	True
ADAM33	detail/nucleoplasm/ADAM33/ADAM33-evaluation.md	True	0	Plasma membrane (approved)	https://www.proteinatlas.org/ENSG00000149451-ADAM33/subcellular			False			False	False
ADAT3	detail/nucleoplasm/ADAT3/ADAT3-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000213638-ADAT3/subcellular	https://images.proteinatlas.org/58899/1018_E3_1_red_green.jpg;https://images.proteinatlas.org/58899/1018_E3_2_red_green.jpg;https://images.proteinatlas.org/58899/1218_E3_1_red_green.jpg;https://images.proteinatlas.org/58899/1218_E3_3_red_green.jpg;https://images.proteinatlas.org/58899/1307_E4_1_red_green.jpg;https://images.proteinatlas.org/58899/1307_E4_5_red_green.jpg		False			True	True
ADPRM	detail/nucleoplasm/ADPRM/ADPRM-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000170222-ADPRM/subcellular	https://images.proteinatlas.org/69342/1757_F6_3_red_green.jpg;https://images.proteinatlas.org/69342/1757_F6_4_red_green.jpg;https://images.proteinatlas.org/69342/1776_D8_2_red_green.jpg;https://images.proteinatlas.org/69342/1776_D8_3_red_green.jpg;https://images.proteinatlas.org/69342/1822_G4_2_red_green.jpg;https://images.proteinatlas.org/69342/1822_G4_3_red_green.jpg		False			True	True
ADPRS	detail/nucleoplasm/ADPRS/ADPRS-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000116863-ADPRS/subcellular		URLError: <urlopen error EOF occurred in violation of protocol (_ssl.c:1129)>	False			False	False
AGAP2	detail/nucleoplasm/AGAP2/AGAP2-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000135439-AGAP2/subcellular	https://images.proteinatlas.org/75831/1806_E8_1_red_green.jpg;https://images.proteinatlas.org/75831/1806_E8_4_red_green.jpg;https://images.proteinatlas.org/75831/1835_G3_7_red_green.jpg;https://images.proteinatlas.org/75831/1835_G3_8_red_green.jpg;https://images.proteinatlas.org/75831/1870_G2_3_red_green.jpg;https://images.proteinatlas.org/75831/1870_G2_5_red_green.jpg		False			True	True
ANAPC10	detail/nucleoplasm/ANAPC10/ANAPC10-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000164162-ANAPC10/subcellular	https://images.proteinatlas.org/44547/498_F7_1_red_green.jpg;https://images.proteinatlas.org/44547/498_F7_2_red_green.jpg;https://images.proteinatlas.org/44547/501_F7_1_red_green.jpg;https://images.proteinatlas.org/44547/501_F7_2_red_green.jpg;https://images.proteinatlas.org/44547/512_F7_1_red_green.jpg;https://images.proteinatlas.org/44547/512_F7_3_red_green.jpg		False			True	True
ANAPC2	detail/nucleoplasm/ANAPC2/ANAPC2-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000176248-ANAPC2/subcellular	https://images.proteinatlas.org/18692/924_D7_1_red_green.jpg;https://images.proteinatlas.org/18692/924_D7_2_red_green.jpg;https://images.proteinatlas.org/18692/932_D7_1_red_green.jpg;https://images.proteinatlas.org/18692/932_D7_2_red_green.jpg;https://images.proteinatlas.org/18692/971_D7_1_red_green.jpg;https://images.proteinatlas.org/18692/971_D7_2_red_green.jpg		False			True	True
ANAPC4	detail/nucleoplasm/ANAPC4/ANAPC4-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000053900-ANAPC4/subcellular			False			False	False
ANAPC5	detail/nucleoplasm/ANAPC5/ANAPC5-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000089053-ANAPC5/subcellular	https://images.proteinatlas.org/39801/1038_D6_4_red_green.jpg;https://images.proteinatlas.org/39801/1038_D6_5_red_green.jpg;https://images.proteinatlas.org/39801/1040_D6_3_red_green.jpg;https://images.proteinatlas.org/39801/1040_D6_4_red_green.jpg;https://images.proteinatlas.org/39801/1137_E12_1_red_green.jpg;https://images.proteinatlas.org/39801/1137_E12_3_red_green.jpg		False			True	True
ANAPC7	detail/nucleoplasm/ANAPC7/ANAPC7-evaluation.md	True	6	Microtubules (supported)	https://www.proteinatlas.org/ENSG00000196510-ANAPC7/subcellular	https://images.proteinatlas.org/70008/1891_A13_27_cr5bbde2d7cb3ae_red_green.jpg;https://images.proteinatlas.org/70008/1891_A13_2_cr5bbde2d7cae22_red_green.jpg;https://images.proteinatlas.org/70008/2108_B1_2_red_green.jpg;https://images.proteinatlas.org/70008/2108_B1_4_red_green.jpg;https://images.proteinatlas.org/70008/2197_D11_5_red_green.jpg;https://images.proteinatlas.org/70008/2197_D11_7_red_green.jpg		False			True	True
ANGEL1	detail/nucleoplasm/ANGEL1/ANGEL1-evaluation.md	True	4	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000013523-ANGEL1/subcellular	https://images.proteinatlas.org/948/15_C12_1_red_green.jpg;https://images.proteinatlas.org/948/15_C12_2_red_green.jpg;https://images.proteinatlas.org/948/345_D1_1_red_green.jpg;https://images.proteinatlas.org/948/345_D1_2_red_green.jpg		False			True	True
ANHX	detail/nucleoplasm/ANHX/ANHX-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000227059-ANHX/subcellular			False			False	False
ANKFN1	detail/nucleoplasm/ANKFN1/ANKFN1-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000153930-ANKFN1/subcellular	https://images.proteinatlas.org/48953/1797_C1_32_red_green.jpg;https://images.proteinatlas.org/48953/1797_C1_33_red_green.jpg;https://images.proteinatlas.org/48953/1886_E6_2_red_green.jpg;https://images.proteinatlas.org/48953/1886_E6_3_red_green.jpg;https://images.proteinatlas.org/48953/1891_M16_18_cr5bbdb8434118b_red_green.jpg;https://images.proteinatlas.org/48953/1891_M16_25_cr5bbdb84342f64_red_green.jpg		False			True	True
ANKMY2	detail/nucleoplasm/ANKMY2/ANKMY2-evaluation.md	True	6	Cytosol (approved)	https://www.proteinatlas.org/ENSG00000106524-ANKMY2/subcellular	https://images.proteinatlas.org/67100/1250_G5_1_red_green.jpg;https://images.proteinatlas.org/67100/1250_G5_2_red_green.jpg;https://images.proteinatlas.org/67100/1255_G5_1_red_green.jpg;https://images.proteinatlas.org/67100/1255_G5_3_red_green.jpg;https://images.proteinatlas.org/67100/1924_G12_2_red_green.jpg;https://images.proteinatlas.org/67100/1924_G12_3_red_green.jpg		False			True	True
ANKRA2	detail/nucleoplasm/ANKRA2/ANKRA2-evaluation.md	True	6	Plasma membrane (supported)	https://www.proteinatlas.org/ENSG00000164331-ANKRA2/subcellular	https://images.proteinatlas.org/3968/1875_E7_91_red_green.jpg;https://images.proteinatlas.org/3968/1875_E7_92_red_green.jpg;https://images.proteinatlas.org/65263/1151_C11_2_red_green.jpg;https://images.proteinatlas.org/65263/1151_C11_4_red_green.jpg;https://images.proteinatlas.org/65263/1154_C11_1_red_green.jpg;https://images.proteinatlas.org/65263/1154_C11_3_red_green.jpg		False			True	True
ANKRD10	detail/nucleoplasm/ANKRD10/ANKRD10-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000088448-ANKRD10/subcellular	https://images.proteinatlas.org/38878/716_H1_1_red_green.jpg;https://images.proteinatlas.org/38878/716_H1_3_red_green.jpg;https://images.proteinatlas.org/38878/719_H1_1_red_green.jpg;https://images.proteinatlas.org/38878/719_H1_2_red_green.jpg;https://images.proteinatlas.org/38878/764_H1_1_red_green.jpg;https://images.proteinatlas.org/38878/764_H1_2_red_green.jpg		False			True	True
ANKRD12	detail/nucleoplasm/ANKRD12/ANKRD12-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000101745-ANKRD12/subcellular	https://images.proteinatlas.org/40705/411_A12_1_red_green.jpg;https://images.proteinatlas.org/40705/411_A12_2_red_green.jpg;https://images.proteinatlas.org/40705/415_A12_1_red_green.jpg;https://images.proteinatlas.org/40705/415_A12_2_red_green.jpg;https://images.proteinatlas.org/40705/416_A12_1_red_green.jpg;https://images.proteinatlas.org/40705/416_A12_2_red_green.jpg		False			True	True
ANKRD23	detail/nucleoplasm/ANKRD23/ANKRD23-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000163126-ANKRD23/subcellular	https://images.proteinatlas.org/36201/381_F12_1_red_green.jpg;https://images.proteinatlas.org/36201/381_F12_2_red_green.jpg;https://images.proteinatlas.org/36201/389_F12_1_red_green.jpg;https://images.proteinatlas.org/36201/389_F12_2_red_green.jpg;https://images.proteinatlas.org/36201/398_F12_2_red_green.jpg;https://images.proteinatlas.org/36201/398_F12_3_red_green.jpg		False			True	True
ANKRD30B	detail/nucleoplasm/ANKRD30B/ANKRD30B-evaluation.md	True	6	Nucleoli (approved)	https://www.proteinatlas.org/ENSG00000180777-ANKRD30B/subcellular	https://images.proteinatlas.org/43287/2058_E9_2_red_green.jpg;https://images.proteinatlas.org/43287/2058_E9_4_red_green.jpg;https://images.proteinatlas.org/43287/2089_C1_1_red_green.jpg;https://images.proteinatlas.org/43287/2089_C1_2_red_green.jpg;https://images.proteinatlas.org/43287/2142_G1_1_red_green.jpg;https://images.proteinatlas.org/43287/2142_G1_2_red_green.jpg		False			True	True
ANKRD34B	detail/nucleoplasm/ANKRD34B/ANKRD34B-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000189127-ANKRD34B/subcellular	https://images.proteinatlas.org/43327/1788_B3_18_cr597093b210048_red_green.jpg;https://images.proteinatlas.org/43327/1788_B3_3_cr597093b20f92f_red_green.jpg;https://images.proteinatlas.org/43327/474_C5_1_red_green.jpg;https://images.proteinatlas.org/43327/474_C5_2_red_green.jpg;https://images.proteinatlas.org/43327/860_G6_2_red_green.jpg;https://images.proteinatlas.org/43327/860_G6_3_red_green.jpg		False			True	True
ANKRD36	detail/nucleoplasm/ANKRD36/ANKRD36-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000135976-ANKRD36/subcellular	https://images.proteinatlas.org/51757/1002_E3_1_red_green.jpg;https://images.proteinatlas.org/51757/1002_E3_2_red_green.jpg;https://images.proteinatlas.org/51757/1004_E3_2_red_green.jpg;https://images.proteinatlas.org/51757/1004_E3_3_red_green.jpg;https://images.proteinatlas.org/57661/1060_F6_1_red_green.jpg;https://images.proteinatlas.org/57661/1060_F6_3_red_green.jpg		False			True	True
ANKRD36B	detail/nucleoplasm/ANKRD36B/ANKRD36B-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000196912-ANKRD36B/subcellular	https://images.proteinatlas.org/51757/1002_E3_1_red_green.jpg;https://images.proteinatlas.org/51757/1002_E3_2_red_green.jpg;https://images.proteinatlas.org/51757/1004_E3_2_red_green.jpg;https://images.proteinatlas.org/51757/1004_E3_3_red_green.jpg;https://images.proteinatlas.org/57661/1060_F6_1_red_green.jpg;https://images.proteinatlas.org/57661/1060_F6_3_red_green.jpg		False			True	True
ANKRD37	detail/nucleoplasm/ANKRD37/ANKRD37-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000186352-ANKRD37/subcellular	https://images.proteinatlas.org/58127/1191_C4_1_red_green.jpg;https://images.proteinatlas.org/58127/1191_C4_2_red_green.jpg;https://images.proteinatlas.org/58127/1194_C4_3_red_green.jpg;https://images.proteinatlas.org/58127/1194_C4_4_red_green.jpg;https://images.proteinatlas.org/58127/1248_H10_1_red_green.jpg;https://images.proteinatlas.org/58127/1248_H10_2_red_green.jpg		False			True	True
ANKRD54	detail/nucleoplasm/ANKRD54/ANKRD54-evaluation.md	True	6	Microtubules (approved)	https://www.proteinatlas.org/ENSG00000100124-ANKRD54/subcellular	https://images.proteinatlas.org/71287/1369_D6_2_blue_red_green.jpg;https://images.proteinatlas.org/71287/1369_D6_4_blue_red_green.jpg;https://images.proteinatlas.org/71287/1371_D6_2_blue_red_green.jpg;https://images.proteinatlas.org/71287/1371_D6_3_blue_red_green.jpg;https://images.proteinatlas.org/71287/1581_B12_2_blue_red_green.jpg;https://images.proteinatlas.org/71287/1581_B12_3_blue_red_green.jpg		False			True	True
ANKS1A	detail/nucleoplasm/ANKS1A/ANKS1A-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000064999-ANKS1A/subcellular	https://images.proteinatlas.org/36768/403_B4_1_red_green.jpg;https://images.proteinatlas.org/36768/403_B4_2_red_green.jpg;https://images.proteinatlas.org/36768/406_B4_1_red_green.jpg;https://images.proteinatlas.org/36768/406_B4_2_red_green.jpg;https://images.proteinatlas.org/36768/408_B4_1_red_green.jpg;https://images.proteinatlas.org/36768/408_B4_2_red_green.jpg		False			True	True
ANKS1B	detail/nucleoplasm/ANKS1B/ANKS1B-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000185046-ANKS1B/subcellular	https://images.proteinatlas.org/78230/1896_A9_1_red_green.jpg;https://images.proteinatlas.org/78230/1896_A9_3_red_green.jpg;https://images.proteinatlas.org/78230/1929_H3_1_red_green.jpg;https://images.proteinatlas.org/78230/1929_H3_2_red_green.jpg;https://images.proteinatlas.org/78230/2064_C11_3_red_green.jpg;https://images.proteinatlas.org/78230/2064_C11_4_red_green.jpg		False			True	True
ANKS3	detail/nucleoplasm/ANKS3/ANKS3-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000168096-ANKS3/subcellular	https://images.proteinatlas.org/41409/2146_E2_38_red_green.jpg;https://images.proteinatlas.org/41409/2146_E2_80_red_green.jpg;https://images.proteinatlas.org/41409/2153_E10_40_red_green.jpg;https://images.proteinatlas.org/41409/2153_E10_4_red_green.jpg;https://images.proteinatlas.org/41409/486_B6_2_red_green.jpg;https://images.proteinatlas.org/41409/486_B6_3_red_green.jpg		False			True	True
ANKS4B	detail/nucleoplasm/ANKS4B/ANKS4B-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000175311-ANKS4B/subcellular	https://images.proteinatlas.org/43523/1404_E9_1_red_green.jpg;https://images.proteinatlas.org/43523/1404_E9_3_red_green.jpg;https://images.proteinatlas.org/43523/516_D7_1_red_green.jpg;https://images.proteinatlas.org/43523/516_D7_2_red_green.jpg;https://images.proteinatlas.org/43523/519_D7_1_red_green.jpg;https://images.proteinatlas.org/43523/519_D7_3_red_green.jpg		False			True	True
ANP32D	detail/nucleoplasm/ANP32D/ANP32D-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000139223-ANP32D/subcellular	https://images.proteinatlas.org/63133/1141_F8_1_red_green.jpg;https://images.proteinatlas.org/63133/1141_F8_2_red_green.jpg;https://images.proteinatlas.org/63133/1170_F8_1_red_green.jpg;https://images.proteinatlas.org/63133/1170_F8_2_red_green.jpg;https://images.proteinatlas.org/63133/1231_C8_1_red_green.jpg;https://images.proteinatlas.org/63133/1231_C8_2_red_green.jpg		False			True	True
ANXA13	detail/nucleoplasm/ANXA13/ANXA13-evaluation.md	True	4	Plasma membrane (supported)	https://www.proteinatlas.org/ENSG00000104537-ANXA13/subcellular	https://images.proteinatlas.org/19650/1126_E5_2_blue_red_green.jpg;https://images.proteinatlas.org/19650/1126_E5_3_blue_red_green.jpg;https://images.proteinatlas.org/19650/221_B3_1_blue_red_green.jpg;https://images.proteinatlas.org/19650/221_B3_2_blue_red_green.jpg		False			True	True
ANXA5	detail/nucleoplasm/ANXA5/ANXA5-evaluation.md	True	6	Nuclear membrane (approved)	https://www.proteinatlas.org/ENSG00000164111-ANXA5/subcellular	https://images.proteinatlas.org/35330/690_G9_1_red_green.jpg;https://images.proteinatlas.org/35330/690_G9_2_red_green.jpg;https://images.proteinatlas.org/35330/728_B6_1_red_green.jpg;https://images.proteinatlas.org/35330/728_B6_2_red_green.jpg;https://images.proteinatlas.org/35330/896_B6_1_red_green.jpg;https://images.proteinatlas.org/35330/896_B6_3_red_green.jpg		False			True	True
AP5B1	detail/nucleoplasm/AP5B1/AP5B1-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000254470-AP5B1/subcellular	https://images.proteinatlas.org/65739/1263_H4_4_red_green.jpg;https://images.proteinatlas.org/65739/1263_H4_5_red_green.jpg;https://images.proteinatlas.org/65739/1270_H4_2_red_green.jpg;https://images.proteinatlas.org/65739/1270_H4_3_red_green.jpg;https://images.proteinatlas.org/65739/1393_E12_3_red_green.jpg;https://images.proteinatlas.org/65739/1393_E12_4_red_green.jpg		False			True	True
APBA1	detail/nucleoplasm/APBA1/APBA1-evaluation.md	True	4	Golgi apparatus (supported)	https://www.proteinatlas.org/ENSG00000107282-APBA1/subcellular	https://images.proteinatlas.org/61287/1223_H7_3_blue_red_green.jpg;https://images.proteinatlas.org/61287/1223_H7_4_blue_red_green.jpg;https://images.proteinatlas.org/61287/1599_C6_2_blue_red_green.jpg;https://images.proteinatlas.org/61287/1599_C6_3_blue_red_green.jpg		False			True	True
APIP	detail/nucleoplasm/APIP/APIP-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000149089-APIP/subcellular	https://images.proteinatlas.org/21188/1158_E11_1_red_green.jpg;https://images.proteinatlas.org/21188/1158_E11_2_red_green.jpg;https://images.proteinatlas.org/21188/1210_H6_3_red_green.jpg;https://images.proteinatlas.org/21188/1210_H6_4_red_green.jpg;https://images.proteinatlas.org/21188/1401_E11_2_red_green.jpg;https://images.proteinatlas.org/21188/1401_E11_3_red_green.jpg		False			True	True
APLF	detail/nucleoplasm/APLF/APLF-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000169621-APLF/subcellular	https://images.proteinatlas.org/34642/640_D11_1_red_green.jpg;https://images.proteinatlas.org/34642/640_D11_2_red_green.jpg;https://images.proteinatlas.org/34642/641_D11_1_red_green.jpg;https://images.proteinatlas.org/34642/641_D11_2_red_green.jpg;https://images.proteinatlas.org/34642/642_D11_1_red_green.jpg;https://images.proteinatlas.org/34642/642_D11_2_red_green.jpg		False			True	True
ARGFX	detail/nucleoplasm/ARGFX/ARGFX-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000186103-ARGFX/subcellular			False			False	False
ARID4A	detail/nucleoplasm/ARID4A/ARID4A-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000032219-ARID4A/subcellular	https://images.proteinatlas.org/48899/1421_E9_1_red_green.jpg;https://images.proteinatlas.org/48899/1421_E9_2_red_green.jpg;https://images.proteinatlas.org/48899/699_H1_1_red_green.jpg;https://images.proteinatlas.org/48899/699_H1_2_red_green.jpg;https://images.proteinatlas.org/48899/808_C11_4_red_green.jpg;https://images.proteinatlas.org/48899/808_C11_5_red_green.jpg		False			True	True
ARIH2	detail/nucleoplasm/ARIH2/ARIH2-evaluation.md	True	6	Nucleoplasm (enhanced)	https://www.proteinatlas.org/ENSG00000177479-ARIH2/subcellular	https://images.proteinatlas.org/67381/1237_B2_4_red_green.jpg;https://images.proteinatlas.org/67381/1237_B2_6_red_green.jpg;https://images.proteinatlas.org/67381/1284_F6_1_red_green.jpg;https://images.proteinatlas.org/67381/1284_F6_3_red_green.jpg;https://images.proteinatlas.org/67381/1754_B2_13_cr57f3cd82b5ddd_red_green.jpg;https://images.proteinatlas.org/67381/1754_B2_9_cr57f3cd795e754_red_green.jpg		False			True	True
ARK2C	detail/nucleoplasm/ARK2C/ARK2C-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000141622-RNF165/subcellular	https://images.proteinatlas.org/41615/1054_H2_1_red_green.jpg;https://images.proteinatlas.org/41615/1054_H2_2_red_green.jpg;https://images.proteinatlas.org/41615/486_G12_1_red_green.jpg;https://images.proteinatlas.org/41615/486_G12_2_red_green.jpg;https://images.proteinatlas.org/41615/490_G12_1_red_green.jpg;https://images.proteinatlas.org/41615/490_G12_2_red_green.jpg		False			True	True
ARK2N	detail/nucleoplasm/ARK2N/ARK2N-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000152242-C18orf25/subcellular	https://images.proteinatlas.org/51899/782_B6_1_red_green.jpg;https://images.proteinatlas.org/51899/782_B6_2_red_green.jpg;https://images.proteinatlas.org/51899/787_B6_1_red_green.jpg;https://images.proteinatlas.org/51899/787_B6_2_red_green.jpg;https://images.proteinatlas.org/51899/838_C4_1_red_green.jpg;https://images.proteinatlas.org/51899/838_C4_2_red_green.jpg		False			True	True
ASCL3	detail/nucleoplasm/ASCL3/ASCL3-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000176009-ASCL3/subcellular			False			False	False
ASCL5	detail/nucleoplasm/ASCL5/ASCL5-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000232237-ASCL5/subcellular			False			False	False
ATF7IP2	detail/nucleoplasm/ATF7IP2/ATF7IP2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000166669-ATF7IP2/subcellular			False			False	False
ATG10	detail/nucleoplasm/ATG10/ATG10-evaluation.md	True	6	Nucleoli (approved)	https://www.proteinatlas.org/ENSG00000152348-ATG10/subcellular	https://images.proteinatlas.org/44163/711_D2_1_red_green.jpg;https://images.proteinatlas.org/44163/711_D2_2_red_green.jpg;https://images.proteinatlas.org/44163/723_D2_1_red_green.jpg;https://images.proteinatlas.org/44163/723_D2_2_red_green.jpg;https://images.proteinatlas.org/44163/866_D2_1_red_green.jpg;https://images.proteinatlas.org/44163/866_D2_2_red_green.jpg		False			True	True
ATOX1	detail/nucleoplasm/ATOX1/ATOX1-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000177556-ATOX1/subcellular	https://images.proteinatlas.org/55036/875_H1_2_red_green.jpg;https://images.proteinatlas.org/55036/875_H1_3_red_green.jpg;https://images.proteinatlas.org/55036/883_H1_2_red_green.jpg;https://images.proteinatlas.org/55036/883_H1_3_red_green.jpg;https://images.proteinatlas.org/55036/908_F3_1_red_green.jpg;https://images.proteinatlas.org/55036/908_F3_2_red_green.jpg		False			True	True
ATXN3L	detail/nucleoplasm/ATXN3L/ATXN3L-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000123594-ATXN3L/subcellular			False			False	False
ATXN8	detail/nucleoplasm/ATXN8/ATXN8-evaluation.md	True	0				hpa_entry_not_found	False			False	False
AUP1	detail/nucleoplasm/AUP1/AUP1-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000115307-AUP1/subcellular	https://images.proteinatlas.org/7674/20_H5_1_red_green.jpg;https://images.proteinatlas.org/7674/20_H5_2_red_green.jpg;https://images.proteinatlas.org/7674/21_H5_1_red_green.jpg;https://images.proteinatlas.org/7674/21_H5_2_red_green.jpg;https://images.proteinatlas.org/7674/22_H5_1_red_green.jpg;https://images.proteinatlas.org/7674/22_H5_2_red_green.jpg		False			True	True
