gene	has_hpa_url	hpa_urls	local_imgs	total_img_tags	broken	broken_srcs
N4BP3	True	https://images.proteinatlas.org/30973/1162_D8_5_selected.jpg		1	False	
N6AMT1	False			0	False	
NAA11	True	https://images.proteinatlas.org/35922/1854_F3_5_selected.jpg		1	False	
NAA40	True	https://images.proteinatlas.org/56142/975_E6_2_selected.jpg		1	False	
NAE1	False			0	False	
NCAPD2	True	https://images.proteinatlas.org/37363/540_G6_2_selected.jpg		1	False	
NDC80	False			0	False	
NDRG2	False			0	False	
NEDD1	False			0	False	
NEFH	False			0	False	
NEK1	False			0	False	
NEK2	False			0	False	
NEK6	False			0	False	
NEUROD4	True	https://images.proteinatlas.org/55750/2231_C4_2_selected.jpg		1	False	
NFE2L2	False			0	False	
NIN	False			0	False	
NIT2	False			0	False	
NLRC3	False			0	False	
NLRC5	False			0	False	
NME9	True	https://images.proteinatlas.org/43881/1961_H7_5_selected.jpg		1	False	
NMRK1	True	https://images.proteinatlas.org/49795/1177_D8_1_selected.jpg		1	False	
NPTX2	False			0	False	
NR0B1	False			0	False	
NR6A1	False			0	False	
NUBP1	True	https://images.proteinatlas.org/41656/571_B1_2_selected.jpg		1	False	
NUDT21	False			0	False	
NUDT5	True	https://images.proteinatlas.org/19827/248_F6_2_selected.jpg		1	False	
NUP107	False			0	False	
OAS2	False			0	False	
OAZ1	True	https://images.proteinatlas.org/9291/45_D2_2_selected.jpg		1	False	
OBSL1	True	https://images.proteinatlas.org/36405/544_B10_2_selected.jpg		1	False	
OCRL	False			0	False	
ODAD4	True	https://images.proteinatlas.org/23908/1834_H3_1_selected.jpg		1	False	
ODF2	False			0	False	
OR4M2-OT1	True	https://images.proteinatlas.org/57442/1296_D4_5_selected.jpg		1	False	
OR4N4	True	https://images.proteinatlas.org/57442/1296_D4_5_selected.jpg		1	False	
OR4N4C	True	https://images.proteinatlas.org/57442/1296_D4_5_selected.jpg		1	False	
PACSIN2	False			0	False	
PAFAH1B1	False			0	False	
PAOX	True	https://images.proteinatlas.org/47782/1011_H2_12_selected.jpg		1	False	
PATJ	False			0	False	
PCDH9	False			0	False	
PCDHB15	True	https://images.proteinatlas.org/7172/1364_E8_3_selected.jpg		1	False	
PCLAF	False			0	False	
PCM1	False			0	False	
PCNT	False			0	False	
PDCD6IP	False			0	False	
PDCL2	False			0	False	
PDE11A	False			0	False	
PDE4C	False			0	False	
PDIA6	False			0	False	
PEAR1	False			0	False	
PELI1	False			0	False	
PELI2	True	https://images.proteinatlas.org/53182/802_C3_1_selected.jpg		1	False	
PGBD4	True	https://images.proteinatlas.org/59823/1411_C3_3_selected.jpg		1	False	
PHLPP2	False			0	False	
PIAS4	False			0	False	
PIBF1	False			0	False	
PIK3R5	True	https://images.proteinatlas.org/52412/1688_D7_8_cr57f3f0aa6814e_selected.jpg		1	False	
PINLYP	True	https://images.proteinatlas.org/61218/1336_C5_4_selected.jpg		1	False	
PKN2	False			0	False	
PLAG1	False			0	False	
PLCB4	False			0	False	
PLEKHA4	True	https://images.proteinatlas.org/48473/1898_H10_31_selected.jpg		1	False	
PLEKHG6	True	https://images.proteinatlas.org/58230/1251_H6_2_selected.jpg		1	False	
PLEKHG7	True	https://images.proteinatlas.org/47623/1943_E7_2_selected.jpg		1	False	
PLEKHH1	True	https://images.proteinatlas.org/47707/1208_H5_4_selected.jpg		1	False	
PLEKHS1	True	https://images.proteinatlas.org/37583/1396_F12_9_selected.jpg		1	False	
PLK4	False			0	False	
PLVAP	False			0	False	
PLXNA1	False			0	False	
PNMA5	True	https://images.proteinatlas.org/44690/545_D7_1_selected.jpg		1	False	
PNPLA7	True	https://images.proteinatlas.org/9130/48_G5_1_selected.jpg		1	False	
PODXL	False			0	False	
POFUT1	False			0	False	
POLD4	True	https://images.proteinatlas.org/78008/1872_F12_4_selected.jpg		1	False	
POLR3H	True	https://images.proteinatlas.org/46787/812_H6_1_selected.jpg		1	False	
PPARA	False			0	False	
PPP4R3B	True	https://images.proteinatlas.org/1233/54_E10_2_selected.jpg		1	False	
PRICKLE4	True	https://images.proteinatlas.org/31240/1660_E6_2_selected.jpg		1	False	
PRKAR2A	False			0	False	
PRKCQ	False			0	False	
PRPF6	True	https://images.proteinatlas.org/47106/871_E9_2_selected.jpg		1	False	
PRR32	True	https://images.proteinatlas.org/48386/1944_D2_2_selected.jpg		1	False	
PSMA1	False			0	False	
PSMB5	False			0	False	
PSMD2	False			0	False	
PSMD5	True	https://images.proteinatlas.org/3216/60_C12_1_selected.jpg		1	False	
PTPN20	True	https://images.proteinatlas.org/46896/1636_A6_8_cr57bee3538d886_selected.jpg		1	False	
PTPN23	True	https://images.proteinatlas.org/16845/138_E4_2_selected.jpg		1	False	
PURG	True	https://images.proteinatlas.org/47746/1372_G11_4_selected.jpg		1	False	
PXK	True	https://images.proteinatlas.org/24068/261_A3_1_selected.jpg		1	False	
PXN	False			0	False	
QRSL1	True	https://images.proteinatlas.org/29585/282_B11_1_selected.jpg		1	False	
RAB11A	False			0	False	
RAB11B	False			0	False	
RAB11FIP3	True	https://images.proteinatlas.org/28631/497_F7_2_selected.jpg		1	False	
RAB11FIP5	True	https://images.proteinatlas.org/36406/560_E10_1_selected.jpg		1	False	
RAB15	True	https://images.proteinatlas.org/41177/486_B5_1_selected.jpg		1	False	
RAB23	False			0	False	
RAB26	True	https://images.proteinatlas.org/75624/1615_B2_2_selected.jpg		1	False	
RAB34	True	https://images.proteinatlas.org/21366/146_C6_2_selected.jpg		1	False	
RAB3A	False			0	False	
RAB3IL1	True	https://images.proteinatlas.org/39723/1854_A4_6_selected.jpg		1	False	
RAB3IP	True	https://images.proteinatlas.org/57728/1011_H6_2_selected.jpg		1	False	
RAB8A	False			0	False	
RABL2A	True	https://images.proteinatlas.org/42642/640_B12_2_selected.jpg		1	False	
RABL2B	True	https://images.proteinatlas.org/42642/640_B12_2_selected.jpg		1	False	
RABL6	True	https://images.proteinatlas.org/44037/568_H8_1_selected.jpg		1	False	
RAPGEF6	True	https://images.proteinatlas.org/37983/758_D10_2_selected.jpg		1	False	
RAPSN	False			0	False	
RASSF7	True	https://images.proteinatlas.org/78015/1703_F5_3_selected.jpg		1	False	
RBM39	False			0	False	
RFPL4A	True	https://images.proteinatlas.org/46368/719_G6_3_selected.jpg		1	False	
RFPL4AL1	True	https://images.proteinatlas.org/46368/719_G6_3_selected.jpg		1	False	
RGL4	True	https://images.proteinatlas.org/35979/1778_D2_4_selected.jpg		1	False	
RHEBL1	True	https://images.proteinatlas.org/61001/1269_E3_4_selected.jpg		1	False	
RILPL1	True	https://images.proteinatlas.org/41314/2152_A6_34_selected.jpg		1	False	
RIMKLB	True	https://images.proteinatlas.org/59552/1171_B11_2_selected.jpg		1	False	
RIOK3	True	https://images.proteinatlas.org/24184/369_G10_1_selected.jpg		1	False	
RLBP1	False			0	False	
RMDN1	True	https://images.proteinatlas.org/26495/604_A1_2_selected.jpg		1	False	
RNF167	True	https://images.proteinatlas.org/49810/1908_G4_3_selected.jpg		1	False	
RNF39	True	https://images.proteinatlas.org/19278/618_D3_4_selected.jpg		1	False	
RPP25	True	https://images.proteinatlas.org/46900/1179_C6_3_selected.jpg		1	False	
RRAGD	True	https://images.proteinatlas.org/68664/1364_B4_3_selected.jpg		1	False	
RRM1	False			0	False	
RSPH1	True	https://images.proteinatlas.org/16816/1869_A9_31_selected.jpg		1	False	
RTTN	True	https://images.proteinatlas.org/75089/1914_B4_19_cr5c866b98464b5_selected.jpg		1	False	
RUNDC3B	True	https://images.proteinatlas.org/56968/1372_C2_10_selected.jpg		1	False	
RUVBL2	False			0	False	
S100Z	True	https://images.proteinatlas.org/51929/2069_B8_1_selected.jpg		1	False	
SATB2	False			0	False	
SAXO2	True	https://images.proteinatlas.org/40833/1715_C2_28_cr57fd0b8ca69c0_selected.jpg		1	False	
SEMA4D	False			0	False	
SENP7	True	https://images.proteinatlas.org/27259/232_H5_2_selected.jpg		1	False	
SERINC5	False			0	False	
SERPINB6	True	https://images.proteinatlas.org/9668/43_H6_2_selected.jpg		1	False	
SFR1	True	https://images.proteinatlas.org/39617/465_H10_1_selected.jpg		1	False	
SH2B1	False			0	False	
SHD	False			0	False	
SHTN1	True	https://images.proteinatlas.org/75224/2088_B2_1_selected.jpg		1	False	
SIRPB1	True	https://images.proteinatlas.org/47463/1262_E2_1_selected.jpg		1	False	
SKA1	False			0	False	
SKA3	False			0	False	
SKP1	False			0	False	
SLAIN2	True	https://images.proteinatlas.org/63599/1158_C11_4_selected.jpg		1	False	
SLC18A2	False			0	False	
SLC1A4	False			0	False	
SLC1A5	False			0	False	
SLC2A1	False			0	False	
SLC35A4	True	https://images.proteinatlas.org/74521/1872_F6_30_cr5b61c6eb27e8e_selected.jpg		1	False	
SLC35D3	True	https://images.proteinatlas.org/67497/1696_H4_4_selected.jpg		1	False	
SLC35F1	True	https://images.proteinatlas.org/19576/183_G6_2_selected.jpg		1	False	
SLC8A3	False			0	False	
SLC9A3R1	False			0	False	
SMAD4	False			0	False	
SMAD7	False			0	False	
SMIM18	True	https://images.proteinatlas.org/66648/1374_C8_2_selected.jpg		1	False	
SNAP29	False			0	False	
SNAP91	False			0	False	
SNCG	False			0	False	
SNTB2	True	https://images.proteinatlas.org/1394/1183_H9_4_selected.jpg		1	False	
SNX21	True	https://images.proteinatlas.org/46359/619_B6_2_selected.jpg		1	False	
SORBS1	False			0	False	
SP6	False			0	False	
SPAG9	False			0	False	
SPICE1	True	https://images.proteinatlas.org/64843/1209_B4_3_selected.jpg		1	False	
SPIN4	True	https://images.proteinatlas.org/1014/2090_G1_5_selected.jpg		1	False	
SPPL2B	True	https://images.proteinatlas.org/39292/1495_A11_1_selected.jpg		1	False	
SRGAP1	True	https://images.proteinatlas.org/78079/1978_G5_2_selected.jpg		1	False	
SRGAP2	False			0	False	
SRGAP2B	True	https://images.proteinatlas.org/78079/1978_G5_2_selected.jpg		1	False	
SRGAP2C	True	https://images.proteinatlas.org/78079/1978_G5_2_selected.jpg		1	False	
SRGAP3	True	https://images.proteinatlas.org/78079/1978_G5_2_selected.jpg		1	False	
SRRM5	True	https://images.proteinatlas.org/52924/1924_E4_3_selected.jpg		1	False	
SSRP1	False			0	False	
SSX2IP	True	https://images.proteinatlas.org/27306/212_G9_2_selected.jpg		1	False	
ST7L	True	https://images.proteinatlas.org/75418/1595_C4_1_selected.jpg		1	False	
STEEP1	True	https://images.proteinatlas.org/64831/1174_E7_4_selected.jpg		1	False	
STIL	False			0	False	
STK11	False			0	False	
STK26	True	https://images.proteinatlas.org/59921/1043_F9_4_selected.jpg		1	False	
STK32A	True	https://images.proteinatlas.org/40236/418_B3_2_selected.jpg		1	False	
SYNJ1	False			0	False	
TACC3	False			0	False	
TACR1	False			0	False	
TAF1D	True	https://images.proteinatlas.org/55935/985_H5_4_selected.jpg		1	False	
TAP1	False			0	False	
TAPT1	True	https://images.proteinatlas.org/42567/2051_F9_4_selected.jpg		1	False	
TBC1D31	True	https://images.proteinatlas.org/23710/215_B10_2_selected.jpg		1	False	
TBC1D8	True	https://images.proteinatlas.org/74921/2130_G11_2_selected.jpg		1	False	
TBX15	False			0	False	
TCEA2	True	https://images.proteinatlas.org/43836/547_E7_5_selected.jpg		1	False	
TCHP	False			0	False	
TDRKH	True	https://images.proteinatlas.org/19625/220_A1_1_selected.jpg		1	False	
TECPR2	False			0	False	
TEK	False			0	False	
TEX12	True	https://images.proteinatlas.org/38289/428_C10_2_selected.jpg		1	False	
TEX9	True	https://images.proteinatlas.org/42036/1112_E1_3_selected.jpg		1	False	
TGFB3	False			0	False	
TGIF2	False			0	False	
THAP6	True	https://images.proteinatlas.org/35767/396_C8_2_selected.jpg		1	False	
THBS2	False			0	False	
TLN1	False			0	False	
TMEM132C	True	https://images.proteinatlas.org/15633/2231_E6_2_selected.jpg		1	False	
TMEM170B	True	https://images.proteinatlas.org/55134/1040_E9_1_selected.jpg		1	False	
TMEM63A	True	https://images.proteinatlas.org/66504/1560_E8_1_selected.jpg		1	False	
TMEM63C	True	https://images.proteinatlas.org/30657/372_D6_1_selected.jpg		1	False	
TMEM86B	True	https://images.proteinatlas.org/57689/1039_C3_2_selected.jpg		1	False	
TNFAIP3	False			0	False	
TP53TG3	True	https://images.proteinatlas.org/60916/1925_C6_19_cr5cd56ad920a45_selected.jpg		1	False	
TP53TG3B	True	https://images.proteinatlas.org/60916/1925_C6_19_cr5cd56ad920a45_selected.jpg		1	False	
TP53TG3C	True	https://images.proteinatlas.org/60916/1925_C6_19_cr5cd56ad920a45_selected.jpg		1	False	
TP53TG3D	True	https://images.proteinatlas.org/60916/1925_C6_19_cr5cd56ad920a45_selected.jpg		1	False	
TP53TG3E	True	https://images.proteinatlas.org/60916/1925_C6_19_cr5cd56ad920a45_selected.jpg		1	False	
TP53TG3F	True	https://images.proteinatlas.org/60916/1925_C6_19_cr5cd56ad920a45_selected.jpg		1	False	
TP73	False			0	False	
TRAF5	False			0	False	
TRAPPC14	True	https://images.proteinatlas.org/19359/183_A1_2_selected.jpg		1	False	
TRAT1	True	https://images.proteinatlas.org/2356/1970_D4_3_selected.jpg		1	False	
TRIM15	True	https://images.proteinatlas.org/47527/1848_D3_32_selected.jpg		1	False	
TRIM2	True	https://images.proteinatlas.org/35854/569_A5_2_selected.jpg		1	False	
TRIM34	True	https://images.proteinatlas.org/77996/1676_E9_3_selected.jpg		1	False	
TRIM38	True	https://images.proteinatlas.org/31685/374_E8_1_selected.jpg		1	False	
TRIM46	True	https://images.proteinatlas.org/30391/1796_E6_5_selected.jpg		1	False	
TRIM6-TRIM34	True	https://images.proteinatlas.org/77996/1676_E9_3_selected.jpg		1	False	
TRPM1	False			0	False	
TRPV3	False			0	False	
TSEN2	True	https://images.proteinatlas.org/27268/219_C7_2_selected.jpg		1	False	
TSSK1B	True	https://images.proteinatlas.org/27827/2211_E7_40_selected.jpg		1	False	
TTC21B	True	https://images.proteinatlas.org/73293/2216_G5_19_selected.jpg		1	False	
TTC30A	True	https://images.proteinatlas.org/51714/2161_C12_33_selected.jpg		1	False	
TTC30B	True	https://images.proteinatlas.org/51714/2161_C12_33_selected.jpg		1	False	
TTC39A	True	https://images.proteinatlas.org/43440/733_A10_4_selected.jpg		1	False	
TTC6	True	https://images.proteinatlas.org/69293/1384_F8_1_selected.jpg		1	False	
TTI2	True	https://images.proteinatlas.org/29823/335_H5_3_selected.jpg		1	False	
TUB	False			0	False	
TUBG2	True	https://images.proteinatlas.org/11495/638_A3_3_selected.jpg		1	False	
TUBGCP2	True	https://images.proteinatlas.org/37885/752_C3_2_selected.jpg		1	False	
TUBGCP4	True	https://images.proteinatlas.org/43212/460_A8_2_selected.jpg		1	False	
TUBGCP5	True	https://images.proteinatlas.org/40366/754_E4_5_selected.jpg		1	False	
TWSG1	True	https://images.proteinatlas.org/14898/165_B1_2_selected.jpg		1	False	
TXLNA	True	https://images.proteinatlas.org/72477/1913_I23_32_selected.jpg		1	False	
TYSND1	True	https://images.proteinatlas.org/30304/372_C6_2_selected.jpg		1	False	
UBA3	True	https://images.proteinatlas.org/65335/1164_D12_2_selected.jpg		1	False	
UBE2Q1	True	https://images.proteinatlas.org/63368/1233_H4_6_selected.jpg		1	False	
UBL3	True	https://images.proteinatlas.org/53772/833_G11_1_selected.jpg		1	False	
UBR4	False			0	False	
UBXN2A	True	https://images.proteinatlas.org/65482/1417_A1_2_selected.jpg		1	False	
UGP2	True	https://images.proteinatlas.org/64836/1151_F5_2_selected.jpg		1	False	
UNC5CL	True	https://images.proteinatlas.org/15725/2192_H2_2_selected.jpg		1	False	
USF3	True	https://images.proteinatlas.org/29243/271_E9_2_selected.jpg		1	False	
USP38	True	https://images.proteinatlas.org/47948/977_C10_2_selected.jpg		1	False	
UXT	False			0	False	
VASH1	False			0	False	
VCPIP1	True	https://images.proteinatlas.org/23932/1873_C4_2_selected.jpg		1	False	
VLDLR	False			0	False	
VPS37A	True	https://images.proteinatlas.org/24781/301_C10_2_selected.jpg		1	False	
VSIG10	True	https://images.proteinatlas.org/62022/1163_G4_1_selected.jpg		1	False	
WAC	False			0	False	
WASHC5	True	https://images.proteinatlas.org/34216/2101_E9_2_selected.jpg		1	False	
WDR13	True	https://images.proteinatlas.org/913/75_B2_2_selected.jpg		1	False	
WDR19	True	https://images.proteinatlas.org/39616/2216_F11_4_selected.jpg		1	False	
WDR54	True	https://images.proteinatlas.org/53558/984_F8_2_selected.jpg		1	False	
WDR62	False			0	False	
WDR83	False			0	False	
WDR90	True	https://images.proteinatlas.org/49362/740_D11_8_selected.jpg		1	False	
ZBED1	True	https://images.proteinatlas.org/77591/1718_G12_8_cr57f3c647163ea_selected.jpg		1	False	
ZBED6	True	https://images.proteinatlas.org/68807/1374_C3_2_selected.jpg		1	False	
ZBTB24	True	https://images.proteinatlas.org/17872/1263_H1_3_selected.jpg		1	False	
ZFAND1	True	https://images.proteinatlas.org/23383/192_G11_1_selected.jpg		1	False	
ZFP90	True	https://images.proteinatlas.org/29017/331_D12_2_selected.jpg		1	False	
ZMYM1	True	https://images.proteinatlas.org/64019/1169_H10_2_selected.jpg		1	False	
ZNF12	True	https://images.proteinatlas.org/63402/1202_D8_4_selected.jpg		1	False	
ZNF121	True	https://images.proteinatlas.org/54961/1424_F6_2_selected.jpg		1	False	
ZNF274	True	https://images.proteinatlas.org/28880/329_F8_1_selected.jpg		1	False	
ZNF280D	True	https://images.proteinatlas.org/30233/334_H4_3_selected.jpg		1	False	
ZNF296	True	https://images.proteinatlas.org/49576/1019_A9_2_selected.jpg		1	False	
ZNF330	True	https://images.proteinatlas.org/56325/2265_H4_89_selected.jpg		1	False	
ZNF365	True	https://images.proteinatlas.org/52446/1201_D2_6_selected.jpg		1	False	
ZNF408	True	https://images.proteinatlas.org/17892/157_G5_2_selected.jpg		1	False	
ZNF443	True	https://images.proteinatlas.org/18683/1055_C9_2_selected.jpg		1	False	
ZNF616	True	https://images.proteinatlas.org/62639/1104_B11_3_selected.jpg		1	False	
ZNF620	True	https://images.proteinatlas.org/59383/1748_B11_23_cr5805df8b537d5_selected.jpg		1	False	
ZNF677	True	https://images.proteinatlas.org/23106/1595_G4_3_selected.jpg		1	False	
ZNF701	True	https://images.proteinatlas.org/5532/31_A6_1_selected.jpg		1	False	
ZNF721	True	https://images.proteinatlas.org/65313/1234_H7_3_selected.jpg		1	False	
ZNF747	True	https://images.proteinatlas.org/69173/1475_D10_2_selected.jpg		1	False	
ZNF766	True	https://images.proteinatlas.org/44882/545_F7_1_selected.jpg		1	False	
ZNF780A	True	https://images.proteinatlas.org/3311/1150_D4_2_selected.jpg		1	False	
ZNF780B	True	https://images.proteinatlas.org/3311/1150_D4_2_selected.jpg		1	False	
ZNF799	True	https://images.proteinatlas.org/18683/1055_C9_2_selected.jpg		1	False	
ZSCAN10	True	https://images.proteinatlas.org/76826/1969_E9_5_selected.jpg		1	False	
