batch_id	gene	current_path	status	current_lines	current_chars	risk	issues	excel_sheet	excel_row	hpa_loc	hpa_score	priority
1	ACP4	detail/rejected/ACP4/ACP4-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1030	Nucleoli|Nucleoplasm	4	1
1	ADAM33	detail/rejected/ADAM33/ADAM33-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	270		3	1
1	ADAT3	detail/rejected/ADAT3/ADAT3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1163	Nucleoli	6	1
1	ADPRHL1	detail/rejected/ADPRHL1/ADPRHL1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	524	Nucleoplasm	6	1
1	ADPRM	detail/rejected/ADPRM/ADPRM-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	127	Nucleoli|Nucleoplasm	3	1
2	ADPRS	detail/rejected/ADPRS/ADPRS-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1161	Nucleoplasm	6	1
2	AFMID	detail/rejected/AFMID/AFMID-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	280	Nucleoli|Nucleoli fibrillar center|Nucleoplasm	6	1
2	AGAP2	detail/rejected/AGAP2/AGAP2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	854	Nuclear bodies|Nucleoplasm	6	1
2	AGBL5	detail/rejected/AGBL5/AGBL5-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	677	Nucleoplasm	4	1
2	AGFG1	detail/rejected/AGFG1/AGFG1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1183	Nucleoplasm	6	1
3	AGPAT4	detail/rejected/AGPAT4/AGPAT4-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	721	Nucleoplasm	3	1
3	AGTPBP1	detail/rejected/AGTPBP1/AGTPBP1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	153		3	1
3	AHCYL2	detail/rejected/AHCYL2/AHCYL2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1031	Nucleoli|Nucleoli rim	4	1
3	AIRIM	detail/rejected/AIRIM/AIRIM-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1376		3	1
3	AKAP6	detail/rejected/AKAP6/AKAP6-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	850	Nucleoli|Nucleoli fibrillar center	3	1
4	AKAP7	detail/rejected/AKAP7/AKAP7-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	268	Nucleoplasm	6	1
4	AKIP1	detail/rejected/AKIP1/AKIP1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1304	Nucleoplasm	3	1
4	AKIRIN1	detail/rejected/AKIRIN1/AKIRIN1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	723	Nucleoplasm	3	1
4	ALG14	detail/rejected/ALG14/ALG14-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1319	Nucleoplasm	6	1
4	ALG8	detail/rejected/ALG8/ALG8-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	724	Nuclear speckles|Nucleoplasm	3	1
5	ALKBH2	detail/rejected/ALKBH2/ALKBH2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1032		3	1
5	ALKBH6	detail/rejected/ALKBH6/ALKBH6-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	851	Nucleoplasm	3	1
5	AMDHD1	detail/rejected/AMDHD1/AMDHD1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	272	Nucleoplasm	6	1
5	AMDHD2	detail/rejected/AMDHD2/AMDHD2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	725	Nucleoplasm	3	1
5	AMER1	detail/rejected/AMER1/AMER1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1398	Nuclear speckles	6	1
6	ANAPC10	detail/rejected/ANAPC10/ANAPC10-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	545	Nucleoplasm	6	1
6	ANAPC11	detail/rejected/ANAPC11/ANAPC11-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	78	Nucleoplasm	3	1
6	ANAPC13	detail/rejected/ANAPC13/ANAPC13-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	528			1
6	ANAPC2	detail/rejected/ANAPC2/ANAPC2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1166	Nucleoli	2	1
6	ANAPC4	detail/rejected/ANAPC4/ANAPC4-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	55	Nucleoli	3	1
7	ANAPC5	detail/rejected/ANAPC5/ANAPC5-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	509		3	1
7	ANAPC7	detail/rejected/ANAPC7/ANAPC7-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	679		3	1
7	ANGEL1	detail/rejected/ANGEL1/ANGEL1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1182	Nucleoplasm	6	1
7	ANGEL2	detail/rejected/ANGEL2/ANGEL2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	529	Nucleoplasm	4	1
7	ANKEF1	detail/rejected/ANKEF1/ANKEF1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	571	Nucleoplasm	6	1
8	ANKFN1	detail/rejected/ANKFN1/ANKFN1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	274		3	1
8	ANKMY2	detail/rejected/ANKMY2/ANKMY2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	29	Nucleoplasm	6	1
8	ANKRA2	detail/rejected/ANKRA2/ANKRA2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	727	Nucleoli	3	1
8	ANKRD10	detail/rejected/ANKRD10/ANKRD10-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1320		3	1
8	ANKRD12	detail/rejected/ANKRD12/ANKRD12-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	79	Nucleoli|Nucleoplasm	3	1
9	ANKRD23	detail/rejected/ANKRD23/ANKRD23-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	726	Nuclear membrane|Nucleoplasm	3	1
9	ANKRD30B	detail/rejected/ANKRD30B/ANKRD30B-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	575	Nucleoli|Nucleoli fibrillar center	3	1
9	ANKRD34B	detail/rejected/ANKRD34B/ANKRD34B-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	510	Nucleoplasm	6	1
9	ANKRD36	detail/rejected/ANKRD36/ANKRD36-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	275		3	1
9	ANKRD36B	detail/rejected/ANKRD36B/ANKRD36B-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	276	Nucleoli	6	1
10	ANKRD37	detail/rejected/ANKRD37/ANKRD37-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	479	Nucleoplasm	3	1
10	ANKRD54	detail/rejected/ANKRD54/ANKRD54-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	192	Nucleoplasm	3	1
10	ANKS1A	detail/rejected/ANKS1A/ANKS1A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	128	Nucleoli|Nucleoplasm	3	1
10	ANKS1B	detail/rejected/ANKS1B/ANKS1B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1312	Nuclear bodies	6	1
10	ANKS3	detail/rejected/ANKS3/ANKS3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	573	Nucleoplasm	6	1
11	ANKS4B	detail/rejected/ANKS4B/ANKS4B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	558	Nucleoplasm	6	1
11	ANKS6	detail/rejected/ANKS6/ANKS6-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	574	Nuclear speckles|Nucleoplasm	6	1
11	ANXA11	detail/rejected/ANXA11/ANXA11-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1321		3	1
11	ANXA13	detail/rejected/ANXA13/ANXA13-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	852	Nucleoli	3	1
11	ANXA5	detail/rejected/ANXA5/ANXA5-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1317	Nucleoplasm	6	1
12	ANXA9	detail/rejected/ANXA9/ANXA9-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	277		3	1
12	AOPEP	detail/rejected/AOPEP/AOPEP-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1245	Nuclear bodies|Nucleoplasm	3	1
12	AP3B1	detail/rejected/AP3B1/AP3B1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	164	Nuclear speckles	4	1
12	AP5B1	detail/rejected/AP5B1/AP5B1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	224		3	1
12	APBA1	detail/rejected/APBA1/APBA1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	504	Chromosome|Mitotic chromosome|Nucleoli|Nucleoplasm	3	1
13	APBB3	detail/rejected/APBB3/APBB3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	570	Nucleoli|Nucleoli fibrillar center	6	1
13	APIP	detail/rejected/APIP/APIP-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	853	Nucleoplasm	3	1
13	APLF	detail/rejected/APLF/APLF-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	30	Nucleoplasm	6	1
13	ARFGAP1	detail/rejected/ARFGAP1/ARFGAP1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	728	Chromosome|Mitotic chromosome|Nucleoli|Nucleoli rim|Nucleoplasm	3	1
13	ARFIP2	detail/rejected/ARFIP2/ARFIP2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	177	Nucleoplasm	3	1
14	ARID4A	detail/rejected/ARID4A/ARID4A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1179	Nucleoplasm	6	1
14	ARIH1	detail/rejected/ARIH1/ARIH1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1323	Nucleoli|Nucleoplasm	3	1
14	ARIH2	detail/rejected/ARIH2/ARIH2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1239	Nucleoli|Nucleoplasm	6	1
14	ARK2N	detail/rejected/ARK2N/ARK2N-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	3		3	1
14	ARL14EP	detail/rejected/ARL14EP/ARL14EP-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	278		3	1
15	ARL2BP	detail/rejected/ARL2BP/ARL2BP-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	537	Nucleoplasm	3	1
15	ARL6	detail/rejected/ARL6/ARL6-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	154	Nucleoplasm	4	1
15	ARMC8	detail/rejected/ARMC8/ARMC8-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	279		3	1
15	ARMCX4	detail/rejected/ARMCX4/ARMCX4-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1106	Nucleoplasm	6	1
15	ARMCX5	detail/rejected/ARMCX5/ARMCX5-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	576	Nuclear bodies|Nucleoplasm	3	1
16	ASAP3	detail/rejected/ASAP3/ASAP3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	729	Nuclear speckles	3	1
16	ASB7	detail/rejected/ASB7/ASB7-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	572	Nuclear speckles	6	1
16	ASCL3	detail/rejected/ASCL3/ASCL3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	551	Nucleoplasm	6	1
16	ASCL5	detail/rejected/ASCL5/ASCL5-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1155	Nucleoplasm	6	1
16	ASRGL1	detail/rejected/ASRGL1/ASRGL1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	525	Nucleoli|Nucleoli fibrillar center	5	1
17	ASZ1	detail/rejected/ASZ1/ASZ1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	209	Nucleoplasm	3	1
17	ATG10	detail/rejected/ATG10/ATG10-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1034	Nucleoplasm	3	1
17	ATG2A	detail/rejected/ATG2A/ATG2A-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	730	Nucleoplasm	6	1
17	ATOX1	detail/rejected/ATOX1/ATOX1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1033	Chromosome|Mitotic chromosome|Nucleoplasm	3	1
17	ATXN3L	detail/rejected/ATXN3L/ATXN3L-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	281	Nuclear speckles|Nucleoplasm	6	1
18	ATXN7L3B	detail/rejected/ATXN7L3B/ATXN7L3B-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	282	Nucleoli|Nucleoli fibrillar center|Nucleoplasm	6	1
18	AUNIP	detail/rejected/AUNIP/AUNIP-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	284		3	1
18	AUP1	detail/rejected/AUP1/AUP1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	283	Nucleoplasm	6	1
18	B4GALNT4	detail/rejected/B4GALNT4/B4GALNT4-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	259	Nuclear bodies|Nucleoplasm	6	1
18	B9D1	detail/rejected/B9D1/B9D1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	804	Nucleoplasm	3	1
19	BABAM1	detail/rejected/BABAM1/BABAM1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	82		3	1
19	BABAM2	detail/rejected/BABAM2/BABAM2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	6	Chromosome|Mitotic chromosome|Nucleoli|Nucleoli rim	6	1
19	BACC1	detail/rejected/BACC1/BACC1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	186	Nucleoplasm	3	1
19	BAG5	detail/rejected/BAG5/BAG5-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1247	Nucleoplasm	6	1
19	BBS9	detail/rejected/BBS9/BBS9-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	285	Nucleoplasm	6	1
20	BCAS3	detail/rejected/BCAS3/BCAS3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	288		3	1
20	BCDIN3D	detail/rejected/BCDIN3D/BCDIN3D-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1248			1
20	BCL7C	detail/rejected/BCL7C/BCL7C-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1324	Nucleoplasm	2	1
20	BCLAF3	detail/rejected/BCLAF3/BCLAF3-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	4	Nucleoli|Nucleoplasm	6	1
20	BEAN1	detail/rejected/BEAN1/BEAN1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1234		2	1
21	BEGAIN	detail/rejected/BEGAIN/BEGAIN-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	856	Nuclear bodies	3	1
21	BEND4	detail/rejected/BEND4/BEND4-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	577	Nucleoplasm	2	1
21	BEND5	detail/rejected/BEND5/BEND5-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	958	Nuclear bodies|Nucleoplasm	6	1
21	BET1L	detail/rejected/BET1L/BET1L-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	80			1
21	BEX4	detail/rejected/BEX4/BEX4-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1250	Chromosome|Mitotic chromosome|Nucleoplasm	6	1
22	BICD2	detail/rejected/BICD2/BICD2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	855		3	1
22	BICRA	detail/rejected/BICRA/BICRA-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	540	Nucleoplasm	3	1
22	BICRAL	detail/rejected/BICRAL/BICRAL-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	499		3	1
22	BIRC7	detail/rejected/BIRC7/BIRC7-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1108		3	1
22	BLCAP	detail/rejected/BLCAP/BLCAP-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1242	Nucleoplasm	6	1
23	BLMH	detail/rejected/BLMH/BLMH-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	289	Nucleoplasm	6	1
23	BLTP3B	detail/rejected/BLTP3B/BLTP3B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	5	Nucleoli|Nucleoplasm	6	1
23	BLVRB	detail/rejected/BLVRB/BLVRB-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	731	Nucleoli|Nucleoplasm	6	1
23	BMP2K	detail/rejected/BMP2K/BMP2K-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	81		3	1
23	BMS1	detail/rejected/BMS1/BMS1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1249	Nuclear bodies|Nucleoplasm	6	1
24	BNIP2	detail/rejected/BNIP2/BNIP2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	137			1
24	BOD1	detail/rejected/BOD1/BOD1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1184	Nucleoplasm	6	1
24	BOD1L1	detail/rejected/BOD1L1/BOD1L1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1099		3	1
24	BOLA2	detail/rejected/BOLA2/BOLA2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	290	Nucleoplasm	6	1
24	BPNT1	detail/rejected/BPNT1/BPNT1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	266	Nucleoplasm	6	1
25	BPNT2	detail/rejected/BPNT2/BPNT2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	27	Nuclear bodies|Nucleoplasm	6	1
25	BRCC3	detail/rejected/BRCC3/BRCC3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1109	Nucleoplasm	3	1
25	BRI3	detail/rejected/BRI3/BRI3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1035	Nucleoplasm	3	1
25	BRIX1	detail/rejected/BRIX1/BRIX1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1187			1
25	BRK1	detail/rejected/BRK1/BRK1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	805		2	1
26	BRME1	detail/rejected/BRME1/BRME1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	292	Nucleoplasm	6	1
26	BROX	detail/rejected/BROX/BROX-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	578	Nuclear bodies	6	1
26	BRPF3	detail/rejected/BRPF3/BRPF3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1186	Nucleoli|Nucleoplasm	4	1
26	BSPRY	detail/rejected/BSPRY/BSPRY-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	287	Nucleoli|Nucleoli rim|Nucleoplasm	6	1
26	BTBD1	detail/rejected/BTBD1/BTBD1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	579	Nucleoplasm	6	1
27	BTBD18	detail/rejected/BTBD18/BTBD18-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	293	Nucleoplasm	4	1
27	BTBD3	detail/rejected/BTBD3/BTBD3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	857	Nuclear bodies|Nucleoli|Nucleoplasm	6	1
27	BTF3L4	detail/rejected/BTF3L4/BTF3L4-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	286		3	1
27	BTNL9	detail/rejected/BTNL9/BTNL9-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	732	Nucleoplasm	6	1
27	C10orf71	detail/rejected/C10orf71/C10orf71-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1253	Nucleoli|Nucleoplasm	6	1
28	C10orf90	detail/rejected/C10orf90/C10orf90-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	720	Nuclear bodies	3	1
28	C11orf58	detail/rejected/C11orf58/C11orf58-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	180		3	1
28	C11orf68	detail/rejected/C11orf68/C11orf68-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	862	Nuclear membrane	5	1
28	C14orf39	detail/rejected/C14orf39/C14orf39-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	56	Nucleoplasm	3	1
28	C19orf47	detail/rejected/C19orf47/C19orf47-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	587	Nucleoli|Nucleoplasm	6	1
29	C19orf84	detail/rejected/C19orf84/C19orf84-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1326	Nuclear speckles|Nucleoplasm	3	1
29	C1orf146	detail/rejected/C1orf146/C1orf146-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	170	Nucleoplasm	6	1
29	C1orf174	detail/rejected/C1orf174/C1orf174-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	223			1
29	C1orf21	detail/rejected/C1orf21/C1orf21-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	159	Nucleoplasm	6	1
29	C1orf226	detail/rejected/C1orf226/C1orf226-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	8	Nucleoli	6	1
30	C1orf35	detail/rejected/C1orf35/C1orf35-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	33			1
30	C1orf52	detail/rejected/C1orf52/C1orf52-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	680	Nucleoplasm	3	1
30	C2CD4A	detail/rejected/C2CD4A/C2CD4A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1294	Nuclear speckles|Nucleoplasm	3	1
30	C2CD4B	detail/rejected/C2CD4B/C2CD4B-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1087	Nucleoplasm	6	1
30	C6orf52	detail/rejected/C6orf52/C6orf52-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	301	Nuclear bodies|Nucleoli|Nucleoli fibrillar center|Nucleoplasm	6	1
31	C6orf89	detail/rejected/C6orf89/C6orf89-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	162	Nucleoli|Nucleoplasm	3	1
31	C7orf25	detail/rejected/C7orf25/C7orf25-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	302	Nucleoplasm	6	1
31	C8orf34	detail/rejected/C8orf34/C8orf34-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	57	Nucleoplasm	3	1
31	C8orf48	detail/rejected/C8orf48/C8orf48-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	303	Nucleoplasm	6	1
31	C8orf58	detail/rejected/C8orf58/C8orf58-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	736	Nuclear speckles|Nucleoplasm	6	1
32	C8orf76	detail/rejected/C8orf76/C8orf76-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	863	Nucleoplasm	4	1
32	CABCOCO1	detail/rejected/CABCOCO1/CABCOCO1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	226	Nucleoplasm	3	1
32	CACNA1D	detail/rejected/CACNA1D/CACNA1D-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	重新pa一下	1303			1
