gene	excel_sheets	has_any_report	has_scored_report	has_rejected_report	has_duplicate	duplicate_status	current_status	current_lines	current_chars	needs_new_evaluation	skip_reason
HERC4	研究很多	False	False	False	False	OK	missing	0	0	True	
HES1	研究很少	False	False	False	False	OK	missing	0	0	True	
HES2	研究很少	False	False	False	False	OK	missing	0	0	True	
HES3	研究很少	False	False	False	False	OK	missing	0	0	True	
HES5	研究很少	False	False	False	False	OK	missing	0	0	True	
HIF1A	研究很少	False	False	False	False	OK	missing	0	0	True	
HIRA	研究很少	False	False	False	False	OK	missing	0	0	True	
HLF	研究很少	False	False	False	False	OK	missing	0	0	True	
HMGA2	研究很少	False	False	False	False	OK	missing	0	0	True	
HMGN1	研究很少	False	False	False	False	OK	missing	0	0	True	
HMGN4	研究很少	False	False	False	False	OK	missing	0	0	True	
HMX3	研究很少	False	False	False	False	OK	missing	0	0	True	
HNF1B	研究很少	False	False	False	False	OK	missing	0	0	True	
HNF4A	研究很少	False	False	False	False	OK	missing	0	0	True	
HOPX	研究很少	False	False	False	False	OK	missing	0	0	True	
HR	研究很少	False	False	False	False	OK	missing	0	0	True	
HRAS	研究很少	False	False	False	False	OK	missing	0	0	True	
HS1BP3	研究很多	False	False	False	False	OK	missing	0	0	True	
HSBP1L1	研究很多	False	False	False	False	OK	missing	0	0	True	
HTT	研究很少	False	False	False	False	OK	missing	0	0	True	
HUS1B	研究很多	False	False	False	False	OK	missing	0	0	True	
HUWE1	研究很少	False	False	False	False	OK	missing	0	0	True	
HYDIN	研究很多	False	False	False	False	OK	missing	0	0	True	
HYKK	研究很多	False	False	False	False	OK	missing	0	0	True	
Hmga1	Sheet1	False	False	False	False	OK	missing	0	0	True	
ID1	研究很少	False	False	False	False	OK	missing	0	0	True	
ID2	研究很少	False	False	False	False	OK	missing	0	0	True	
ID3	研究很少	False	False	False	False	OK	missing	0	0	True	
ID4	研究很少	False	False	False	False	OK	missing	0	0	True	
IDH1	研究很少	False	False	False	False	OK	missing	0	0	True	
IFFO2	研究很多	False	False	False	False	OK	missing	0	0	True	
IK	研究很少	False	False	False	False	OK	missing	0	0	True	
IKBKB	研究很少	False	False	False	False	OK	missing	0	0	True	
IMPACT	研究很少	False	False	False	False	OK	missing	0	0	True	
INSYN1	研究很多	False	False	False	False	OK	missing	0	0	True	
IQCE	研究很多	False	False	False	False	OK	missing	0	0	True	
IQCF3	研究很多	False	False	False	False	OK	missing	0	0	True	
ISL1	研究很少	False	False	False	False	OK	missing	0	0	True	
ITGB3	研究很少	False	False	False	False	OK	missing	0	0	True	
ITPRID1	研究很多	False	False	False	False	OK	missing	0	0	True	
JAK2	研究很少	False	False	False	False	OK	missing	0	0	True	
JARID2	研究很少	False	False	False	False	OK	missing	0	0	True	
JDP2	研究很少	False	False	False	False	OK	missing	0	0	True	
JUN	研究很少	False	False	False	False	OK	missing	0	0	True	
JUNB	研究很少	False	False	False	False	OK	missing	0	0	True	
JUND	研究很少	False	False	False	False	OK	missing	0	0	True	
KATNA1	研究很多	False	False	False	False	OK	missing	0	0	True	
KATNIP	研究很多	False	False	False	False	OK	missing	0	0	True	
KBTBD2	研究很多	False	False	False	False	OK	missing	0	0	True	
KCTD11	研究很多	False	False	False	False	OK	missing	0	0	True	
KCTD6	研究很多	False	False	False	False	OK	missing	0	0	True	
KEAP1	研究很少	False	False	False	False	OK	missing	0	0	True	
KIAA0930	研究很多	False	False	False	False	OK	missing	0	0	True	
KIAA1143	研究很多	False	False	False	False	OK	missing	0	0	True	
KIAA1191	研究很多	False	False	False	False	OK	missing	0	0	True	
KIAA1328	研究很多	False	False	False	False	OK	missing	0	0	True	
KIAA1549L	研究很多	False	False	False	False	OK	missing	0	0	True	
KIAA1586	研究很多	False	False	False	False	OK	missing	0	0	True	
KIAA1614	研究很多	False	False	False	False	OK	missing	0	0	True	
KIAA1755	研究很多	False	False	False	False	OK	missing	0	0	True	
KLF1	研究很少	False	False	False	False	OK	missing	0	0	True	
KLF15	研究很少	False	False	False	False	OK	missing	0	0	True	
KLF2	研究很少	False	False	False	False	OK	missing	0	0	True	
KLF5	研究很少	False	False	False	False	OK	missing	0	0	True	
KLF9	研究很少	False	False	False	False	OK	missing	0	0	True	
KLHDC9	研究很多	False	False	False	False	OK	missing	0	0	True	
KLHL11	研究很多	False	False	False	False	OK	missing	0	0	True	
KLHL2	研究很多	False	False	False	False	OK	missing	0	0	True	
KLHL32	研究很多	False	False	False	False	OK	missing	0	0	True	
KLHL35	研究很多	False	False	False	False	OK	missing	0	0	True	
KLHL38	研究很多	False	False	False	False	OK	missing	0	0	True	
KLHL42	研究很多	False	False	False	False	OK	missing	0	0	True	
KLHL8	研究很多	False	False	False	False	OK	missing	0	0	True	
KLRG2	研究很多	False	False	False	False	OK	missing	0	0	True	
KY	研究很少	False	False	False	False	OK	missing	0	0	True	
LACTBL1	研究很多	False	False	False	False	OK	missing	0	0	True	
LATS2	研究很少	False	False	False	False	OK	missing	0	0	True	
LBHD1	研究很多	False	False	False	False	OK	missing	0	0	True	
LBR	研究很少	False	False	False	False	OK	missing	0	0	True	
LCA5L	研究很多	False	False	False	False	OK	missing	0	0	True	
LDB1	研究很少	False	False	False	False	OK	missing	0	0	True	
LDLRAD1	研究很多	False	False	False	False	OK	missing	0	0	True	
LEF1	研究很少	False	False	False	False	OK	missing	0	0	True	
LEKR1	研究很多	False	False	False	False	OK	missing	0	0	True	
LENG1	研究很多	False	False	False	False	OK	missing	0	0	True	
LEO1	研究很少	False	False	False	False	OK	missing	0	0	True	
LFNG	研究很少	False	False	False	False	OK	missing	0	0	True	
LGALS3	研究很少	False	False	False	False	OK	missing	0	0	True	
LHX2	研究很少	False	False	False	False	OK	missing	0	0	True	
LHX3	研究很少	False	False	False	False	OK	missing	0	0	True	
LHX6	研究很少	False	False	False	False	OK	missing	0	0	True	
LIG4	研究很少	False	False	False	False	OK	missing	0	0	True	
LINS1	研究很多	False	False	False	False	OK	missing	0	0	True	
LMNA	研究很少	False	False	False	False	OK	missing	0	0	True	
LMNB1	研究很少	False	False	False	False	OK	missing	0	0	True	
LMNTD1	研究很多	False	False	False	False	OK	missing	0	0	True	
LMO1	研究很少	False	False	False	False	OK	missing	0	0	True	
LMO2	研究很少	False	False	False	False	OK	missing	0	0	True	
LMX1A	研究很少	False	False	False	False	OK	missing	0	0	True	
LONRF3	研究很多	False	False	False	False	OK	missing	0	0	True	
LRIT3	研究很多	False	False	False	False	OK	missing	0	0	True	
LRMDA	研究很多	False	False	False	False	OK	missing	0	0	True	
LRP12	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC14	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC14B	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC2	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC20	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC23	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC27	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC28	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC40	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC41	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC42	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC46	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC61	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC75A	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC75B	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRC9	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRIQ3	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRN3	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRN4	研究很多	False	False	False	False	OK	missing	0	0	True	
LRRN4CL	研究很多	False	False	False	False	OK	missing	0	0	True	
LURAP1L	研究很多	False	False	False	False	OK	missing	0	0	True	
LZIC	研究很多	False	False	False	False	OK	missing	0	0	True	
M1AP	研究很多	False	False	False	False	OK	missing	0	0	True	
MAB21L3	研究很多	False	False	False	False	OK	missing	0	0	True	
MACROD2	研究很少	False	False	False	False	OK	missing	0	0	True	
MACROH2A1	研究很少	False	False	False	False	OK	missing	0	0	True	
MAF	研究很少	False	False	False	False	OK	missing	0	0	True	
MAFA	研究很少	False	False	False	False	OK	missing	0	0	True	
MAFB	研究很少	False	False	False	False	OK	missing	0	0	True	
MAFG	研究很少	False	False	False	False	OK	missing	0	0	True	
MAGEA9B	研究很多	False	False	False	False	OK	missing	0	0	True	
MAGEB17	研究很多	False	False	False	False	OK	missing	0	0	True	
MAK	研究很少	False	False	False	False	OK	missing	0	0	True	
MALT1	研究很少	False	False	False	False	OK	missing	0	0	True	
MAMDC4	研究很多	False	False	False	False	OK	missing	0	0	True	
MANBAL	研究很多	False	False	False	False	OK	missing	0	0	True	
MAP7D2	研究很多	False	False	False	False	OK	missing	0	0	True	
MAP7D3	研究很多	False	False	False	False	OK	missing	0	0	True	
MATCAP1	研究很多	False	False	False	False	OK	missing	0	0	True	
MATCAP2	研究很多	False	False	False	False	OK	missing	0	0	True	
MATR3	研究很少	False	False	False	False	OK	missing	0	0	True	
MAX	研究很少	False	False	False	False	OK	missing	0	0	True	
MBP	研究很少	False	False	False	False	OK	missing	0	0	True	
MCC	研究很少	False	False	False	False	OK	missing	0	0	True	
MCTP2	研究很多	False	False	False	False	OK	missing	0	0	True	
MDM2	研究很少	False	False	False	False	OK	missing	0	0	True	
MDM4	研究很少	False	False	False	False	OK	missing	0	0	True	
ME1	研究很少	False	False	False	False	OK	missing	0	0	True	
MEA1	研究很多	False	False	False	False	OK	missing	0	0	True	
MECOM	研究很少	False	False	False	False	OK	missing	0	0	True	
MECP2	研究很少	False	False	False	False	OK	missing	0	0	True	
MEF2B	研究很少	False	False	False	False	OK	missing	0	0	True	
MEF2C	研究很少	False	False	False	False	OK	missing	0	0	True	
MEF2D	研究很少	False	False	False	False	OK	missing	0	0	True	
MEIS1	研究很少	False	False	False	False	OK	missing	0	0	True	
MEIS2	研究很少	False	False	False	False	OK	missing	0	0	True	
MEN1	研究很少	False	False	False	False	OK	missing	0	0	True	
MESP1	研究很少	False	False	False	False	OK	missing	0	0	True	
METTL14	研究很少	False	False	False	False	OK	missing	0	0	True	
METTL25B	研究很多	False	False	False	False	OK	missing	0	0	True	
METTL3	研究很少	False	False	False	False	OK	missing	0	0	True	
MFHAS1	研究很多	False	False	False	False	OK	missing	0	0	True	
MGA	研究很少	False	False	False	False	OK	missing	0	0	True	
MGMT	研究很少	False	False	False	False	OK	missing	0	0	True	
MITF	研究很少	False	False	False	False	OK	missing	0	0	True	
MIXL1	研究很少	False	False	False	False	OK	missing	0	0	True	
MKX	研究很少	False	False	False	False	OK	missing	0	0	True	
MLH1	研究很少	False	False	False	False	OK	missing	0	0	True	
MLLT3	研究很少	False	False	False	False	OK	missing	0	0	True	
MN1	研究很少	False	False	False	False	OK	missing	0	0	True	
MNT	研究很少	False	False	False	False	OK	missing	0	0	True	
MOK	研究很少	False	False	False	False	OK	missing	0	0	True	
MORN1	研究很多	False	False	False	False	OK	missing	0	0	True	
MORN3	研究很多	False	False	False	False	OK	missing	0	0	True	
MPLKIP	重新pa一下	False	False	False	False	OK	missing	0	0	True	
MPO	研究很少	False	False	False	False	OK	missing	0	0	True	
MRE11	研究很少	False	False	False	False	OK	missing	0	0	True	
MROH6	研究很多	False	False	False	False	OK	missing	0	0	True	
MROH8	研究很多	False	False	False	False	OK	missing	0	0	True	
MS4A14	研究很多	False	False	False	False	OK	missing	0	0	True	
MSC	研究很少	False	False	False	False	OK	missing	0	0	True	
MSL1	研究很少	False	False	False	False	OK	missing	0	0	True	
MSL2	研究很少	False	False	False	False	OK	missing	0	0	True	
MSL3	研究很少	False	False	False	False	OK	missing	0	0	True	
MSX1	研究很少	False	False	False	False	OK	missing	0	0	True	
MTCL3	研究很多	False	False	False	False	OK	missing	0	0	True	
MTF2	研究很少	False	False	False	False	OK	missing	0	0	True	
MVP	研究很少	False	False	False	False	OK	missing	0	0	True	
MX1	研究很少	False	False	False	False	OK	missing	0	0	True	
MYB	研究很少	False	False	False	False	OK	missing	0	0	True	
MYBL2	研究很少	False	False	False	False	OK	missing	0	0	True	
MYCN	研究很少	False	False	False	False	OK	missing	0	0	True	
MYD88	研究很少	False	False	False	False	OK	missing	0	0	True	
MYF5	研究很少	False	False	False	False	OK	missing	0	0	True	
MYF6	研究很少	False	False	False	False	OK	missing	0	0	True	
MYOD1	研究很少	False	False	False	False	OK	missing	0	0	True	
MZT2B	研究很多	False	False	False	False	OK	missing	0	0	True	
Mef2b	研究很少	False	False	False	False	OK	missing	0	0	True	
Meis3	Sheet1	False	False	False	False	OK	missing	0	0	True	
Mrfap1	重新pa一下	False	False	False	False	OK	missing	0	0	True	
Msl3	研究很少	False	False	False	False	OK	missing	0	0	True	
Mycl	Sheet1	False	False	False	False	OK	missing	0	0	True	
Mycn	研究很少	False	False	False	False	OK	missing	0	0	True	
NAA11	重新pa一下	False	False	False	False	OK	missing	0	0	True	
NAALADL2	研究很多	False	False	False	False	OK	missing	0	0	True	
NAMPT	研究很少	False	False	False	False	OK	missing	0	0	True	
NAT10	研究很少	False	False	False	False	OK	missing	0	0	True	
NAT9	研究很多	False	False	False	False	OK	missing	0	0	True	
NBN	研究很少	False	False	False	False	OK	missing	0	0	True	
NBPF4	研究很多	False	False	False	False	OK	missing	0	0	True	
NBPF6	研究很多	False	False	False	False	OK	missing	0	0	True	
NCL	研究很少	False	False	False	False	OK	missing	0	0	True	
NCOA2	研究很少	False	False	False	False	OK	missing	0	0	True	
NCOA6	研究很少	False	False	False	False	OK	missing	0	0	True	
NCOR1	研究很少	False	False	False	False	OK	missing	0	0	True	
NCOR2	研究很少	False	False	False	False	OK	missing	0	0	True	
NDUFA9	研究很多	False	False	False	False	OK	missing	0	0	True	
NECAB1	研究很多	False	False	False	False	OK	missing	0	0	True	
NEK8	研究很多	False	False	False	False	OK	missing	0	0	True	
NELFB	研究很少	False	False	False	False	OK	missing	0	0	True	
NEUROD1	研究很少	False	False	False	False	OK	missing	0	0	True	
NEUROD6	研究很少	False	False	False	False	OK	missing	0	0	True	
NEUROG1	研究很少	False	False	False	False	OK	missing	0	0	True	
NEUROG2	研究很少	False	False	False	False	OK	missing	0	0	True	
NEUROG3	研究很少	False	False	False	False	OK	missing	0	0	True	
NF1	研究很少	False	False	False	False	OK	missing	0	0	True	
NF2	研究很少	False	False	False	False	OK	missing	0	0	True	
NFAT5	研究很少	False	False	False	False	OK	missing	0	0	True	
NFATC1	研究很少	False	False	False	False	OK	missing	0	0	True	
NFE2L2	研究很少	False	False	False	False	OK	missing	0	0	True	
NFIA	研究很少	False	False	False	False	OK	missing	0	0	True	
NFIB	研究很少	False	False	False	False	OK	missing	0	0	True	
NFKBIZ	研究很少	False	False	False	False	OK	missing	0	0	True	
NGFR	研究很少	False	False	False	False	OK	missing	0	0	True	
NHSL2	研究很多	False	False	False	False	OK	missing	0	0	True	
NIBAN2	研究很多	False	False	False	False	OK	missing	0	0	True	
NIPBL	研究很少	False	False	False	False	OK	missing	0	0	True	
NKPD1	研究很多	False	False	False	False	OK	missing	0	0	True	
NONO	研究很少	False	False	False	False	OK	missing	0	0	True	
NOS1	研究很少	False	False	False	False	OK	missing	0	0	True	
NOTCH1	研究很少	False	False	False	False	OK	missing	0	0	True	
NOTCH3	研究很少	False	False	False	False	OK	missing	0	0	True	
NPHP3	研究很多	False	False	False	False	OK	missing	0	0	True	
NPM1	研究很少	False	False	False	False	OK	missing	0	0	True	
NPR1	研究很少	False	False	False	False	OK	missing	0	0	True	
NRF1	研究很少	False	False	False	False	OK	missing	0	0	True	
NRL	研究很少	False	False	False	False	OK	missing	0	0	True	
NSMAF	研究很多	False	False	False	False	OK	missing	0	0	True	
NTAN1	研究很多	False	False	False	False	OK	missing	0	0	True	
NUTM2E	研究很多	False	False	False	False	OK	missing	0	0	True	
NUTM2G	研究很多	False	False	False	False	OK	missing	0	0	True	
Nme2	Sheet1	False	False	False	False	OK	missing	0	0	True	
Nsmce3	重新pa一下	False	False	False	False	OK	missing	0	0	True	
OAF	研究很多	False	False	False	False	OK	missing	0	0	True	
OBI1	研究很多	False	False	False	False	OK	missing	0	0	True	
OGT	研究很少	False	False	False	False	OK	missing	0	0	True	
OLIG2	研究很少	False	False	False	False	OK	missing	0	0	True	
OSGIN2	研究很多	False	False	False	False	OK	missing	0	0	True	
OTX2	研究很少	False	False	False	False	OK	missing	0	0	True	
PABPN1	研究很少	False	False	False	False	OK	missing	0	0	True	
PACRGL	研究很多	False	False	False	False	OK	missing	0	0	True	
PAF1	研究很少	False	False	False	False	OK	missing	0	0	True	
PAX2	研究很少	False	False	False	False	OK	missing	0	0	True	
PAX3	研究很少	False	False	False	False	OK	missing	0	0	True	
PAX5	研究很少	False	False	False	False	OK	missing	0	0	True	
PAX6	研究很少	False	False	False	False	OK	missing	0	0	True	
PAX7	研究很少	False	False	False	False	OK	missing	0	0	True	
PAX8	研究很少	False	False	False	False	OK	missing	0	0	True	
PBDC1	研究很多	False	False	False	False	OK	missing	0	0	True	
PBRM1	研究很少	False	False	False	False	OK	missing	0	0	True	
PBX1	研究很少	False	False	False	False	OK	missing	0	0	True	
PCED1A	研究很多	False	False	False	False	OK	missing	0	0	True	
PCGF1	研究很少	False	False	False	False	OK	missing	0	0	True	
PCGF3	研究很少	False	False	False	False	OK	missing	0	0	True	
PCMTD1	研究很多	False	False	False	False	OK	missing	0	0	True	
PCMTD2	研究很多	False	False	False	False	OK	missing	0	0	True	
PCNA	研究很少	False	False	False	False	OK	missing	0	0	True	
PCNX1	研究很多	False	False	False	False	OK	missing	0	0	True	
PDC	研究很少	False	False	False	False	OK	missing	0	0	True	
PDS5A	研究很少	False	False	False	False	OK	missing	0	0	True	
PDX1	研究很少	False	False	False	False	OK	missing	0	0	True	
PDZD9	研究很多	False	False	False	False	OK	missing	0	0	True	
PDZRN3	研究很多	False	False	False	False	OK	missing	0	0	True	
PELI3	研究很多	False	False	False	False	OK	missing	0	0	True	
PER1	研究很少	False	False	False	False	OK	missing	0	0	True	
PER2	研究很少	False	False	False	False	OK	missing	0	0	True	
PER3	研究很少	False	False	False	False	OK	missing	0	0	True	
PHF6	研究很少	False	False	False	False	OK	missing	0	0	True	
PHF8	研究很少	False	False	False	False	OK	missing	0	0	True	
PHIP	研究很少	False	False	False	False	OK	missing	0	0	True	
PHLDB1	研究很多	False	False	False	False	OK	missing	0	0	True	
PHLDB3	研究很多	False	False	False	False	OK	missing	0	0	True	
PHOX2B	研究很少	False	False	False	False	OK	missing	0	0	True	
PIH1D2	研究很多	False	False	False	False	OK	missing	0	0	True	
PIR	研究很少	False	False	False	False	OK	missing	0	0	True	
PITX1	研究很少	False	False	False	False	OK	missing	0	0	True	
PITX2	研究很少	False	False	False	False	OK	missing	0	0	True	
PLAC8L1	研究很多	False	False	False	False	OK	missing	0	0	True	
PLEKHG1	研究很多	False	False	False	False	OK	missing	0	0	True	
PLEKHG2	研究很多	False	False	False	False	OK	missing	0	0	True	
PLPPR2	研究很多	False	False	False	False	OK	missing	0	0	True	
PMFBP1	研究很多	False	False	False	False	OK	missing	0	0	True	
PML	研究很少	False	False	False	False	OK	missing	0	0	True	
PNMA8A	研究很多	False	False	False	False	OK	missing	0	0	True	
PNPLA3	研究很少	False	False	False	False	OK	missing	0	0	True	
POC1B	研究很多	False	False	False	False	OK	missing	0	0	True	
POF1B	研究很多	False	False	False	False	OK	missing	0	0	True	
POFUT4	研究很多	False	False	False	False	OK	missing	0	0	True	
POGLUT3	研究很多	False	False	False	False	OK	missing	0	0	True	
POR	研究很少	False	False	False	False	OK	missing	0	0	True	
POU4F3	研究很少	False	False	False	False	OK	missing	0	0	True	
POU5F1	研究很少	False	False	False	False	OK	missing	0	0	True	
PP2D1	研究很多	False	False	False	False	OK	missing	0	0	True	
PPARA	研究很少	False	False	False	False	OK	missing	0	0	True	
PPARD	研究很少	False	False	False	False	OK	missing	0	0	True	
PPARG	研究很少	False	False	False	False	OK	missing	0	0	True	
PPIL6	研究很多	False	False	False	False	OK	missing	0	0	True	
PRC1	研究很少	False	False	False	False	OK	missing	0	0	True	
PRCC	研究很少	False	False	False	False	OK	missing	0	0	True	
PREB	研究很少	False	False	False	False	OK	missing	0	0	True	
PRELID2	研究很多	False	False	False	False	OK	missing	0	0	True	
PRELID3B	研究很多	False	False	False	False	OK	missing	0	0	True	
PRKDC	研究很少	False	False	False	False	OK	missing	0	0	True	
PROCA1	研究很多	False	False	False	False	OK	missing	0	0	True	
PRODH2	研究很多	False	False	False	False	OK	missing	0	0	True	
PROX1	研究很少	False	False	False	False	OK	missing	0	0	True	
PRR22	研究很多	False	False	False	False	OK	missing	0	0	True	
PRR23A	研究很多	False	False	False	False	OK	missing	0	0	True	
PRR23B	研究很多	False	False	False	False	OK	missing	0	0	True	
PRR23C	研究很多	False	False	False	False	OK	missing	0	0	True	
PRR23E	研究很多	False	False	False	False	OK	missing	0	0	True	
PRR29	研究很多	False	False	False	False	OK	missing	0	0	True	
PRR36	研究很多	False	False	False	False	OK	missing	0	0	True	
PRRT3	研究很多	False	False	False	False	OK	missing	0	0	True	
PRRT4	研究很多	False	False	False	False	OK	missing	0	0	True	
PRRX1	研究很少	False	False	False	False	OK	missing	0	0	True	
PRTFDC1	研究很多	False	False	False	False	OK	missing	0	0	True	
PSKH2	研究很多	False	False	False	False	OK	missing	0	0	True	
PTEN	研究很少	False	False	False	False	OK	missing	0	0	True	
PTF1A	研究很少	False	False	False	False	OK	missing	0	0	True	
PTHLH	研究很少	False	False	False	False	OK	missing	0	0	True	
PTRHD1	研究很多	False	False	False	False	OK	missing	0	0	True	
PVALB	研究很少	False	False	False	False	OK	missing	0	0	True	
Pin1	Sheet1	False	False	False	False	OK	missing	0	0	True	
Pou5f1	研究很少	False	False	False	False	OK	missing	0	0	True	
Ppan	Sheet1	False	False	False	False	OK	missing	0	0	True	
Prkx	重新pa一下	False	False	False	False	OK	missing	0	0	True	
Pttg1	Sheet1	False	False	False	False	OK	missing	0	0	True	
R3HCC1	研究很多	False	False	False	False	OK	missing	0	0	True	
R3HCC1L	研究很多	False	False	False	False	OK	missing	0	0	True	
RAB3GAP1	研究很多	False	False	False	False	OK	missing	0	0	True	
RAC1	研究很少	False	False	False	False	OK	missing	0	0	True	
RAN	研究很少	False	False	False	False	OK	missing	0	0	True	
RARA	研究很少	False	False	False	False	OK	missing	0	0	True	
RARG	研究很少	False	False	False	False	OK	missing	0	0	True	
RB1	研究很少	False	False	False	False	OK	missing	0	0	True	
RBP1	研究很少	False	False	False	False	OK	missing	0	0	True	
RBPJ	研究很少	False	False	False	False	OK	missing	0	0	True	
REC8	研究很少	False	False	False	False	OK	missing	0	0	True	
REDIC1	研究很多	False	False	False	False	OK	missing	0	0	True	
REL	研究很少	False	False	False	False	OK	missing	0	0	True	
RELA	研究很少	False	False	False	False	OK	missing	0	0	True	
RELB	研究很少	False	False	False	False	OK	missing	0	0	True	
RERGL	研究很多	False	False	False	False	OK	missing	0	0	True	
REST	研究很少	False	False	False	False	OK	missing	0	0	True	
RETREG3	研究很多	False	False	False	False	OK	missing	0	0	True	
RFPL2	研究很多	False	False	False	False	OK	missing	0	0	True	
RHCE	研究很多	False	False	False	False	OK	missing	0	0	True	
RIF1	研究很少	False	False	False	False	OK	missing	0	0	True	
RIIAD1	研究很多	False	False	False	False	OK	missing	0	0	True	
RIMOC1	研究很多	False	False	False	False	OK	missing	0	0	True	
RIMS4	研究很多	False	False	False	False	OK	missing	0	0	True	
RING1	研究很少	False	False	False	False	OK	missing	0	0	True	
RIPK3	研究很少	False	False	False	False	OK	missing	0	0	True	
RNASEH1	研究很少	False	False	False	False	OK	missing	0	0	True	
RORA	研究很少	False	False	False	False	OK	missing	0	0	True	
RORC	研究很少	False	False	False	False	OK	missing	0	0	True	
RP2	研究很少	False	False	False	False	OK	missing	0	0	True	
RSPH14	研究很多	False	False	False	False	OK	missing	0	0	True	
RTF1	研究很少	False	False	False	False	OK	missing	0	0	True	
RUNDC1	研究很多	False	False	False	False	OK	missing	0	0	True	
RUNX1	研究很少	False	False	False	False	OK	missing	0	0	True	
RUNX2	研究很少	False	False	False	False	OK	missing	0	0	True	
RUNX3	研究很少	False	False	False	False	OK	missing	0	0	True	
RXRA	研究很少	False	False	False	False	OK	missing	0	0	True	
RXYLT1	研究很多	False	False	False	False	OK	missing	0	0	True	
RYBP	研究很少	False	False	False	False	OK	missing	0	0	True	
Ran	研究很少	False	False	False	False	OK	missing	0	0	True	
S100Z	研究很多	False	False	False	False	OK	missing	0	0	True	
SACK1G	研究很多	False	False	False	False	OK	missing	0	0	True	
SAMD15	研究很多	False	False	False	False	OK	missing	0	0	True	
SAMHD1	研究很少	False	False	False	False	OK	missing	0	0	True	
SANBR	研究很多	False	False	False	False	OK	missing	0	0	True	
SATB1	研究很少	False	False	False	False	OK	missing	0	0	True	
SATB2	研究很少	False	False	False	False	OK	missing	0	0	True	
SATL1	研究很多	False	False	False	False	OK	missing	0	0	True	
SCARF2	研究很多	False	False	False	False	OK	missing	0	0	True	
SCX	研究很少	False	False	False	False	OK	missing	0	0	True	
SDR39U1	研究很多	False	False	False	False	OK	missing	0	0	True	
SEPTIN5	研究很多	False	False	False	False	OK	missing	0	0	True	
SERTAD1	研究很多	False	False	False	False	OK	missing	0	0	True	
SET	研究很少	False	False	False	False	OK	missing	0	0	True	
SETX	研究很少	False	False	False	False	OK	missing	0	0	True	
SHE	研究很少	False	False	False	False	OK	missing	0	0	True	
SIMC1	研究很多	False	False	False	False	OK	missing	0	0	True	
SIRPB2	研究很多	False	False	False	False	OK	missing	0	0	True	
SIX1	研究很少	False	False	False	False	OK	missing	0	0	True	
SIX2	研究很少	False	False	False	False	OK	missing	0	0	True	
SKI	研究很少	False	False	False	False	OK	missing	0	0	True	
SMAD1	研究很少	False	False	False	False	OK	missing	0	0	True	
SMAD2	研究很少	False	False	False	False	OK	missing	0	0	True	
SMAD3	研究很少	False	False	False	False	OK	missing	0	0	True	
SMAD4	研究很少	False	False	False	False	OK	missing	0	0	True	
SMCHD1	研究很少	False	False	False	False	OK	missing	0	0	True	
SMKR1	研究很多	False	False	False	False	OK	missing	0	0	True	
SMS	研究很少	False	False	False	False	OK	missing	0	0	True	
SMTNL2	研究很多	False	False	False	False	OK	missing	0	0	True	
SOD1	研究很少	False	False	False	False	OK	missing	0	0	True	
SOWAHB	研究很多	False	False	False	False	OK	missing	0	0	True	
SOX1	研究很少	False	False	False	False	OK	missing	0	0	True	
SOX10	研究很少	False	False	False	False	OK	missing	0	0	True	
SOX11	研究很少	False	False	False	False	OK	missing	0	0	True	
SOX13	研究很少	False	False	False	False	OK	missing	0	0	True	
SOX17	研究很少	False	False	False	False	OK	missing	0	0	True	
SOX2	研究很少	False	False	False	False	OK	missing	0	0	True	
SOX3	研究很少	False	False	False	False	OK	missing	0	0	True	
SOX4	研究很少	False	False	False	False	OK	missing	0	0	True	
SOX6	研究很少	False	False	False	False	OK	missing	0	0	True	
SOX9	研究很少	False	False	False	False	OK	missing	0	0	True	
SP1	研究很少	False	False	False	False	OK	missing	0	0	True	
SP2	研究很少	False	False	False	False	OK	missing	0	0	True	
SP3	研究很少	False	False	False	False	OK	missing	0	0	True	
SP4	研究很少	False	False	False	False	OK	missing	0	0	True	
SP8	研究很少	False	False	False	False	OK	missing	0	0	True	
SPANXN2	研究很多	False	False	False	False	OK	missing	0	0	True	
SPANXN3	研究很多	False	False	False	False	OK	missing	0	0	True	
SPANXN4	研究很多	False	False	False	False	OK	missing	0	0	True	
SPATA12	研究很多	False	False	False	False	OK	missing	0	0	True	
