gene	excel_sheets	has_any_report	has_scored_report	has_rejected_report	has_duplicate	duplicate_status	current_status	current_lines	current_chars	needs_new_evaluation	skip_reason
SPATA17	研究很多	False	False	False	False	OK	missing	0	0	True	
SPATA2L	研究很多	False	False	False	False	OK	missing	0	0	True	
SPATA31F1	研究很多	False	False	False	False	OK	missing	0	0	True	
SPATA45	研究很多	False	False	False	False	OK	missing	0	0	True	
SPATS1	研究很多	False	False	False	False	OK	missing	0	0	True	
SPEN	研究很少	False	False	False	False	OK	missing	0	0	True	
SPI1	研究很少	False	False	False	False	OK	missing	0	0	True	
SPIB	研究很少	False	False	False	False	OK	missing	0	0	True	
SPN	研究很少	False	False	False	False	OK	missing	0	0	True	
SPO11	研究很少	False	False	False	False	OK	missing	0	0	True	
SPR	研究很少	False	False	False	False	OK	missing	0	0	True	
SPRYD3	研究很多	False	False	False	False	OK	missing	0	0	True	
SPRYD4	研究很多	False	False	False	False	OK	missing	0	0	True	
SRARP	研究很多	False	False	False	False	OK	missing	0	0	True	
SRCAP	研究很少	False	False	False	False	OK	missing	0	0	True	
SRF	研究很少	False	False	False	False	OK	missing	0	0	True	
SRI	研究很少	False	False	False	False	OK	missing	0	0	True	
SRY	研究很少	False	False	False	False	OK	missing	0	0	True	
SS18	研究很少	False	False	False	False	OK	missing	0	0	True	
SSRP1	研究很少	False	False	False	False	OK	missing	0	0	True	
SSX1	研究很少	False	False	False	False	OK	missing	0	0	True	
SSX2	研究很少	False	False	False	False	OK	missing	0	0	True	
SSX3	研究很多	False	False	False	False	OK	missing	0	0	True	
SSX4B	研究很多	False	False	False	False	OK	missing	0	0	True	
SSX5	研究很多	False	False	False	False	OK	missing	0	0	True	
SSX7	研究很多	False	False	False	False	OK	missing	0	0	True	
ST6GALNAC4	研究很多	False	False	False	False	OK	missing	0	0	True	
STAG1	研究很少	False	False	False	False	OK	missing	0	0	True	
STAG2	研究很少	False	False	False	False	OK	missing	0	0	True	
STAT1	研究很少	False	False	False	False	OK	missing	0	0	True	
STAT2	研究很少	False	False	False	False	OK	missing	0	0	True	
STAT3	研究很少	False	False	False	False	OK	missing	0	0	True	
STAT4	研究很少	False	False	False	False	OK	missing	0	0	True	
STAT5A	研究很少	False	False	False	False	OK	missing	0	0	True	
STAT5B	研究很少	False	False	False	False	OK	missing	0	0	True	
STAT6	研究很少	False	False	False	False	OK	missing	0	0	True	
STH	研究很少	False	False	False	False	OK	missing	0	0	True	
STRA8	研究很少	False	False	False	False	OK	missing	0	0	True	
STRAP	研究很少	False	False	False	False	OK	missing	0	0	True	
SUB1	研究很少	False	False	False	False	OK	missing	0	0	True	
SULT1B1	研究很多	False	False	False	False	OK	missing	0	0	True	
SULT2B1	研究很少	False	False	False	False	OK	missing	0	0	True	
SUN1	研究很少	False	False	False	False	OK	missing	0	0	True	
SUSD1	研究很多	False	False	False	False	OK	missing	0	0	True	
SUV39H1	研究很少	False	False	False	False	OK	missing	0	0	True	
SUV39H2	研究很少	False	False	False	False	OK	missing	0	0	True	
SUZ12	研究很少	False	False	False	False	OK	missing	0	0	True	
SYT10	研究很少	False	False	False	False	OK	missing	0	0	True	
Selenbp1	Sheet1	False	False	False	False	OK	missing	0	0	True	
Set	研究很少	False	False	False	False	OK	missing	0	0	True	
Slx1b	重新pa一下	False	False	False	False	OK	missing	0	0	True	
Smn1	Sheet1	False	False	False	False	OK	missing	0	0	True	
Snurf	Sheet1	False	False	False	False	OK	missing	0	0	True	
Sohlh2	Sheet1	False	False	False	False	OK	missing	0	0	True	
Sp100	Sheet1	False	False	False	False	OK	missing	0	0	True	
Spop	Sheet1	False	False	False	False	OK	missing	0	0	True	
Sycp3	Sheet1	False	False	False	False	OK	missing	0	0	True	
TACSTD2	研究很少	False	False	False	False	OK	missing	0	0	True	
TAL1	研究很少	False	False	False	False	OK	missing	0	0	True	
TANK	研究很少	False	False	False	False	OK	missing	0	0	True	
TARDBP	研究很少	False	False	False	False	OK	missing	0	0	True	
TAS2R5	研究很多	False	False	False	False	OK	missing	0	0	True	
TASOR	研究很少	False	False	False	False	OK	missing	0	0	True	
TBC1D10C	研究很多	False	False	False	False	OK	missing	0	0	True	
TBC1D12	研究很多	False	False	False	False	OK	missing	0	0	True	
TBC1D19	研究很多	False	False	False	False	OK	missing	0	0	True	
TBC1D28	研究很多	False	False	False	False	OK	missing	0	0	True	
TBC1D9B	研究很多	False	False	False	False	OK	missing	0	0	True	
TBK1	研究很少	False	False	False	False	OK	missing	0	0	True	
TBP	研究很少	False	False	False	False	OK	missing	0	0	True	
TBX1	研究很少	False	False	False	False	OK	missing	0	0	True	
TBX18	研究很少	False	False	False	False	OK	missing	0	0	True	
TBX2	研究很少	False	False	False	False	OK	missing	0	0	True	
TBX21	研究很少	False	False	False	False	OK	missing	0	0	True	
TBX3	研究很少	False	False	False	False	OK	missing	0	0	True	
TBX5	研究很少	False	False	False	False	OK	missing	0	0	True	
TCEANC	研究很多	False	False	False	False	OK	missing	0	0	True	
TCF21	研究很少	False	False	False	False	OK	missing	0	0	True	
TCF3	研究很少	False	False	False	False	OK	missing	0	0	True	
TCF4	研究很少	False	False	False	False	OK	missing	0	0	True	
TCF7	研究很少	False	False	False	False	OK	missing	0	0	True	
TCF7L2	研究很少	False	False	False	False	OK	missing	0	0	True	
TCL1A	研究很少	False	False	False	False	OK	missing	0	0	True	
TCP11L2	研究很多	False	False	False	False	OK	missing	0	0	True	
TDG	研究很少	False	False	False	False	OK	missing	0	0	True	
TEAD1	研究很少	False	False	False	False	OK	missing	0	0	True	
TEAD4	研究很少	False	False	False	False	OK	missing	0	0	True	
TEDC1	研究很多	False	False	False	False	OK	missing	0	0	True	
TEDC2	研究很多	False	False	False	False	OK	missing	0	0	True	
TEF	研究很少	False	False	False	False	OK	missing	0	0	True	
TERT	研究很少	False	False	False	False	OK	missing	0	0	True	
TET2	研究很少	False	False	False	False	OK	missing	0	0	True	
TET3	研究很少	False	False	False	False	OK	missing	0	0	True	
TEX13C	研究很多	False	False	False	False	OK	missing	0	0	True	
TEX261	研究很多	False	False	False	False	OK	missing	0	0	True	
TEX35	研究很多	False	False	False	False	OK	missing	0	0	True	
TEX52	研究很多	False	False	False	False	OK	missing	0	0	True	
TEX9	研究很多	False	False	False	False	OK	missing	0	0	True	
TFAP2A	研究很少	False	False	False	False	OK	missing	0	0	True	
TFAP2C	研究很少	False	False	False	False	OK	missing	0	0	True	
TFE3	研究很少	False	False	False	False	OK	missing	0	0	True	
TFEB	研究很少	False	False	False	False	OK	missing	0	0	True	
TGDS	研究很多	False	False	False	False	OK	missing	0	0	True	
TH	研究很少	False	False	False	False	OK	missing	0	0	True	
THAP1	研究很少	False	False	False	False	OK	missing	0	0	True	
THSD7B	研究很多	False	False	False	False	OK	missing	0	0	True	
TKFC	研究很多	False	False	False	False	OK	missing	0	0	True	
TLCD4	研究很多	False	False	False	False	OK	missing	0	0	True	
TLR2	研究很少	False	False	False	False	OK	missing	0	0	True	
TM2D1	研究很多	False	False	False	False	OK	missing	0	0	True	
TMA7B	研究很多	False	False	False	False	OK	missing	0	0	True	
TMCO6	研究很多	False	False	False	False	OK	missing	0	0	True	
TMOD2	研究很多	False	False	False	False	OK	missing	0	0	True	
TMPPE	研究很多	False	False	False	False	OK	missing	0	0	True	
TMTC1	研究很多	False	False	False	False	OK	missing	0	0	True	
TOR4A	研究很多	False	False	False	False	OK	missing	0	0	True	
TOX	研究很少	False	False	False	False	OK	missing	0	0	True	
TP53	研究很少	False	False	False	False	OK	missing	0	0	True	
TP63	研究很少	False	False	False	False	OK	missing	0	0	True	
TPR	研究很少	False	False	False	False	OK	missing	0	0	True	
TRAF6	研究很少	False	False	False	False	OK	missing	0	0	True	
TRIM24	研究很少	False	False	False	False	OK	missing	0	0	True	
TRIM49D1	研究很多	False	False	False	False	OK	missing	0	0	True	
TRIM49D2	研究很多	False	False	False	False	OK	missing	0	0	True	
TRIM51	研究很多	False	False	False	False	OK	missing	0	0	True	
TRIM51G	研究很多	False	False	False	False	OK	missing	0	0	True	
TRIM60	研究很多	False	False	False	False	OK	missing	0	0	True	
TRIM61	研究很多	False	False	False	False	OK	missing	0	0	True	
TRIM65	研究很多	False	False	False	False	OK	missing	0	0	True	
TRMO	研究很多	False	False	False	False	OK	missing	0	0	True	
TRMT10B	研究很多	False	False	False	False	OK	missing	0	0	True	
TRMT9B	研究很多	False	False	False	False	OK	missing	0	0	True	
TSACC	研究很多	False	False	False	False	OK	missing	0	0	True	
TSPAN31	研究很多	False	False	False	False	OK	missing	0	0	True	
TSPAN32	研究很多	False	False	False	False	OK	missing	0	0	True	
TSPYL6	研究很多	False	False	False	False	OK	missing	0	0	True	
TSTD2	研究很多	False	False	False	False	OK	missing	0	0	True	
TTBK1	研究很多	False	False	False	False	OK	missing	0	0	True	
TTC12	研究很多	False	False	False	False	OK	missing	0	0	True	
TTC13	研究很多	False	False	False	False	OK	missing	0	0	True	
TTC24	研究很多	False	False	False	False	OK	missing	0	0	True	
TTC31	研究很多	False	False	False	False	OK	missing	0	0	True	
TTC32	研究很多	False	False	False	False	OK	missing	0	0	True	
TTC39C	研究很多	False	False	False	False	OK	missing	0	0	True	
TTC9	研究很多	False	False	False	False	OK	missing	0	0	True	
TTC9B	研究很多	False	False	False	False	OK	missing	0	0	True	
TTC9C	研究很多	False	False	False	False	OK	missing	0	0	True	
TTF1	研究很少	False	False	False	False	OK	missing	0	0	True	
TTLL2	研究很多	False	False	False	False	OK	missing	0	0	True	
TTLL9	研究很多	False	False	False	False	OK	missing	0	0	True	
TWIST1	研究很少	False	False	False	False	OK	missing	0	0	True	
TXNIP	研究很少	False	False	False	False	OK	missing	0	0	True	
TYSND1	研究很多	False	False	False	False	OK	missing	0	0	True	
TYW1B	研究很多	False	False	False	False	OK	missing	0	0	True	
Tex19.2	研究很多	False	False	False	False	OK	missing	0	0	True	
Tfdp1	Sheet1	False	False	False	False	OK	missing	0	0	True	
Tincr	Sheet1	False	False	False	False	OK	missing	0	0	True	
Tspyl1	重新pa一下	False	False	False	False	OK	missing	0	0	True	
UCK1	研究很多	False	False	False	False	OK	missing	0	0	True	
UFC1	研究很多	False	False	False	False	OK	missing	0	0	True	
UMAD1	研究很多	False	False	False	False	OK	missing	0	0	True	
USF1	研究很少	False	False	False	False	OK	missing	0	0	True	
Ubtfl1	研究很多	False	False	False	False	OK	missing	0	0	True	
VCP	研究很少	False	False	False	False	OK	missing	0	0	True	
VDR	研究很少	False	False	False	False	OK	missing	0	0	True	
VHL	研究很少	False	False	False	False	OK	missing	0	0	True	
VOPP1	研究很多	False	False	False	False	OK	missing	0	0	True	
VPS33A	研究很多	False	False	False	False	OK	missing	0	0	True	
VSIG2	研究很多	False	False	False	False	OK	missing	0	0	True	
VSX2	研究很少	False	False	False	False	OK	missing	0	0	True	
VWA3B	研究很多	False	False	False	False	OK	missing	0	0	True	
VWA5B2	研究很多	False	False	False	False	OK	missing	0	0	True	
WAPL	研究很少	False	False	False	False	OK	missing	0	0	True	
WDCP	研究很多	False	False	False	False	OK	missing	0	0	True	
WDR25	研究很多	False	False	False	False	OK	missing	0	0	True	
WDR27	研究很多	False	False	False	False	OK	missing	0	0	True	
WDR31	研究很多	False	False	False	False	OK	missing	0	0	True	
WDR41	研究很多	False	False	False	False	OK	missing	0	0	True	
WDR5	研究很少	False	False	False	False	OK	missing	0	0	True	
WDR86	研究很多	False	False	False	False	OK	missing	0	0	True	
WDR88	研究很多	False	False	False	False	OK	missing	0	0	True	
WRN	研究很少	False	False	False	False	OK	missing	0	0	True	
WSCD1	研究很多	False	False	False	False	OK	missing	0	0	True	
WT1	研究很少	False	False	False	False	OK	missing	0	0	True	
Wdr20	重新pa一下	False	False	False	False	OK	missing	0	0	True	
XAGE1B	研究很多	False	False	False	False	OK	missing	0	0	True	
XAGE5	研究很多	False	False	False	False	OK	missing	0	0	True	
XBP1	研究很少	False	False	False	False	OK	missing	0	0	True	
XNDC1N	研究很多	False	False	False	False	OK	missing	0	0	True	
XPC	研究很少	False	False	False	False	OK	missing	0	0	True	
XRCC4	研究很少	False	False	False	False	OK	missing	0	0	True	
YAP1	研究很少	False	False	False	False	OK	missing	0	0	True	
YY1	研究很少	False	False	False	False	OK	missing	0	0	True	
ZAR1L	研究很多	False	False	False	False	OK	missing	0	0	True	
ZBP1	研究很少	False	False	False	False	OK	missing	0	0	True	
ZNRF2	研究很多	False	False	False	False	OK	missing	0	0	True	
ZYG11A	研究很多	False	False	False	False	OK	missing	0	0	True	
merged_symbol	Sheet1|重新pa一下	False	False	False	False	OK	missing	0	0	True	
