gene	is_new
ELP3	false
ELP4	false
ELP5	false
ELP6	false
EMC4	false
EMC6	false
EMC7	false
EMC9	false
EMD	false
EME1	false
EME2	false
EMG1	false
EML3	false
EML5	false
EMP2	false
EMSY	false
EMX1	false
EMX2	false
EN1	false
EN2	false
ENC1	false
ENDOV	false
ENKD1	false
ENOPH1	false
ENSA	false
ENTPD7	false
ENTREP2	false
ENTREP3	false
ENY2	false
EOGT	false
EOMES	false
EP300	false
EP400	false
EPAS1	false
EPB41	false
EPB41L4A	false
EPC1	false
EPC2	false
EPG5	false
EPHA10	false
EPHX2	false
EPHX3	false
EPM2A	false
EPM2AIP1	false
EPN1	false
EPN3	false
EPOP	false
EPS15L1	false
EQTN	false
ERAL1	false
ERAP1	false
ERBB2	false
ERBIN	false
ERCC6L	false
ERCC6L2	false
ERCC8	false
ERF	false
ERFL	false
ERG	false
ERG28	false
ERGIC1	false
ERGIC2	false
ERH	false
ERI1	false
ERI2	false
ERI3	false
ERICH1	false
ERICH2	false
ERICH3	false
ERICH4	false
ERICH5	false
ERICH6	false
ERLEC1	false
ERLN	false
ERO1A	false
ERP27	false
ERP29	false
ERP44	false
ESCO1	false
ESCO2	false
ESD	false
ESF1	false
ESM1	false
ESPL1	false
ESPN	false
ESPNL	false
ESR2	false
ESRP2	false
ESRRA	false
ESRRB	false
ESRRG	false
ESX1	false
ETAA1	false
ETFDH	false
ETFRF1	false
ETNK1	false
ETNK2	false
ETS1	false
ETS2	false
ETV1	false
ETV2	false
ETV3	false
ETV3L	false
ETV4	false
ETV5	false
ETV6	false
ETV7	false
EVA1A	false
EVA1B	false
EVA1C	false
EVC2	false
EVI5	false
EVI5L	false
EVPLL	false
EVX1	false
EVX2	false
EXD2	false
EXD3	false
EXO1	false
EXO5	false
EXOC1	false
EXOC2	false
EXOC3	false
EXOC3L	false
EXOC3L2	false
EXOC4	false
EXOC5	false
EXOC6	false
EXOC6B	false
EXOC7	false
EXOC8	false
EXOSC1	false
EXOSC2	false
EXOSC3	false
EXOSC4	false
EXOSC5	false
EXOSC7	false
EXOSC8	false
EXOSC9	false
EXT2	false
EYA1	false
EYA2	false
EYA3	false
EYA4	false
EZH1	false
EZH2	false
EZHIP	false
Elob	false
F8A2	false
FA2H	false
FABP1	false
FABP4	false
FABP6	false
FABP7	false
FADD	false
FADS2	false
FADS3	false
FAF1	false
FAH	false
FAM102A	false
FAM102B	false
FAM104A	false
FAM104B	false
FAM107A	false
FAM107B	false
FAM110A	false
FAM110C	false
FAM111A	false
FAM111B	false
FAM114A1	false
FAM117A	false
FAM117B	false
FAM118A	false
FAM120A	false
FAM120AOS	false
FAM120B	false
FAM120C	false
FAM122A	false
FAM124A	false
FAM124B	false
FAM131A	false
FAM131B	false
FAM131C	false
FAM133A	false
FAM133B	false
FAM135A	false
FAM135B	false
FAM136A	false
FAM13A	false
FAM13B	false
FAM13C	false
FAM149A	false
FAM149B1	false
FAM151A	false
FAM151B	false
FAM153A	false
FAM153B	false
FAM153C	false
FAM155A	false
FAM156A	false
FAM156B	false
FAM157A	false
FAM157B	false
FAM157C	false
FAM160A1	false
FAM160A2	false
FAM161A	false
FAM161B	false
FAM162A	false
FAM163B	false
FAM167A	false
FAM168A	false
FAM168B	false
FAM169A	false
FAM169B	false
FAM170A	false
FAM171A1	false
FAM171A2	false
FAM171B	false
FAM172A	false
FAM173A	false
FAM173B	false
FAM174A	false
FAM174B	false
FAM174C	false
FAM175A	false
FAM175B	false
FAM177A1	false
FAM178A	false
FAM178B	false
FAM180A	false
FAM181A	false
FAM181B	false
FAM184A	false
FAM184B	false
FAM185A	false
FAM186A	false
FAM186B	false
FAM187A	false
FAM187B	false
FAM188A	false
FAM189A1	false
FAM189A2	false
FAM192A	false
FAM193A	false
FAM193B	false
FAM196A	false
FAM196B	false
FAM198A	false
FAM199X	false
FAM200A	false
FAM204A	false
FAM206A	false
FAM207A	false
FAM208A	false
FAM208B	false
FAM209A	false
FAM209B	false
FAM20B	false
FAM210A	false
FAM214A	false
FAM216A	false
FAM217B	false
FAM219A	false
FAM219B	false
FAM220A	false
FAM221A	false
FAM222A	false
FAM222B	false
FAM225A	false
FAM226B	false
FAM227A	false
FAM227B	false
FAM228A	false
FAM229B	false
FAM234A	false
FAM240C	false
FAM241B	false
FAM32A	false
FAM47E	false
FAM50A	false
FAM50B	false
FAM53A	false
FAM53B	false
FAM76A	false
FAM76B	false
FAM78A	false
FAM81A	false
FAM89A	false
FAM90A1	false
FAM90A10	false
FAM90A11	false
FAM90A12	false
FAM90A13	false
FAM90A14	false
FAM90A15	false
FAM90A16	false
FAM90A17	false
FAM90A18	false
FAM90A19	false
FAM90A20	false
FAM90A22	false
FAM90A23	false
FAM90A24	false
FAM90A26	false
FAM90A3	false
FAM90A5	false
FAM90A7	false
FAM90A8	false
FAM90A9	false
FAM91A1	false
FAM98B	false
FAM98C	false
FAM9A	false
FAM9B	false
FAM9C	false
FAN1	false
FANCA	false
FANCB	false
FANCC	false
FANCD2	false
FANCD2OS	false
FANCE	false
FANCF	false
FANCG	false
FANCI	false
FANCL	false
FANCM	false
FANK1	false
FAR2	false
FARP1	false
FARP2	false
FARSB	false
FASTK	false
FASTKD1	false
FASTKD2	false
FASTKD3	false
FASTKD5	false
FAU	false
FAXC	false
FBF1	false
FBH1	false
FBL	false
FBLIM1	false
FBLL1	false
FBP2	false
FBRS	false
FBRSL1	false
FBXL17	false
FBXL18	false
FBXL19	false
FBXL2	false
FBXL20	false
FBXL21P	false
FBXL3	false
FBXL4	false
FBXL5	false
FBXL6	false
FBXL8	false
FBXO10	false
FBXO11	false
FBXO15	false
FBXO16	false
FBXO17	false
FBXO18	false
FBXO2	false
FBXO21	false
FBXO22	false
FBXO24	false
FBXO25	false
FBXO27	false
FBXO28	false
FBXO3	false
FBXO30	false
FBXO31	false
FBXO32	false
FBXO33	false
FBXO34	false
FBXO36	false
FBXO38	false
FBXO39	false
FBXO4	false
FBXO40	false
FBXO41	false
FBXO42	false
FBXO43	false
FBXO44	false
FBXO45	false
FBXO46	false
FBXO48	false
FBXO5	false
FBXO6	false
FBXO7	false
FBXO8	false
FBXO9	false
FBXW10	false
FBXW10B	false
FBXW11	false
FBXW12	false
FBXW2	false
FBXW4	false
FBXW5	false
FBXW7	false
FBXW8	false
FBXW9	false
FCF1	false
FCGBP	false
FCHO1	false
FCHO2	false
FCHSD1	false
FCMR	false
FCRL3	false
FCRL4	false
FCRL5	false
FCRL6	false
FCRLA	false
FCRLB	false
FDPS	false
FDXACB1	false
FEM1B	false
FEM1C	false
FEN1	false
FERD3L	false
FERMT2	false
FERRY3	false
FEV	false
FEZ2	false
FGF11	false
FGF12	false
FGF14	false
FGF3	false
FGGY	false
FHAD1	false
FHIP2A	false
FHIP2B	false
FHIT	false
FHL1	false
FHL2	false
FHL3	false
FHL5	false
FIBP	false
FICD	false
FIGLA	false
FIGN	false
FIGNL1	false
FILIP1L	false
FIRRM	false
FKBP14	false
FKBP15	false
FKBP3	false
FKBP4	false
FKBP5	false
FKBP6	false
FKBPL	false
FKTN	false
FLCN	false
FLI1	false
FLII	false
FLYWCH2	false
FMN1	false
FN3KRP	false
FNBP4	false
FNDC11	false
FNDC3A	false
FOS	false
FOSB	false
FOSL1	false
FOSL2	false
FOXA1	false
FOXA2	false
FOXA3	false
FOXB1	false
FOXB2	false
FOXC1	false
FOXC2	false
FOXD1	false
FOXD2	false
FOXD3	false
FOXD4	false
FOXD4L1	false
FOXD4L3	false
FOXD4L4	false
FOXD4L5	false
FOXD4L6	false
FOXE1	false
FOXE3	false
FOXF1	false
FOXF2	false
FOXG1	false
FOXH1	false
FOXI1	false
FOXI2	false
FOXI3	false
FOXJ1	false
FOXJ2	false
FOXJ3	false
FOXK1	false
FOXK2	false
FOXL1	false
FOXL2	false
FOXL2NB	false
FOXL3	false
FOXM1	false
FOXN1	false
FOXN2	false
FOXN3	false
FOXN4	false
FOXO1	false
FOXO3	false
FOXO3B	false
FOXO4	false
FOXO6	false
FOXP1	false
FOXP2	false
FOXP3	false
FOXP4	false
FOXQ1	false
FOXR1	false
FOXR2	false
FOXS1	false
FRA10AC1	false
FRAT2	false
FRG1	false
FRG2	false
FRG2B	false
FRG2C	false
FRK	false
FRMD4A	false
FRMD4B	false
FRMD7	false
FSAF1	false
FSBP	false
FSD1	false
FSD2	false
FSIP1	false
FSTL3	false
FTSJ1	false
FTSJ3	false
FUBP1	false
FUBP3	false
FUT8	false
FUT9	false
FYB1	false
FYTTD1	false
FZR1	false
Fam209	false
Fbxw15	false
Fcor	false
G2E3	false
G3BP1	false
GAB1	false
GAB3	false
GABARAPL2	false
GABPA	false
GABPB1	false
GABPB2	false
GADD45A	false
GADD45B	false
GAL3ST1	false
GAL3ST4	false
GALK2	false
GALM	false
GALNT10	false
GALNT12	false
GALNT14	false
GALNT17	false
GALNT5	false
GALNT6	false
GALNT7	false
GAREM1	false
GARIN1A	false
GARIN1B	false
GARIN3	false
GARIN5A	false
GARNL3	false
GARRE1	false
GAS2	false
GASK1B	false
GATA1	false
GATA2	false
GATA3	false
GATA4	false
GATA5	false
GATA6	false
GBP2	false
GBP3	false
GBP4	false
GBX1	false
GBX2	false
GCAT	false
GCC2	false
GCFC2	false
GCH1	false
GCHFR	false
GCKR	false
GCLC	false
GCLM	false
GCM1	false
GCM2	false
GCNA	false
GCNT1	false
GCNT4	false
GCNT7	false
GDA	false
GDPD3	false
GEMIN2	false
GEMIN4	false
GEMIN5	false
GEMIN6	false
GEMIN7	false
GEMIN8	false
GEN1	false
GET3	false
GET4	false
GFPT1	false
GFUS	false
GGA1	false
GGN	false
GGNBP2	false
GGPS1	false
GGT5	false
GGT7	false
GHDC	false
GID4	false
GID8	false
GIMAP2	false
GIMAP4	false
GIMAP5	false
GIMAP6	false
GIMAP7	false
GIMD1	false
GIN1	false
GINM1	false
GINS1	false
GINS2	false
GINS3	false
GINS4	false
GIPC1	false
GIPC2	false
GIPC3	false
GJA1	false
GJA3	false
GJA4	false
GJA5	false
GJA8	false
GJB1	false
GJB2	false
GJB3	false
GJB5	false
GJB6	false
GJB7	false
GJC1	false
GJC2	false
GJC3	false
GJD2	false
GJD3	false
GJD4	false
GJE1	false
GK5	false
GLB1L	false
GLB1L2	false
GLB1L3	false
GLCCI1	false
GLCE	false
GLDN	false
GLE1	false
GLG1	false
GLI1	false
GLI2	false
GLI3	false
GLI4	false
GLIPR1	false
GLIPR2	false
GLIS1	false
GLIS2	false
GLIS3	false
GLMN	false
GLMP	false
GLO1	false
GLOD4	false
GLRB	false
GLRX	false
GLRX2	false
GLRX3	false
GLRX5	false
GLS2	false
GLT1D1	false
GLTPD2	false
GLTSCR1	false
GLTSCR2	false
GLUD1	false
GLUD2	false
GLUL	false
GLYAT	false
GLYATL1	false
GLYATL2	false
GLYATL3	false
GLYCTK	false
GLYR1	false
GM2A	false
GMCL1	false
GMCL2	false
GMDS	false
GMEB1	false
GMEB2	false
GMFB	false
GMFG	false
GMIP	false
GMNC	false
GMNN	false
GMPPA	false
GMPPB	false
GMPR	false
GMPR2	false
GNA11	false
GNA12	false
GNA13	false
GNA14	false
GNA15	false
GNAI1	false
GNAI2	false
GNAI3	false
GNAL	false
GNAO1	false
GNAQ	false
GNAS	false
GNAZ	false
GNB1	false
GNB1L	false
GNB2	false
GNB3	false
GNB4	false
GNB5	false
GNE	false
GNG10	false
GNG11	false
GNG12	false
GNG13	false
GNG2	false
GNG3	false
GNG4	false
GNG5	false
GNG7	false
GNG8	false
GNGT1	false
GNGT2	false
GNL1	false
GNL2	false
GNL3	false
GNL3L	false
GNLY	false
GNMT	false
GNPAT	false
GNPDA1	false
GNPDA2	false
GNPNAT1	false
GNPTAB	false
GNPTG	false
GNRH1	false
GNRHR	false
GNS	false
GOLGA1	false
GOLGA2	false
GOLGA3	false
GOLGA4	false
GOLGA5	false
GOLGA6A	false
GOLGA6B	false
GOLGA6C	false
GOLGA6D	false
GOLGA7	false
GOLGA7B	false
GOLGA8A	false
GOLGA8B	false
GOLGA8F	false
GOLGA8G	false
GOLGA8H	false
GOLGA8J	false
GOLGA8K	false
GOLGA8M	false
GOLGA8N	false
GOLGA8O	false
GOLGA8Q	false
GOLGA8R	false
GOLGA8S	false
GOLIM4	false
GOLM1	false
GOLPH3	false
GOLPH3L	false
GON4L	false
GON7	false
GORAB	false
GORASP1	false
GORASP2	false
GOSR1	false
GOSR2	false
GOT1	false
GOT1L1	false
GOT2	false
GP1BA	false
GP1BB	false
GP2	false
GP5	false
GP6	false
GP9	false
GPA33	false
GPAA1	false
GPALPP1	false
GPAM	false
GPAT2	false
GPAT3	false
GPAT4	false
GPATCH1	false
GPATCH11	false
GPATCH2	false
GPATCH2L	false
GPATCH3	false
GPATCH4	false
GPATCH8	false
GPBAR1	false
GPBP1	false
GPBP1L1	false
GPC1	false
GPC2	false
GPC3	false
GPC4	false
GPC5	false
GPCPD1	false
GPD1	false
GPD1L	false
GPD2	false
GPER1	false
GPI	false
GPKOW	false
GPLD1	false
GPM6A	false
GPM6B	false
GPN1	false
GPN2	false
GPN3	false
GPNMB	false
GPR107	false
GPR108	false
GPR137	false
GPR137B	false
GPR137C	false
GPR146	false
GPR15	false
GPR153	false
GPR155	false
GPR156	false
GPR158	false
GPR160	false
GPR161	false
GPR162	false
GPR171	false
GPR173	false
GPR174	false
GPR176	false
GPR179	false
GPR180	false
GPR182	false
GPR19	false
GPR21	false
GPR22	false
GPR25	false
GPR26	false
GPR27	false
GPR3	false
GPR31	false
GPR32	false
GPR33	false
GPR34	false
GPR35	false
GPR37	false
GPR37L1	false
GPR39	false
GPR4	false
GPR42	false
GPR45	false
GPR50	false
GPR52	false
GPR55	false
GPR6	false
GPR61	false
GPR62	false
GPR63	false
GPR65	false
GPR68	false
GPR75	false
GPR78	false
GPR82	false
GPR83	false
GPR84	false
GPR85	false
GPR87	false
GPR88	false
GPRASP1	false
GPRC5A	false
GPRC5B	false
GPRC5C	false
GPRC5D	false
GPRC6A	false
GPRIN1	false
GPRIN2	false
GPRIN3	false
GPS1	false
GPS2	false
GPX3	false
GPX4	false
GRAMD2B	false
GRAP2	false
GRB2	false
GRHL1	false
GRHL2	false
GRHL3	false
GRHPR	false
GRINA	false
GRK3	false
GRK5	false
GRWD1	false
GSC	false
GSC2	false
GSE1	false
GSK3A	false
GSK3B	false
GSKIP	false
GSS	false
GSX1	false
GSX2	false
GTPBP4	true
GTSE1	false
GTSF1	false
GTSF1L	false
GUCD1	false
GUCY1A1	false
GVQW3	false
Gm52993	false
Gvin1	false
H4C7	false
HABP4	false
HACE1	false
HACL1	false
HAND1	false
HAND2	false
HAP1	false
HAPSTR1	false
HAPSTR2	false
HARBI1	false
HAS1	false
HASPIN	false
HAT1	false
HAUS2	false
HAUS6	false
HAUS7	false
HBP1	false
HBS1L	false
HBZ	false
HCFC1	false
HCFC1R1	false
HCFC2	false
HDC	false
HDDC2	false
HDDC3	false
HDGF	false
HDGFL1	false
HDGFL2	false
HDGFL3	false
HDHD3	false
HDLBP	false
HDX	false
HEATR1	false
HEATR3	false
HEATR5B	false
HEBP1	false
HECTD1	false
HECTD2	false
HECTD4	false
HECW1	false
HELB	false
HELLS	false
HELQ	false
HELT	false
HEMGN	false
HEMK2	false
HEPACAM2	false
HERC2	false
HERC4	false
HERC6	false
HERPUD2	false
HES1	false
HES2	false
HES3	false
HES4	false
HES5	false
HES6	false
HES7	false
HESX1	false
HEXD	false
HEXIM1	false
HEXIM2	false
HEY1	false
HEY2	false
HEYL	false
HGH1	false
HHEX	false
HIF1A	false
HIF1AN	false
HIF3A	false
HIGD1A	false
HIKESHI	false
HINT1	false
HINT3	false
HIP1	false
HIPK1	false
HIPK2	false
HIPK3	false
HIRA	false
HIRIP3	false
HJURP	false
HLF	false
HLTF	false
HLX	false
HMBOX1	false
HMCES	false
HMG20A	false
HMG20B	false
HMGA2	false
HMGB2	false
HMGB3	false
HMGB4	false
HMGCS1	false
HMGN1	false
HMGN2	false
HMGN3	false
HMGN4	false
HMGN5	false
HMGXB3	false
HMGXB4	false
HMX1	false
HMX2	false
HMX3	false
HNF1A	false
HNF1B	false
HNF4A	false
HNF4G	false
HNMT	false
HOMEZ	false
HOPX	false
HORMAD1	false
HORMAD2	false
HP1BP3	false
HPD	false
HPF1	false
HPGD	false
HPGDS	false
HR	false
HRAS	false
HRCT1	false
HROB	false
HS1BP3	false
HS6ST1	false
HS6ST3	false
HSBP1	false
HSBP1L1	false
HSD17B6	false
HSD3B1	false
HSD3B2	false
HSF2BP	false
HSF3	false
HSF4	false
HSF5	false
HTATSF1	false
HTT	false
HUNK	false
HUS1	false
HUS1B	false
HUWE1	false
HYDIN	false
HYKK	false
HYPK	false
Hmga1	false
IAH1	false
IARS1	false
IBTK	false
ICE1	false
ICE2	false
ID1	false
ID2	false
ID3	false
ID4	false
IDH1	false
IER2	false
IER5	false
IER5L	false
IFFO1	false
IFFO2	false
IFI16	false
IFI35	false
IFI44	false
IFI44L	false
IFRD2	false
IFT140	false
IGDCC3	false
IGFN1	false
IGHMBP2	false
IGSF3	false
IHO1	false
IK	false
IKBKB	false
IKBKE	false
IKBKG	false
ILDR2	false
ILF2	false
ILK	false
ILRUN	false
IMPA2	false
IMPACT	false
IMPDH1	false
IMPDH2	false
INAVA	false
INCA1	false
INCENP	false
INF2	false
INIP	false
INKA1	false
INKA2	false
INPP4A	false
INPP5E	false
INPP5J	false
INPP5K	false
INSYN1	false
INVS	false
IPMK	false
IQCB1	false
IQCE	false
IQCF3	false
IQCK	false
IQGAP3	false
IQSEC1	false
IQSEC3	false
IQUB	false
IRAK1	false
IRAK1BP1	false
IRAK3	false
IRAK4	false
IRS1	false
IRX1	false
IRX2	false
IRX3	false
IRX4	false
IRX5	false
IRX6	false
ISG20	false
ISG20L2	false
ISL1	false
ISL2	false
ISOC2	false
IST1	false
ISX	false
ISYNA1	false
ITCH	false
ITGA7	false
ITGA9	false
ITGB1BP1	false
ITGB3	false
ITGB3BP	false
ITPA	false
ITPKB	false
ITPKC	false
ITPR2	false
ITPRID1	false
ITSN1	false
IVL	false
IVNS1ABP	false
IWS1	false
Ifi203	false
Ifi204	false
Ifi211	false
Ifi214	false
Ifi27l2a	false
Iigp1	false
Isoc2a	false
Isoc2b	false
JADE1	false
JADE2	false
JADE3	false
JAK2	false
JARID2	false
JDP2	false
JHY	false
JKAMP	false
JMJD1C	false
JMJD6	false
JMJD7	false
JMY	false
JPT1	false
JPT2	false
JRK	false
JRKL	false
JUN	false
JUNB	false
JUND	false
KALRN	false
KANK1	false
KANSL1	false
KANSL2	false
KANSL3	false
KASH5	false
KATNA1	false
KATNAL2	false
KATNBL1	false
KATNIP	false
KAZN	false
KBTBD2	false
KBTBD4	false
KBTBD6	false
KBTBD7	false
KCTD1	false
KCTD10	false
KCTD11	false
KCTD13	false
KCTD14	false
KCTD15	false
KCTD19	false
KCTD20	false
KCTD5	false
KCTD6	false
KCTD9	false
KEAP1	false
KHNYN	false
KHSRP	false
KIAA0040	false
KIAA0408	false
KIAA0930	false
KIAA1143	false
KIAA1191	false
KIAA1217	false
KIAA1328	false
KIAA1549	false
KIAA1549L	false
KIAA1586	false
KIAA1614	false
KIAA1755	false
KIDINS220	false
KLF1	false
KLF10	false
KLF11	false
KLF12	false
KLF14	false
KLF15	false
KLF2	false
KLF3	false
KLF5	false
KLF6	false
KLF7	false
KLF9	false
KLHDC10	false
KLHDC2	false
KLHDC3	false
KLHDC4	false
KLHDC7A	false
KLHDC8A	false
KLHDC9	false
KLHL11	false
KLHL15	false
KLHL17	false
KLHL18	false
KLHL2	false
KLHL20	false
KLHL22	false
KLHL23	false
KLHL25	false
KLHL32	false
KLHL35	false
KLHL38	false
KLHL41	false
KLHL42	false
KLHL7	false
KLHL8	false
KLLN	false
KLRB1	false
KLRG2	false
KNL1	false
KNOP1	false
KNSTRN	false
KNTC1	false
KPNA1	false
KPNA2	false
KPNA3	false
KPNA4	false
KPNA6	false
KPNA7	false
KPNB1	false
KPTN	false
KRCC1	false
KRI1	false
KRR1	false
KRTCAP3	false
KTI12	false
KXD1	false
KY	false
KYAT3	false
KYNU	false
LACC1	false
LACTBL1	false
LAGE3	false
LAMTOR2	false
LANCL2	false
LARS1	false
LAS1L	false
LATS2	false
LBH	false
LBHD1	false
LBR	false
LBX1	false
LBX2	false
LCA5L	false
LCMT1	false
LCOR	false
LCORL	false
LDB1	false
LDB2	false
LDB3	false
LDLRAD1	false
LDOC1	false
LEF1	false
LEKR1	false
LEMD2	false
LEMD3	false
LENG1	false
LENG8	false
LENG9	false
LEO1	false
LETMD1	false
LEUTX	false
LFNG	false
LGALS12	false
LGALS13	false
LGALS14	false
LGALS2	false
LGALS3	false
LGALSL	false
LGMN	false
LGSN	false
LHFPL2	false
LHFPL6	false
LHPP	false
LHX1	false
LHX2	false
LHX3	false
LHX4	false
LHX5	false
LHX6	false
LHX8	false
LHX9	false
LIAT1	false
LIG1	false
LIG3	false
LIG4	false
LIMD1	false
LIMD2	false
LIMK1	false
LIMK2	false
LINGO2	false
LINS1	false
LIPA	false
LITAF	false
LKAAEAR1	false
LLPH	false
LMCD1	false
LMNA	false
LMNB1	false
LMNB2	false
LMNTD1	false
LMO1	false
LMO2	false
LMO4	false
LMTK2	false
LMTK3	false
LMX1A	false
LMX1B	false
LNP1	false
LNPK	false
LONRF2	false
LONRF3	false
LORICRIN	false
LOXL2	false
LPIN1	false
LPIN2	false
LPIN3	false
LPP	false
LPXN	false
LRATD1	false
LRATD2	false
LRCH1	false
LRIF1	false
LRIT3	false
LRMDA	false
LRP10	false
LRP12	false
LRR1	false
LRRC10	false
LRRC10B	false
LRRC14	false
LRRC14B	false
LRRC2	false
LRRC20	false
LRRC23	false
LRRC27	false
LRRC28	false
LRRC31	false
LRRC34	false
LRRC40	false
LRRC41	false
LRRC42	false
LRRC46	false
LRRC47	false
LRRC58	false
LRRC59	false
LRRC61	false
LRRC7	false
LRRC73	false
LRRC75A	false
LRRC75B	false
LRRC9	false
LRRFIP1	false
LRRIQ3	false
LRRN3	false
LRRN4	false
LRRN4CL	false
LRWD1	false
LSM8	false
LTA4H	false
LTC4S	false
LTO1	false
LTV1	false
LURAP1L	false
LUZP1	false
LUZP4	false
LXN	false
LYAR	false
LYL1	false
LYPLA1	false
LYPLA2	false
LYRM1	false
LYRM4	false
LYSMD1	false
LYSMD2	false
LYST	false
LZIC	false
LZTR1	false
M1AP	false
MAB21L1	false
MAB21L2	false
MAB21L3	false
MAB21L4	false
MACC1	false
MACIR	false
MACO1	false
MACROD1	false
MACROD2	false
MACROH2A1	false
MACROH2A2	false
MAD1L1	false
MAD2L1	false
MAD2L1BP	false
MAD2L2	false
MAEA	false
MAEL	false
MAF	false
MAF1	false
MAFA	false
MAFB	false
MAFF	false
MAFG	false
MAFK	false
MAGEA1	false
MAGEA10	false
MAGEA11	false
MAGEA2B	false
MAGEA4	false
MAGEA9	false
MAGEA9B	false
MAGEB16	false
MAGEB17	false
MAGEC1	false
MAGEC2	false
MAGED2	false
MAGEH1	false
MAGEL2	false
MAGI1	false
MAGIX	false
MAJIN	false
MAK	false
MALT1	false
MAMDC4	false
MAML1	false
MAML2	false
MAML3	false
MAMLD1	false
MAMSTR	false
MAN1C1	false
MANBAL	false
MAP1S	false
MAP7D2	false
MAP7D3	false
MAP9	false
MAPDA	false
MARCKS	false
MARS1	false
MAST3	false
MAST4	false
MASTL	false
MAT1A	false
MAT2A	false
MATCAP1	false
MATCAP2	false
MATR3	false
MAU2	false
MAX	false
MBIP	false
MBLAC1	false
MBP	false
MBTD1	false
MBTPS2	false
MCC	false
MCIDAS	false
MCMBP	false
MCRIP1	false
MCRIP2	false
MCRS1	false
MCTP2	false
MDC1	false
MDFI	false
MDFIC	false
MDM2	false
MDM4	false
MDP1	false
ME1	false
MEA1	false
MEAF6	false
MEAK7	false
MECOM	false
MECP2	false
MEF2A	false
MEF2B	false
MEF2C	false
MEF2D	false
MEFV	false
MEGF9	false
MEI4	false
MEIKIN	false
MEIOB	false
MEIOC	false
MEIOSIN	false
MEIS1	false
MEIS2	false
MEIS3	false
MEN1	false
MEOX1	false
MEOX2	false
MEPCE	false
MESD	false
MESP1	false
MESP2	false
METAP1	false
METTL14	false
METTL16	false
METTL18	false
METTL21A	false
METTL21C	false
METTL22	false
METTL23	false
METTL25B	false
METTL3	false
METTL4	false
METTL5	false
METTL6	false
MFAP1	false
MFAP3L	false
MFHAS1	false
MFSD8	false
MGA	false
MGAT4B	false
MGAT5B	false
MGMT	false
MID1IP1	false
MIDEAS	false
MIDN	false
MIER1	false
MIER2	false
MIER3	false
MIF4GD	false
MIIP	false
MINDY1	false
MINDY2	false
MINDY3	false
MIOS	false
MIS12	false
MIS18A	false
MIS18BP1	false
MITF	false
MIX23	false
MIXL1	false
MKI67	false
MKKS	false
MKLN1	false
MKNK1	false
MKNK2	false
MKRN1	false
MKRN2	false
MKS1	false
MKX	false
MLF1	false
MLF2	false
MLH1	false
MLIP	false
MLLT1	false
MLLT10	false
MLLT11	false
MLLT3	false
MLLT6	false
MLST8	false
MLX	false
MLXIPL	false
MMACHC	false
MMS19	false
MMS22L	false
MN1	false
MNAT1	false
MND1	false
MNDA	false
MNS1	false
MNT	false
MNX1	false
MOB1A	false
MOB1B	false
MOB2	false
MOCS2	false
MOK	false
MON2	false
MORF4L1	false
MORF4L2	false
MORN1	false
MORN2	false
MORN3	false
MOSPD1	false
MOV10	false
MPG	false
MPHOSPH6	false
MPHOSPH8	false
MPHOSPH9	false
MPND	false
MPO	false
MPPE1	false
MPPED2	false
MRE11	false
MRFAP1	false
MRGBP	false
MRI1	false
MRNIP	false
MRO	false
MROH1	false
MROH6	false
MROH8	false
MRPL40	false
MRPL44	false
MRTFA	false
MRTFB	false
MS4A12	false
MS4A14	false
MSANTD1	false
MSANTD3	false
MSANTD4	false
MSC	false
MSGN1	false
MSL1	false
MSL2	false
MSL3	false
MSL3B	false
MSRA	false
MSRB1	false
MSTO1	false
MSX1	false
MSX2	false
MT1A	false
MT1B	false
MT1E	false
MT1F	false
MT1G	false
MT1H	false
MT1HL1	false
MT1L	false
MT1M	false
MTA1	false
MTA2	false
MTA3	false
MTAP	false
MTBP	false
MTCL3	false
MTCP1	false
MTF1	false
MTF2	false
MTHFSD	false
MTMR10	false
MTMR7	false
MTMR8	false
MTPN	false
MTREX	false
MTRR	false
MTUS1	false
MUS81	false
MUTYH	false
MVB12A	false
MVP	false
MX1	false
MX2	false
MXD1	false
MXD3	false
MXD4	false
MXI1	false
MXRA8	false
MYADM	false
MYB	false
MYBL1	false
MYBL2	false
MYBPH	false
MYCBP2	false
MYCN	false
MYCT1	false
MYD88	false
MYEF2	false
MYEOV	false
MYF5	false
MYF6	false
MYG1	false
MYOD1	false
MYOG	false
MYORG	false
MYOZ1	false
MYOZ2	false
MYPN	false
MYPOP	false
MYRF	false
MYRFL	false
MYRIP	false
MYSM1	false
MZT2B	false
Mfap1a	false
Mfap1b	false
Mndal	false
Mplkip	false
Msx3	false
Mycl	false
Mycs	false
N4BP1	false
N4BP2	false
N4BP2L2	false
N4BP3	false
NAA10	false
NAA15	false
NAA20	false
NAA30	false
NAA35	false
NAA38	false
NAA40	false
NAA50	false
NAALADL2	false
NAB1	false
NAB2	false
NABP1	false
NABP2	false
NACA	false
NACA2	false
NACAD	false
NACC1	false
NACC2	false
NADK	false
NADSYN1	false
NAF1	false
NAGK	false
NAIF1	false
NAMPT	false
NANOGNB	false
NANOGP8	false
NANP	false
NANS	false
NAP1L1	false
NAP1L2	false
NAP1L3	false
NAP1L4	false
NAP1L5	false
NAPEPLD	false
NAPRT	false
NARF	false
NASP	false
NAT10	false
NAT16	false
NAT9	false
