gene	status	category	score	nuclear_score	source_table_status	source_table_category	report_path	docs_report_path	category_page	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	duplicate_count	duplicate_type	is_primary_candidate	known_backlog_flags	parse_quality	parse_notes
UVSSA	scored	chromatin	0	24			detail/chromatin/UVSSA/UVSSA-evaluation.md	reports/UVSSA.html	category/chromatin.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
VSX2	scored	chromatin	1	28			detail/chromatin/VSX2/VSX2-evaluation.md	reports/VSX2.html	category/chromatin.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
WDR77	scored	chromatin	0	1			detail/chromatin/WDR77/WDR77-evaluation.md	reports/WDR77.html	category/chromatin.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ZHX1	scored	chromatin	0	1			detail/chromatin/ZHX1/ZHX1-evaluation.md	reports/ZHX1.html	category/chromatin.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ABRAXAS1	scored	nuclear-body	1.83	6			detail/nuclear-body/ABRAXAS1/ABRAXAS1-evaluation.md	reports/ABRAXAS1.html	category/nuclear-body.html	209	True	True	True	True	True	True	True	True	1	NONE	True	manual_review	GOOD	ok
AMER1	scored	nuclear-body	1.83	6			detail/nuclear-body/AMER1/AMER1-evaluation.md	reports/AMER1.html	category/nuclear-body.html	146	True	False	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ANGEL2	scored	nuclear-body	1.83	16			detail/nuclear-body/ANGEL2/ANGEL2-evaluation.md	reports/ANGEL2.html	category/nuclear-body.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ANXA9	scored	nuclear-body	1.5	28			detail/nuclear-body/ANXA9/ANXA9-evaluation.md	reports/ANXA9.html	category/nuclear-body.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
APBB3	scored	nuclear-body	1.5	28			detail/nuclear-body/APBB3/APBB3-evaluation.md	reports/APBB3.html	category/nuclear-body.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ARIH1	scored	nuclear-body	1.83	28			detail/nuclear-body/ARIH1/ARIH1-evaluation.md	reports/ARIH1.html	category/nuclear-body.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
BABAM1	scored	nuclear-body	1.83	8			detail/nuclear-body/BABAM1/BABAM1-evaluation.md	reports/BABAM1.html	category/nuclear-body.html	147	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
BLMH	scored	nuclear-body	1.83	28			detail/nuclear-body/BLMH/BLMH-evaluation.md	reports/BLMH.html	category/nuclear-body.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
C19orf47	scored	nuclear-body	1	32			detail/nuclear-body/C19orf47/C19orf47-evaluation.md	reports/C19orf47.html	category/nuclear-body.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
C1orf35	scored	nuclear-body	1	1			detail/nuclear-body/C1orf35/C1orf35-evaluation.md	reports/C1orf35.html	category/nuclear-body.html	187	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
C6orf52	scored	nuclear-body	0	28			detail/nuclear-body/C6orf52/C6orf52-evaluation.md	reports/C6orf52.html	category/nuclear-body.html	166	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
C8orf58	scored	nuclear-body	0.5	28			detail/nuclear-body/C8orf58/C8orf58-evaluation.md	reports/C8orf58.html	category/nuclear-body.html	165	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CAND2	scored	nuclear-body	2	28			detail/nuclear-body/CAND2/CAND2-evaluation.md	reports/CAND2.html	category/nuclear-body.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CCNDBP1	scored	nuclear-body	1.5	1			detail/nuclear-body/CCNDBP1/CCNDBP1-evaluation.md	reports/CCNDBP1.html	category/nuclear-body.html	187	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CGNL1	scored	nuclear-body	1.83	0.25			detail/nuclear-body/CGNL1/CGNL1-evaluation.md	reports/CGNL1.html	category/nuclear-body.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CHN2	scored	nuclear-body	2	16			detail/nuclear-body/CHN2/CHN2-evaluation.md	reports/CHN2.html	category/nuclear-body.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CIRSR	scored	nuclear-body	1	28			detail/nuclear-body/CIRSR/CIRSR-evaluation.md	reports/CIRSR.html	category/nuclear-body.html	158	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CLMN	scored	nuclear-body	0.5	28			detail/nuclear-body/CLMN/CLMN-evaluation.md	reports/CLMN.html	category/nuclear-body.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
COG6	scored	nuclear-body	1.5	16			detail/nuclear-body/COG6/COG6-evaluation.md	reports/COG6.html	category/nuclear-body.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
COIL	rejected	nuclear-body	1	28			detail/nuclear-body/COIL/COIL-evaluation.md	reports/COIL.html	category/nuclear-body.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
COPS4	scored	nuclear-body	1.5	28			detail/nuclear-body/COPS4/COPS4-evaluation.md	reports/COPS4.html	category/nuclear-body.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CRIP3	scored	nuclear-body	1.5	16			detail/nuclear-body/CRIP3/CRIP3-evaluation.md	reports/CRIP3.html	category/nuclear-body.html	167	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CWF19L2	scored	nuclear-body	2.5	32			detail/nuclear-body/CWF19L2/CWF19L2-evaluation.md	reports/CWF19L2.html	category/nuclear-body.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CXXC1	scored	nuclear-body	2	28			detail/nuclear-body/CXXC1/CXXC1-evaluation.md	reports/CXXC1.html	category/nuclear-body.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DBNDD1	scored	nuclear-body	0.5	16			detail/nuclear-body/DBNDD1/DBNDD1-evaluation.md	reports/DBNDD1.html	category/nuclear-body.html	168	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DDX39A	scored	nuclear-body	1.5	28			detail/nuclear-body/DDX39A/DDX39A-evaluation.md	reports/DDX39A.html	category/nuclear-body.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DDX39B	scored	nuclear-body	2.5	28			detail/nuclear-body/DDX39B/DDX39B-evaluation.md	reports/DDX39B.html	category/nuclear-body.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DDX42	scored	nuclear-body	1	28			detail/nuclear-body/DDX42/DDX42-evaluation.md	reports/DDX42.html	category/nuclear-body.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DDX46	scored	nuclear-body	1	32			detail/nuclear-body/DDX46/DDX46-evaluation.md	reports/DDX46.html	category/nuclear-body.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DHX8	scored	nuclear-body	1.5	8			detail/nuclear-body/DHX8/DHX8-evaluation.md	reports/DHX8.html	category/nuclear-body.html	189	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DLX6	rejected	nuclear-body	1	36			detail/nuclear-body/DLX6/DLX6-evaluation.md	reports/DLX6.html	category/nuclear-body.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DNAJC11	scored	nuclear-body	1	16			detail/nuclear-body/DNAJC11/DNAJC11-evaluation.md	reports/DNAJC11.html	category/nuclear-body.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DNAJC28	scored	nuclear-body	1	28			detail/nuclear-body/DNAJC28/DNAJC28-evaluation.md	reports/DNAJC28.html	category/nuclear-body.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DNMBP	scored	nuclear-body	1	16			detail/nuclear-body/DNMBP/DNMBP-evaluation.md	reports/DNMBP.html	category/nuclear-body.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
DUSP28	scored	nuclear-body	1	20			detail/nuclear-body/DUSP28/DUSP28-evaluation.md	reports/DUSP28.html	category/nuclear-body.html	165	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF2D	scored	nuclear-body	1.5	16			detail/nuclear-body/EIF2D/EIF2D-evaluation.md	reports/EIF2D.html	category/nuclear-body.html	173	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EIF4H	scored	nuclear-body	1	4			detail/nuclear-body/EIF4H/EIF4H-evaluation.md	reports/EIF4H.html	category/nuclear-body.html	193	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ELF2	scored	nuclear-body	1	2			detail/nuclear-body/ELF2/ELF2-evaluation.md	reports/ELF2.html	category/nuclear-body.html	194	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ELL3	scored	nuclear-body	1	3			detail/nuclear-body/ELL3/ELL3-evaluation.md	reports/ELL3.html	category/nuclear-body.html	197	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ELOA	scored	nuclear-body	2.5	28			detail/nuclear-body/ELOA/ELOA-evaluation.md	reports/ELOA.html	category/nuclear-body.html	193	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ENOPH1	scored	nuclear-body	2	1			detail/nuclear-body/ENOPH1/ENOPH1-evaluation.md	reports/ENOPH1.html	category/nuclear-body.html	191	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EPC1	scored	nuclear-body	2.5	1			detail/nuclear-body/EPC1/EPC1-evaluation.md	reports/EPC1.html	category/nuclear-body.html	197	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EPC2	scored	nuclear-body	1	2			detail/nuclear-body/EPC2/EPC2-evaluation.md	reports/EPC2.html	category/nuclear-body.html	193	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EPG5	scored	nuclear-body	2	5			detail/nuclear-body/EPG5/EPG5-evaluation.md	reports/EPG5.html	category/nuclear-body.html	192	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ERCC8	scored	nuclear-body	3	8			detail/nuclear-body/ERCC8/ERCC8-evaluation.md	reports/ERCC8.html	category/nuclear-body.html	197	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ETAA1	scored	nuclear-body	1.5	1			detail/nuclear-body/ETAA1/ETAA1-evaluation.md	reports/ETAA1.html	category/nuclear-body.html	193	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EXOC6B	scored	nuclear-body	1.5	6			detail/nuclear-body/EXOC6B/EXOC6B-evaluation.md	reports/EXOC6B.html	category/nuclear-body.html	191	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EXOSC1	scored	nuclear-body	2	1			detail/nuclear-body/EXOSC1/EXOSC1-evaluation.md	reports/EXOSC1.html	category/nuclear-body.html	197	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
EXOSC7	scored	nuclear-body	3	7			detail/nuclear-body/EXOSC7/EXOSC7-evaluation.md	reports/EXOSC7.html	category/nuclear-body.html	197	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
FAM107A	scored	nuclear-body	1.5	28			detail/nuclear-body/FAM107A/FAM107A-evaluation.md	reports/FAM107A.html	category/nuclear-body.html	197	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
FAM122A	scored	nuclear-body	0.5	20			detail/nuclear-body/FAM122A/FAM122A-evaluation.md	reports/FAM122A.html	category/nuclear-body.html	186	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
FAM175A	scored	nuclear-body	2.5	36			detail/nuclear-body/FAM175A/FAM175A-evaluation.md	reports/FAM175A.html	category/nuclear-body.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
FAM178B	scored	nuclear-body	0.5	28			detail/nuclear-body/FAM178B/FAM178B-evaluation.md	reports/FAM178B.html	category/nuclear-body.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
FAM193B	scored	nuclear-body	1	28			detail/nuclear-body/FAM193B/FAM193B-evaluation.md	reports/FAM193B.html	category/nuclear-body.html	192	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
FAM206A	scored	nuclear-body	1.5	28			detail/nuclear-body/FAM206A/FAM206A-evaluation.md	reports/FAM206A.html	category/nuclear-body.html	186	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
FAM227B	scored	nuclear-body	1	28			detail/nuclear-body/FAM227B/FAM227B-evaluation.md	reports/FAM227B.html	category/nuclear-body.html	187	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
FASTK	scored	nuclear-body	1.5	16			detail/nuclear-body/FASTK/FASTK-evaluation.md	reports/FASTK.html	category/nuclear-body.html	192	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
FBXL3	scored	nuclear-body	2	3			detail/nuclear-body/FBXL3/FBXL3-evaluation.md	reports/FBXL3.html	category/nuclear-body.html	194	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
GEMIN6	scored	nuclear-body	1.83	6			detail/nuclear-body/GEMIN6/GEMIN6-evaluation.md	reports/GEMIN6.html	category/nuclear-body.html	114	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
HDC	rejected	nuclear-body	3	16			detail/nuclear-body/HDC/HDC-evaluation.md	reports/HDC.html	category/nuclear-body.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
MESD	scored	nuclear-body	100	3			detail/nuclear-body/MESD/MESD-evaluation.md	reports/MESD.html	category/nuclear-body.html	139	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
MRPL44	scored	nuclear-body	1.83	28			detail/nuclear-body/MRPL44/MRPL44-evaluation.md	reports/MRPL44__nuclear-body.html	category/nuclear-body.html	184	True	True	True	True	True	True	True	False	2	MULTI_SCORED_CONFLICT	False	duplicate:MULTI_SCORED_CONFLICT	GOOD	ok
NME8	scored	nuclear-body	1.5	28			detail/nuclear-body/NME8/NME8-evaluation.md	reports/NME8.html	category/nuclear-body.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NOC3L	scored	nuclear-body	3	28			detail/nuclear-body/NOC3L/NOC3L-evaluation.md	reports/NOC3L__nuclear-body.html	category/nuclear-body.html	184	True	True	True	True	True	True	True	False	2	MULTI_SCORED_CONFLICT	False	duplicate:MULTI_SCORED_CONFLICT	GOOD	ok
NRIP2	scored	nuclear-body	1	2			detail/nuclear-body/NRIP2/NRIP2-evaluation.md	reports/NRIP2.html	category/nuclear-body.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NSMCE4A	scored	nuclear-body	1	36			detail/nuclear-body/NSMCE4A/NSMCE4A-evaluation.md	reports/NSMCE4A.html	category/nuclear-body.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NSRP1	scored	nuclear-body	1	1			detail/nuclear-body/NSRP1/NSRP1-evaluation.md	reports/NSRP1.html	category/nuclear-body.html	173	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NT5C3A	scored	nuclear-body	3	16			detail/nuclear-body/NT5C3A/NT5C3A-evaluation.md	reports/NT5C3A.html	category/nuclear-body.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
PIR	rejected	nuclear-body	3	28			detail/nuclear-body/PIR/PIR-evaluation.md	reports/PIR.html	category/nuclear-body.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
PML	rejected	nuclear-body	0.5	28			detail/nuclear-body/PML/PML-evaluation.md	reports/PML.html	category/nuclear-body.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SKI	rejected	nuclear-body	2.5	28			detail/nuclear-body/SKI/SKI-evaluation.md	reports/SKI.html	category/nuclear-body.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMS	rejected	nuclear-body	2	16			detail/nuclear-body/SMS/SMS-evaluation.md	reports/SMS.html	category/nuclear-body.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Sp100	rejected	nuclear-body	2.5	100			detail/nuclear-body/SP100/SP100-evaluation.md	reports/Sp100.html	category/nuclear-body.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
TRIM8	scored	nuclear-body	1.83	1			detail/nuclear-body/TRIM8/TRIM8-evaluation.md	reports/TRIM8.html	category/nuclear-body.html	102	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
AARSD1	scored	nuclear-envelope	1.83	1			detail/nuclear-envelope/AARSD1/AARSD1-evaluation.md	reports/AARSD1.html	category/nuclear-envelope.html	122	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ADPRH	scored	nuclear-envelope	3	16			detail/nuclear-envelope/ADPRH/ADPRH-evaluation.md	reports/ADPRH.html	category/nuclear-envelope.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
AGPAT3	scored	nuclear-envelope	1.83	3			detail/nuclear-envelope/AGPAT3/AGPAT3-evaluation.md	reports/AGPAT3.html	category/nuclear-envelope.html	104	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
AHCTF1	scored	nuclear-envelope	1.5	3			detail/nuclear-envelope/AHCTF1/AHCTF1-evaluation.md	reports/AHCTF1.html	category/nuclear-envelope.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
AMPD3	scored	nuclear-envelope	1.83	3			detail/nuclear-envelope/AMPD3/AMPD3-evaluation.md	reports/AMPD3.html	category/nuclear-envelope.html	113	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ANKRD17	scored	nuclear-envelope	1	17			detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	reports/ANKRD17.html	category/nuclear-envelope.html	227	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ANXA11	scored	nuclear-envelope	1.83	28			detail/nuclear-envelope/ANXA11/ANXA11-evaluation.md	reports/ANXA11.html	category/nuclear-envelope.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
AP3B1	scored	nuclear-envelope	2.5	16			detail/nuclear-envelope/AP3B1/AP3B1-evaluation.md	reports/AP3B1.html	category/nuclear-envelope.html	173	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ARFGAP1	scored	nuclear-envelope	1.83	16			detail/nuclear-envelope/ARFGAP1/ARFGAP1-evaluation.md	reports/ARFGAP1.html	category/nuclear-envelope.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ARL6IP6	scored	nuclear-envelope	1.83	6			detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	reports/ARL6IP6.html	category/nuclear-envelope.html	122	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
BANF1	scored	nuclear-envelope	3	28			detail/nuclear-envelope/BANF1/BANF1-evaluation.md	reports/BANF1.html	category/nuclear-envelope.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
BRAP	scored	nuclear-envelope	1.5	28			detail/nuclear-envelope/BRAP/BRAP-evaluation.md	reports/BRAP.html	category/nuclear-envelope.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
BROX	scored	nuclear-envelope	3	28			detail/nuclear-envelope/BROX/BROX-evaluation.md	reports/BROX.html	category/nuclear-envelope.html	188	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
BTNL9	scored	nuclear-envelope	1.5	9			detail/nuclear-envelope/BTNL9/BTNL9-evaluation.md	reports/BTNL9.html	category/nuclear-envelope.html	186	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
C22orf31	scored	nuclear-envelope	0	16			detail/nuclear-envelope/C22orf31/C22orf31-evaluation.md	reports/C22orf31.html	category/nuclear-envelope.html	163	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
C2orf68	scored	nuclear-envelope	1	16			detail/nuclear-envelope/C2orf68/C2orf68-evaluation.md	reports/C2orf68.html	category/nuclear-envelope.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
C5orf22	scored	nuclear-envelope	0.5	16			detail/nuclear-envelope/C5orf22/C5orf22-evaluation.md	reports/C5orf22.html	category/nuclear-envelope.html	167	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
C6orf141	scored	nuclear-envelope	0.5	16			detail/nuclear-envelope/C6orf141/C6orf141-evaluation.md	reports/C6orf141.html	category/nuclear-envelope.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CCDC125	scored	nuclear-envelope	0.5	16			detail/nuclear-envelope/CCDC125/CCDC125-evaluation.md	reports/CCDC125.html	category/nuclear-envelope.html	166	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CCDC71	scored	nuclear-envelope	0.5	16			detail/nuclear-envelope/CCDC71/CCDC71-evaluation.md	reports/CCDC71.html	category/nuclear-envelope.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CCDC77	scored	nuclear-envelope	1.83	28			detail/nuclear-envelope/CCDC77/CCDC77-evaluation.md	reports/CCDC77.html	category/nuclear-envelope.html	193	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
CERS5	scored	nuclear-envelope	99	3			detail/nuclear-envelope/CERS5/CERS5-evaluation.md	reports/CERS5.html	category/nuclear-envelope.html	122	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
