gene	current_path	status	lines	final_score	nuclear_score	hpa_nuclear	uniprot_nuclear	go_nuclear	chromatin_or_rna_or_dna_related	pubmed_relevant	ppi_relevant	structure_relevant	rejection_reason	risk_level	recommended_action	reason
PM20D2	detail/rejected/PM20D2/PM20D2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PNRC1	detail/rejected/PNRC1/PNRC1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PNRC2	detail/rejected/PNRC2/PNRC2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
POFUT3	detail/rejected/POFUT3/POFUT3-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
POGLUT2	detail/rejected/POGLUT2/POGLUT2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
POMT2	detail/rejected/POMT2/POMT2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
POPDC3	detail/rejected/POPDC3/POPDC3-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
POU2AF2	detail/rejected/POU2AF2/POU2AF2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
POU2AF3	detail/rejected/POU2AF3/POU2AF3-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
POU6F2	detail/rejected/POU6F2/POU6F2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PPM1B	detail/rejected/PPM1B/PPM1B-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRAC1	detail/rejected/PRAC1/PRAC1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRAG1	detail/rejected/PRAG1/PRAG1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRICKLE2	detail/rejected/PRICKLE2/PRICKLE2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRKD2	detail/rejected/PRKD2/PRKD2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRKRIP1	detail/rejected/PRKRIP1/PRKRIP1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRKX	detail/rejected/PRKX/PRKX-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRM3	detail/rejected/PRM3/PRM3-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRPS2	detail/rejected/PRPS2/PRPS2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRPSAP2	detail/rejected/PRPSAP2/PRPSAP2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRR11	detail/rejected/PRR11/PRR11-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRR12	detail/rejected/PRR12/PRR12-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRR14L	detail/rejected/PRR14L/PRR14L-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRR32	detail/rejected/PRR32/PRR32-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRR35	detail/rejected/PRR35/PRR35-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRR9	detail/rejected/PRR9/PRR9-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRRG1	detail/rejected/PRRG1/PRRG1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PRXL2B	detail/rejected/PRXL2B/PRXL2B-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PSORS1C1	detail/rejected/PSORS1C1/PSORS1C1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PSRC1	detail/rejected/PSRC1/PSRC1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PTGES2	detail/rejected/PTGES2/PTGES2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PTGR3	detail/rejected/PTGR3/PTGR3-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PUDP	detail/rejected/PUDP/PUDP-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PURG	detail/rejected/PURG/PURG-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PWWP2B	detail/rejected/PWWP2B/PWWP2B-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PWWP3A	detail/rejected/PWWP3A/PWWP3A-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PXMP4	detail/rejected/PXMP4/PXMP4-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PYDC2	detail/rejected/PYDC2/PYDC2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PYHIN1	detail/rejected/PYHIN1/PYHIN1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PYM1	detail/rejected/PYM1/PYM1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
PYROXD1	detail/rejected/PYROXD1/PYROXD1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
Pak6	detail/rejected/Pak6/Pak6-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
Phf11a	detail/rejected/Phf11a/Phf11a-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
QTGAL	detail/rejected/QTGAL/QTGAL-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
QTMAN	detail/rejected/QTMAN/QTMAN-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
R3HDM1	detail/rejected/R3HDM1/R3HDM1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RAB34	detail/rejected/RAB34/RAB34-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RAB3IP	detail/rejected/RAB3IP/RAB3IP-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RAB6C	detail/rejected/RAB6C/RAB6C-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RABL6	detail/rejected/RABL6/RABL6-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RAI14	detail/rejected/RAI14/RAI14-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RALGAPB	detail/rejected/RALGAPB/RALGAPB-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RALGDS	detail/rejected/RALGDS/RALGDS-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RASAL3	detail/rejected/RASAL3/RASAL3-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RASD1	detail/rejected/RASD1/RASD1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RASL11B	detail/rejected/RASL11B/RASL11B-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RAX2	detail/rejected/RAX2/RAX2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RBPJL	detail/rejected/RBPJL/RBPJL-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RCBTB2	detail/rejected/RCBTB2/RCBTB2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RCCD1	detail/rejected/RCCD1/RCCD1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RDH14	detail/rejected/RDH14/RDH14-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RERG	detail/rejected/RERG/RERG-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
REXO1	detail/rejected/REXO1/REXO1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
REXO5	detail/rejected/REXO5/REXO5-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RFESD	detail/rejected/RFESD/RFESD-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RFNG	detail/rejected/RFNG/RFNG-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RHBDL1	detail/rejected/RHBDL1/RHBDL1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RHEBL1	detail/rejected/RHEBL1/RHEBL1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RIMKLA	detail/rejected/RIMKLA/RIMKLA-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RIMKLB	detail/rejected/RIMKLB/RIMKLB-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RIMS3	detail/rejected/RIMS3/RIMS3-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RINL	detail/rejected/RINL/RINL-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RIOX1	detail/rejected/RIOX1/RIOX1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RIPOR3	detail/rejected/RIPOR3/RIPOR3-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RIPPLY2	detail/rejected/RIPPLY2/RIPPLY2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RIPPLY3	detail/rejected/RIPPLY3/RIPPLY3-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RIT2	detail/rejected/RIT2/RIT2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RMC1	detail/rejected/RMC1/RMC1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RMND5A	detail/rejected/RMND5A/RMND5A-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RMP24	detail/rejected/RMP24/RMP24-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RMP64	detail/rejected/RMP64/RMP64-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
ROGDI	detail/rejected/ROGDI/ROGDI-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
ROPN1L	detail/rejected/ROPN1L/ROPN1L-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RSPH1	detail/rejected/RSPH1/RSPH1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RSRC1	detail/rejected/RSRC1/RSRC1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RSRC2	detail/rejected/RSRC2/RSRC2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RSRP1	detail/rejected/RSRP1/RSRP1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RTKN	detail/rejected/RTKN/RTKN-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RTKN2	detail/rejected/RTKN2/RTKN2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RTL5	detail/rejected/RTL5/RTL5-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RTL6	detail/rejected/RTL6/RTL6-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RTN1	detail/rejected/RTN1/RTN1-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RTRAF	detail/rejected/RTRAF/RTRAF-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
RUFY2	detail/rejected/RUFY2/RUFY2-evaluation.md	rejected	11	N/A	N/A	False	False	False	False	False	False	False	MISSING_HARVEST_DATA	HIGH_FALSE_REJECTION_RISK	REHARVEST_THEN_REEVALUATE	packet=False hpa_nuke=False uni_nuke=False go_nuke=False thin=True
