gene	category	status	lines	risk	modified_today	issues	issue_count
SPANXN4	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SPATA12	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SPATA17	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SPATA2L	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SPATA31F1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SPATA45	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SPATS1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SPRYD3	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SPRYD4	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SRARP	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SSX3	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SSX4B	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SSX5	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SSX7	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
ST6GALNAC4	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SULT1B1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
SUSD1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TAS2R5	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TBC1D10C	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TBC1D12	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TBC1D19	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TBC1D28	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TBC1D9B	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TCEANC	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TCP11L2	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TEDC1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TEDC2	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TEX13C	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TEX261	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TEX35	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TEX52	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TEX9	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TGDS	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
THSD7B	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TKFC	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TLCD4	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TM2D1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TMA7B	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TMCO6	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TMOD2	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TMPPE	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TMTC1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TOR4A	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TRIM49D1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TRIM49D2	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TRIM51	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TRIM51G	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TRIM60	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TRIM61	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TRIM65	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TRMO	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TRMT10B	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TRMT9B	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TSACC	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TSPAN31	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TSPAN32	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TSPYL6	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TSTD2	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTBK1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTC12	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTC13	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTC24	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTC31	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTC32	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTC39C	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTC9	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTC9B	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTC9C	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTLL2	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TTLL9	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TYSND1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
TYW1B	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
Tex19.2	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
UCK1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
UFC1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
UMAD1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
VOPP1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
VPS33A	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
VSIG2	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
VWA3B	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
VWA5B2	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
WDCP	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
WDR25	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
WDR27	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
WDR31	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
WDR41	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
WDR86	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
WDR88	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
WSCD1	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
XAGE1B	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
XAGE5	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
XNDC1N	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
ZAR1L	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
ZNRF2	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
ZYG11A	rejected	rejected	13	CRITICAL	True	SHORT(13lines); NO_NUKE_EV; NO_PLDDT; NO_REASON	4
PDIK1L	rejected	rejected	14	CRITICAL	True	SHORT(14lines); NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	5
KBTBD4	rejected	rejected	16	CRITICAL	True	SHORT(16lines); NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	5
CEP76	rejected	rejected	18	CRITICAL	True	SHORT(18lines); NO_NUKE_EV; NUKE_0_10; NO_REASON	4
TRIM55	rejected	rejected	22	CRITICAL	True	SHORT(22lines); NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	5
ITGA7	rejected	rejected	23	CRITICAL	True	SHORT(23lines); NO_PUBMED; NO_PLDDT; NO_HPA	4
ITGA9	rejected	rejected	23	CRITICAL	True	SHORT(23lines); NO_PUBMED; NO_PLDDT; NO_HPA	4
ITPR2	rejected	rejected	23	CRITICAL	True	SHORT(23lines); NO_PUBMED; NO_PLDDT; NO_HPA	4
Bex1	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Bex2	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Cbll1	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Cdc14b	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Csnk1e	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Csnk2a1	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Elob	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Msx3	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Ncbp2	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Nsun5	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Obox1	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Obox3	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Obox4	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Obox5	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Pmf1	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Rhox5	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Rrn3	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Tbl1x	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Tsga8	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Txnl4a	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Xiap	rejected	rejected	38	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Gbp4	rejected	rejected	40	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Gon4l	rejected	rejected	40	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Meis3	rejected	rejected	40	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
Snurf	rejected	rejected	40	CRITICAL	True	NO_UNIPROT; NO_PUBMED; NO_PLDDT; NO_HPA	4
ATXN7L2	rejected	rejected	13	HIGH	True	SHORT(13lines); NUKE_0_10; NO_REASON	3
ARMC2	rejected	rejected	14	HIGH	True	SHORT(14lines); NUKE_0_10; NO_REASON	3
ASPDH	rejected	rejected	14	HIGH	True	SHORT(14lines); NUKE_0_10; NO_REASON	3
ATXN7L1	rejected	rejected	14	HIGH	True	SHORT(14lines); NUKE_0_10; NO_REASON	3
ACAP3	rejected	rejected	15	HIGH	True	SHORT(15lines); NUKE_0_10; NO_REASON	3
AVPI1	rejected	rejected	15	HIGH	True	SHORT(15lines); NUKE_0_10; NO_REASON	3
C15orf40	rejected	rejected	15	HIGH	True	SHORT(15lines); NUKE_0_10; NO_REASON	3
B9D2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BAG1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BAG6	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BAMBI	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BANF1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BANP	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BARD1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BARX1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BATF2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BCL10	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BCL2L1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BCL3	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BCL9	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BCL9L	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BCORL1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BECN1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BEND3	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BHLHE22	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BHLHE23	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BHLHE41	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BHMT	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BIRC2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BIRC3	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BIRC5	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BMAL2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BMPR2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BMX	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BNIP3L	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BORA	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BRAP	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BRDT	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BRF1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BRMS1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BRMS1L	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BRPF1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BTG1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BTG2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BUB1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BUB1B	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
BUB3	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
C1GALT1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CA13	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CABIN1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CACYBP	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CALCOCO1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CALCOCO2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CAMTA1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CAND1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CAPG	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CASK	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CBLB	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CBR1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CC2D1A	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CCAR2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CD72	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CDR2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CDX1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CEBPD	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CEBPE	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CEMP1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CENPA	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CENPB	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CENPC	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CENPE	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CENPF	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CEP290	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CERS2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CETN2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CFL1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CFL2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CFLAR	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CHM	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CHUK	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CIART	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CIDEA	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CIDEC	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CIP2A	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CKS2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CLEC16A	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CLN6	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CLSPN	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
COMMD1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CPA3	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CRABP2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CRBN	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CREB3	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CREB3L1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CREB3L2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CREB3L3	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CREB5	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CREM	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CRIP1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CRK	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CRKL	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CRTC1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CRTC2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CRYAA	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CRYBB2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CSE1L	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CSTA	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CSTB	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CSTF2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CTBP1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CTBP2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CTC1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CTNND2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CTSV	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CUL5	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CYFIP2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CYGB	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
CYLD	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DAB2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DCK	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
