gene	cat	status	length	priority	issues_count	issues
ARVCF	nucleus-cytoplasm	scored	7074	OK	0	OK
ASB1	nucleus-cytoplasm	scored	4711	MED	1	NO_LITERATURE
ASB10	nucleus-cytoplasm	scored	4049	MED	1	NO_PAE_NOTE
ASB2	nucleus-cytoplasm	scored	4417	OK	0	OK
ASCC3	nucleus-cytoplasm	scored	7111	OK	0	OK
ATF6B	nucleus-cytoplasm	scored	6381	OK	0	OK
BANK1	nucleus-cytoplasm	scored	5034	OK	0	OK
BCCIP	nucleus-cytoplasm	scored	5189	OK	0	OK
BEX1	nucleus-cytoplasm	scored	5102	OK	0	OK
BEX2	nucleus-cytoplasm	scored	5402	OK	0	OK
BHLHA9	nucleus-cytoplasm	scored	5634	OK	0	OK
BIVM	nucleus-cytoplasm	scored	1112	HIGH	2	NO_PDB;NO_LITERATURE
BKGD	nucleus-cytoplasm	scored	5171	OK	0	OK
BLZF1	nucleus-cytoplasm	scored	1328	HIGH	2	NO_PDB;NO_LITERATURE
BOLA2B	nucleus-cytoplasm	scored	1148	HIGH	2	NO_PDB;NO_LITERATURE
BRAT1	nucleus-cytoplasm	scored	5273	OK	0	OK
BRWD1	nucleus-cytoplasm	scored	5478	OK	0	OK
BTF3	nucleus-cytoplasm	scored	5620	OK	0	OK
BUD23	nucleus-cytoplasm	scored	7370	OK	0	OK
BYSL	nucleus-cytoplasm	scored	5661	OK	0	OK
C11orf96	nucleus-cytoplasm	scored	5179	OK	0	OK
C15orf39	nucleus-cytoplasm	scored	2513	MED	1	NO_PDB
C2CD2	nucleus-cytoplasm	scored	820	HIGH	2	NO_PDB;NO_LITERATURE
CABLES1	nucleus-cytoplasm	scored	1870	HIGH	2	NO_PDB;NO_LITERATURE
CABYR	nucleus-cytoplasm	scored	1863	HIGH	2	NO_PDB;NO_LITERATURE
CALML6	nucleus-cytoplasm	scored	1856	HIGH	2	NO_PDB;NO_LITERATURE
CAMK1	nucleus-cytoplasm	scored	4242	OK	0	OK
CARNMT1	nucleus-cytoplasm	scored	5203	OK	0	OK
CASC3	nucleus-cytoplasm	scored	5256	OK	0	OK
CCAR1	nucleus-cytoplasm	scored	5228	OK	0	OK
CCDC62	nucleus-cytoplasm	scored	1755	HIGH	2	NO_PDB;NO_LITERATURE
CDAN1	nucleus-cytoplasm	scored	4201	MED	1	NO_pLDDT
CDC14A	nucleus-cytoplasm	scored	4482	MED	1	NO_pLDDT
CDIN1	nucleus-cytoplasm	scored	3645	OK	0	OK
CDIP1	nucleus-cytoplasm	scored	4433	OK	0	OK
CDX4	nucleus-cytoplasm	scored	5190	OK	0	OK
CEBPG	nucleus-cytoplasm	scored	5898	OK	0	OK
CEP162	nucleus-cytoplasm	scored	8911	OK	0	OK
CEP164	nucleus-cytoplasm	scored	9170	OK	0	OK
CHMP1A	nucleus-cytoplasm	scored	4250	MED	1	NO_pLDDT
CHP2	nucleus-cytoplasm	scored	4239	MED	1	NO_pLDDT
CIPC	nucleus-cytoplasm	scored	4755	OK	0	OK
CLIC2	nucleus-cytoplasm	scored	877	MED	1	NO_LITERATURE
CLNS1A	nucleus-cytoplasm	scored	4388	MED	1	NO_pLDDT
COMMD10	nucleus-cytoplasm	scored	5979	OK	0	OK
COMMD3	nucleus-cytoplasm	scored	5314	OK	0	OK
CRTC3	nucleus-cytoplasm	scored	4370	MED	1	NO_pLDDT
CSNK2A2IP	nucleus-cytoplasm	scored	2669	MED	1	NO_LITERATURE
CSRP1	nucleus-cytoplasm	scored	6014	OK	0	OK
CSRP2	nucleus-cytoplasm	scored	5221	OK	0	OK
CSRP3	nucleus-cytoplasm	scored	4338	MED	1	NO_pLDDT
CSTF2T	nucleus-cytoplasm	scored	5402	OK	0	OK
CTNNBL1	nucleus-cytoplasm	scored	5539	OK	0	OK
CUTC	nucleus-cytoplasm	scored	4123	MED	1	NO_pLDDT
CYREN	nucleus-cytoplasm	scored	5828	OK	0	OK
DAZ2	nucleus-cytoplasm	scored	4229	OK	0	OK
DAZAP1	nucleus-cytoplasm	scored	4573	OK	0	OK
DEF6	nucleus-cytoplasm	scored	4652	OK	0	OK
DIDO1	nucleus-cytoplasm	scored	4728	OK	0	OK
DMAP1	nucleus-cytoplasm	scored	4645	OK	0	OK
DNPH1	nucleus-cytoplasm	scored	8884	OK	0	OK
DPH1	nucleus-cytoplasm	scored	4428	OK	0	OK
DRG2	nucleus-cytoplasm	scored	4628	OK	0	OK
DTX2	nucleus-cytoplasm	scored	4749	OK	0	OK
DUS1L	nucleus-cytoplasm	scored	4212	OK	0	OK
HEBP1	nucleus-cytoplasm	scored	4365	OK	0	OK
HECTD1	nucleus-cytoplasm	scored	6196	OK	0	OK
HEPACAM2	nucleus-cytoplasm	scored	4726	OK	0	OK
HES4	nucleus-cytoplasm	scored	5614	OK	0	OK
HIF1AN	nucleus-cytoplasm	scored	6460	OK	0	OK
IER2	nucleus-cytoplasm	scored	4425	OK	0	OK
IER5	nucleus-cytoplasm	scored	4327	OK	0	OK
IFI35	nucleus-cytoplasm	scored	4796	OK	0	OK
KCTD5	nucleus-cytoplasm	scored	4573	MED	1	NO_PDB
KPNA4	nucleus-cytoplasm	scored	6406	MED	1	NO_PDB
KTI12	nucleus-cytoplasm	scored	5787	MED	1	NO_PDB
LACC1	nucleus-cytoplasm	scored	4636	MED	1	NO_PDB
LETMD1	nucleus-cytoplasm	scored	5414	MED	1	NO_PDB
MASTL	nucleus-cytoplasm	scored	4587	OK	0	OK
METTL16	nucleus-cytoplasm	scored	4783	OK	0	OK
MKNK2	nucleus-cytoplasm	scored	5094	OK	0	OK
MKRN2	nucleus-cytoplasm	scored	4801	OK	0	OK
MLF1	nucleus-cytoplasm	scored	4648	OK	0	OK
MOV10	nucleus-cytoplasm	scored	4657	OK	0	OK
NAA50	nucleus-cytoplasm	scored	4439	MED	1	NO_pLDDT
NACC1	nucleus-cytoplasm	scored	4580	MED	1	NO_pLDDT
NACC2	nucleus-cytoplasm	scored	4692	MED	1	NO_pLDDT
NCOA7	nucleus-cytoplasm	scored	4536	MED	1	NO_pLDDT
NEUROD4	nucleus-cytoplasm	scored	4672	MED	1	NO_pLDDT
NFE2L3	nucleus-cytoplasm	scored	4670	MED	1	NO_pLDDT
NFKBIB	nucleus-cytoplasm	scored	4543	MED	1	NO_pLDDT
NKAPL	nucleus-cytoplasm	scored	4286	MED	1	NO_pLDDT
NPEPL1	nucleus-cytoplasm	scored	4825	MED	1	NO_PAE_NOTE
NPHP4	nucleus-cytoplasm	scored	4622	MED	1	NO_pLDDT
NPLOC4	nucleus-cytoplasm	scored	4691	MED	1	NO_pLDDT
NSL1	nucleus-cytoplasm	scored	4355	MED	1	NO_pLDDT
NUDC	nucleus-cytoplasm	scored	4477	MED	1	NO_pLDDT
NUFIP2	nucleus-cytoplasm	scored	4271	MED	1	NO_pLDDT
NYNRIN	nucleus-cytoplasm	scored	4727	MED	1	NO_pLDDT
OGFOD1	nucleus-cytoplasm	scored	4707	MED	1	NO_pLDDT
ONECUT3	nucleus-cytoplasm	scored	4668	MED	1	NO_pLDDT
OSGEP	nucleus-cytoplasm	scored	4674	MED	1	NO_pLDDT
OTUD3	nucleus-cytoplasm	scored	4385	MED	1	NO_pLDDT
OTUD4	nucleus-cytoplasm	scored	4957	MED	1	NO_pLDDT
PADI6	nucleus-cytoplasm	scored	4551	MED	1	NO_pLDDT
PAN2	nucleus-cytoplasm	scored	4649	MED	1	NO_pLDDT
PAN3	nucleus-cytoplasm	scored	4632	MED	1	NO_pLDDT
PBX4	nucleus-cytoplasm	scored	4936	MED	1	NO_pLDDT
PCBP3	nucleus-cytoplasm	scored	4828	MED	1	NO_pLDDT
PDS5B	nucleus-cytoplasm	scored	4730	MED	1	NO_pLDDT
PFN3	nucleus-cytoplasm	scored	3975	MED	1	NO_pLDDT
PKIG	nucleus-cytoplasm	scored	1943	HIGH	2	NO_PDB;NO_LITERATURE
PLCB3	nucleus-cytoplasm	scored	4606	MED	1	NO_pLDDT
PLD4	nucleus-cytoplasm	scored	4056	MED	1	NO_pLDDT
POU5F1B	nucleus-cytoplasm	scored	4451	MED	1	NO_pLDDT
PPM1G	nucleus-cytoplasm	scored	4698	MED	1	NO_pLDDT
PRDM11	nucleus-cytoplasm	scored	4030	MED	1	NO_pLDDT
PREPL	nucleus-cytoplasm	scored	4573	MED	1	NO_pLDDT
PUS10	nucleus-cytoplasm	scored	4374	MED	1	NO_pLDDT
PUS3	nucleus-cytoplasm	scored	4102	MED	1	NO_pLDDT
PYGO1	nucleus-cytoplasm	scored	5013	MED	1	NO_pLDDT
RARS1	nucleus-cytoplasm	scored	4893	MED	1	NO_pLDDT
RBP7	nucleus-cytoplasm	scored	4497	MED	1	NO_pLDDT
REXO2	nucleus-cytoplasm	scored	4425	MED	1	NO_pLDDT
RIPPLY1	nucleus-cytoplasm	scored	4294	MED	1	NO_pLDDT
RTCB	nucleus-cytoplasm	scored	4636	MED	1	NO_pLDDT
S100PBP	nucleus-cytoplasm	scored	4022	MED	1	NO_pLDDT
SAFB2	nucleus-cytoplasm	scored	4600	MED	1	NO_pLDDT
SAMD7	nucleus-cytoplasm	scored	4584	MED	1	NO_pLDDT
SAPCD2	nucleus-cytoplasm	scored	4644	MED	1	NO_pLDDT
SDE2	nucleus-cytoplasm	scored	4344	MED	1	NO_pLDDT
SEBOX	nucleus-cytoplasm	scored	3941	MED	1	NO_pLDDT
SESN3	nucleus-cytoplasm	scored	3907	MED	1	NO_pLDDT
SFMBT1	nucleus-cytoplasm	scored	5120	MED	1	NO_pLDDT
SFMBT2	nucleus-cytoplasm	scored	5084	MED	1	NO_pLDDT
SFR1	nucleus-cytoplasm	scored	4354	MED	1	NO_pLDDT
SIPA1L2	nucleus-cytoplasm	scored	4650	MED	1	NO_pLDDT
SKOR2	nucleus-cytoplasm	scored	3802	MED	1	NO_pLDDT
SLF1	nucleus-cytoplasm	scored	4929	MED	1	NO_pLDDT
SMYD4	nucleus-cytoplasm	scored	4781	OK	0	OK
SNIP1	nucleus-cytoplasm	scored	4888	MED	1	NO_pLDDT
SNUPN	nucleus-cytoplasm	scored	5122	MED	1	NO_pLDDT
SNW1	nucleus-cytoplasm	scored	4624	MED	1	NO_pLDDT
SOHLH1	nucleus-cytoplasm	scored	4816	MED	1	NO_pLDDT
SOX30	nucleus-cytoplasm	scored	4536	MED	1	NO_pLDDT
SPECC1	nucleus-cytoplasm	scored	4543	MED	1	NO_pLDDT
SRFBP1	nucleus-cytoplasm	scored	4220	MED	1	NO_pLDDT
STOX2	nucleus-cytoplasm	scored	4060	MED	1	NO_pLDDT
SUGT1	nucleus-cytoplasm	scored	4665	MED	1	NO_pLDDT
SUPT4H1	nucleus-cytoplasm	scored	4737	MED	1	NO_pLDDT
SYMPK	nucleus-cytoplasm	scored	4726	MED	1	NO_pLDDT
TACC1	nucleus-cytoplasm	scored	4413	MED	1	NO_pLDDT
TASL	nucleus-cytoplasm	scored	4020	MED	1	NO_pLDDT
TCERG1	nucleus-cytoplasm	scored	4749	MED	1	NO_pLDDT
TCF19	nucleus-cytoplasm	scored	4913	MED	1	NO_pLDDT
TCF20	nucleus-cytoplasm	scored	4347	MED	1	NO_pLDDT
TCFL5	nucleus-cytoplasm	scored	4262	MED	1	NO_pLDDT
TENT4A	nucleus-cytoplasm	scored	4183	MED	1	NO_pLDDT
TENT5C	nucleus-cytoplasm	scored	4609	MED	1	NO_pLDDT
TFDP2	nucleus-cytoplasm	scored	4651	MED	1	NO_pLDDT
TFIP11	nucleus-cytoplasm	scored	4972	MED	1	NO_pLDDT
TFPT	nucleus-cytoplasm	scored	4966	MED	1	NO_pLDDT
TGIF2LX	nucleus-cytoplasm	scored	4502	MED	1	NO_pLDDT
THAP5	nucleus-cytoplasm	scored	4165	MED	1	NO_pLDDT
THEMIS2	nucleus-cytoplasm	scored	4001	MED	1	NO_pLDDT
THUMPD2	nucleus-cytoplasm	scored	4357	MED	1	NO_pLDDT
TICRR	nucleus-cytoplasm	scored	4123	MED	1	NO_pLDDT
TIPIN	nucleus-cytoplasm	scored	4486	MED	1	NO_pLDDT
TLE6	nucleus-cytoplasm	scored	4795	MED	1	NO_pLDDT
TMF1	nucleus-cytoplasm	scored	4549	MED	1	NO_pLDDT
TRA2A	nucleus-cytoplasm	scored	4567	MED	1	NO_pLDDT
TRMT1	nucleus-cytoplasm	scored	4496	MED	1	NO_pLDDT
TRMT112	nucleus-cytoplasm	scored	4768	MED	1	NO_pLDDT
TRNAU1AP	nucleus-cytoplasm	scored	4632	MED	1	NO_pLDDT
TRUB1	nucleus-cytoplasm	scored	4177	MED	1	NO_pLDDT
TSC22D4	nucleus-cytoplasm	scored	4573	MED	1	NO_pLDDT
TSPYL2	nucleus-cytoplasm	scored	4395	MED	1	NO_pLDDT
TTC4	nucleus-cytoplasm	scored	4659	MED	1	NO_pLDDT
TTI2	nucleus-cytoplasm	scored	4161	MED	1	NO_pLDDT
UNC45A	nucleus-cytoplasm	scored	5174	MED	1	NO_pLDDT
UNCX	nucleus-cytoplasm	scored	4277	MED	1	NO_pLDDT
VAX2	nucleus-cytoplasm	scored	4827	MED	1	NO_pLDDT
VGLL1	nucleus-cytoplasm	scored	4535	MED	1	NO_pLDDT
VPS72	nucleus-cytoplasm	scored	4786	MED	1	NO_pLDDT
VXN	nucleus-cytoplasm	scored	4263	MED	1	NO_pLDDT
WDR26	nucleus-cytoplasm	scored	4866	MED	1	NO_pLDDT
YBEY	nucleus-cytoplasm	scored	4224	MED	1	NO_pLDDT
YOD1	nucleus-cytoplasm	scored	4883	MED	1	NO_pLDDT
AAAS	rejected	rejected	274	OK	0	OK
AARS1	rejected	rejected	1921	OK	0	OK
AASS	rejected	rejected	273	OK	0	OK
AATF	rejected	rejected	6748	MED	1	REJ_WITH_NUKE_HPA
ABI1	rejected	rejected	1993	MED	1	REJ_NO_CLEAR_REASON
ABI2	rejected	rejected	6618	MED	1	REJ_NO_CLEAR_REASON
ABLIM2	rejected	rejected	1437	MED	1	REJ_WITH_NUKE_HPA
ABR	rejected	rejected	272	OK	0	OK
ABRACL	rejected	rejected	2584	OK	0	OK
ACACA	rejected	rejected	276	OK	0	OK
ACADS	rejected	rejected	762	OK	0	OK
ACAP3	rejected	rejected	385	OK	0	OK
ACAT2	rejected	rejected	5038	MED	1	REJ_NO_CLEAR_REASON
ACOX1	rejected	rejected	656	OK	0	OK
ACP1	rejected	rejected	273	OK	0	OK
ACYP1	rejected	rejected	1819	OK	0	OK
ACYP2	rejected	rejected	2102	OK	0	OK
ADARB1	rejected	rejected	7089	OK	0	OK
ADD1	rejected	rejected	273	OK	0	OK
ADIG	rejected	rejected	3596	OK	0	OK
ADK	rejected	rejected	271	OK	0	OK
ADNP	rejected	rejected	6918	MED	1	REJ_NO_CLEAR_REASON
ADPRH	rejected	rejected	4229	MED	1	REJ_WITH_NUKE_HPA
ADRA1A	rejected	rejected	277	OK	0	OK
AEBP1	rejected	rejected	6015	OK	0	OK
AEN	rejected	rejected	271	OK	0	OK
AFDN	rejected	rejected	274	OK	0	OK
AFF1	rejected	rejected	6586	HIGH	2	REJ_WITH_NUKE_HPA;REJ_NO_CLEAR_REASON
AFF2	rejected	rejected	274	OK	0	OK
AGL	rejected	rejected	272	OK	0	OK
AHCY	rejected	rejected	273	OK	0	OK
AHRR	rejected	rejected	273	OK	0	OK
AICDA	rejected	rejected	276	OK	0	OK
AIM2	rejected	rejected	274	OK	0	OK
AIMP2	rejected	rejected	275	OK	0	OK
AIPL1	rejected	rejected	4873	MED	1	REJ_WITH_NUKE_HPA
AJUBA	rejected	rejected	275	OK	0	OK
AK6	rejected	rejected	1073	OK	0	OK
AKT2	rejected	rejected	887	OK	0	OK
AKT3	rejected	rejected	887	OK	0	OK
ALG1L2	rejected	rejected	3728	MED	1	REJ_WITH_NUKE_HPA
ALMS1	rejected	rejected	276	OK	0	OK
ALOX5	rejected	rejected	276	OK	0	OK
ALOX5AP	rejected	rejected	279	OK	0	OK
ALX4	rejected	rejected	273	OK	0	OK
ALYREF	rejected	rejected	277	OK	0	OK
AMD1	rejected	rejected	273	OK	0	OK
AMHR2	rejected	rejected	275	OK	0	OK
AMMECR1L	rejected	rejected	4064	MED	1	REJ_WITH_NUKE_HPA
AMZ2	rejected	rejected	552	OK	0	OK
ANKAR	rejected	rejected	3777	MED	1	REJ_WITH_NUKE_HPA
ANKDD1A	rejected	rejected	3549	MED	1	REJ_WITH_NUKE_HPA
ANKRD1	rejected	rejected	277	OK	0	OK
ANKRD11	rejected	rejected	5472	MED	1	REJ_WITH_NUKE_HPA
ANKRD20A1	rejected	rejected	2403	MED	1	REJ_WITH_NUKE_HPA
ANKRD29	rejected	rejected	3039	MED	1	REJ_WITH_NUKE_HPA
ANKRD30A	rejected	rejected	2263	MED	1	REJ_WITH_NUKE_HPA
ANKRD36C	rejected	rejected	2235	MED	1	REJ_WITH_NUKE_HPA
ANKRD39	rejected	rejected	2712	MED	1	REJ_WITH_NUKE_HPA
ANKRD40	rejected	rejected	3363	MED	1	REJ_WITH_NUKE_HPA
ANKRD44	rejected	rejected	3116	MED	1	REJ_WITH_NUKE_HPA
ANKRD62	rejected	rejected	2493	MED	1	REJ_WITH_NUKE_HPA
ANLN	rejected	rejected	274	OK	0	OK
ANP32A	rejected	rejected	277	OK	0	OK
ANXA10	rejected	rejected	277	OK	0	OK
ANXA2R	rejected	rejected	726	OK	0	OK
AOX1	rejected	rejected	274	OK	0	OK
APAF1	rejected	rejected	277	OK	0	OK
APOBEC3A_B	rejected	rejected	820	OK	0	OK
APOL6	rejected	rejected	859	OK	0	OK
APPL1	rejected	rejected	275	OK	0	OK
APRT	rejected	rejected	273	OK	0	OK
APTX	rejected	rejected	6315	MED	1	REJ_WITH_NUKE_HPA
AQP7B	rejected	rejected	725	OK	0	OK
ARFIP1	rejected	rejected	599	OK	0	OK
ARID1A	rejected	rejected	5988	MED	1	REJ_WITH_NUKE_HPA
ARID1B	rejected	rejected	5985	MED	1	REJ_WITH_NUKE_HPA
ARID5B	rejected	rejected	278	OK	0	OK
ARL17A	rejected	rejected	509	OK	0	OK
ARL17B	rejected	rejected	488	OK	0	OK
ARMC2	rejected	rejected	334	OK	0	OK
ARMC5	rejected	rejected	275	OK	0	OK
ARNT	rejected	rejected	8434	MED	1	REJ_WITH_NUKE_HPA
ARNT2	rejected	rejected	6877	MED	1	REJ_WITH_NUKE_HPA
ARRB1	rejected	rejected	275	OK	0	OK
ARRB2	rejected	rejected	275	OK	0	OK
ASB13	rejected	rejected	4057	MED	1	REJ_WITH_NUKE_HPA
ASCC2	rejected	rejected	276	OK	0	OK
ASCL1	rejected	rejected	6462	MED	1	REJ_WITH_NUKE_HPA
ASCL2	rejected	rejected	6596	MED	1	REJ_WITH_NUKE_HPA
ASPDH	rejected	rejected	391	OK	0	OK
ASPM	rejected	rejected	274	OK	0	OK
ASPSCR1	rejected	rejected	279	OK	0	OK
ASS1	rejected	rejected	273	OK	0	OK
ASXL2	rejected	rejected	276	OK	0	OK
ATE1	rejected	rejected	273	OK	0	OK
ATF5	rejected	rejected	273	OK	0	OK
ATG12	rejected	rejected	275	OK	0	OK
ATG13	rejected	rejected	275	OK	0	OK
ATG4C	rejected	rejected	336	OK	0	OK
ATN1	rejected	rejected	274	OK	0	OK
ATOH7	rejected	rejected	276	OK	0	OK
ATRIP	rejected	rejected	275	OK	0	OK
ATXN2L	rejected	rejected	2636	OK	0	OK
ATXN3	rejected	rejected	276	OK	0	OK
ATXN7	rejected	rejected	275	OK	0	OK
ATXN7L1	rejected	rejected	550	OK	0	OK
ATXN7L2	rejected	rejected	322	OK	0	OK
AURKA	rejected	rejected	276	OK	0	OK
AURKB	rejected	rejected	891	OK	0	OK
AUTS2	rejected	rejected	6377	MED	1	REJ_WITH_NUKE_HPA
AVPI1	rejected	rejected	334	OK	0	OK
AXIN2	rejected	rejected	276	OK	0	OK
Alyref2	rejected	rejected	1445	OK	0	OK
B9D2	rejected	rejected	250	OK	0	OK
BAG1	rejected	rejected	250	OK	0	OK
BAG6	rejected	rejected	251	OK	0	OK
BAMBI	rejected	rejected	252	OK	0	OK
BANF1	rejected	rejected	251	OK	0	OK
BANP	rejected	rejected	250	OK	0	OK
BARD1	rejected	rejected	252	OK	0	OK
BARX1	rejected	rejected	252	OK	0	OK
BATF2	rejected	rejected	252	OK	0	OK
BBIP1	rejected	rejected	269	OK	0	OK
BBLN	rejected	rejected	2893	OK	0	OK
BBOF1	rejected	rejected	356	OK	0	OK
BCL10	rejected	rejected	253	OK	0	OK
BCL2L1	rejected	rejected	254	OK	0	OK
BCL3	rejected	rejected	250	OK	0	OK
BCL9	rejected	rejected	251	OK	0	OK
BCL9L	rejected	rejected	253	OK	0	OK
BCLAF1	rejected	rejected	558	OK	0	OK
BCORL1	rejected	rejected	255	OK	0	OK
BECN1	rejected	rejected	253	OK	0	OK
BEND3	rejected	rejected	252	OK	0	OK
BEND7	rejected	rejected	244	OK	0	OK
BHLHE22	rejected	rejected	258	OK	0	OK
BHLHE23	rejected	rejected	257	OK	0	OK
BHLHE41	rejected	rejected	256	OK	0	OK
BHMT	rejected	rejected	250	OK	0	OK
BICDL1	rejected	rejected	267	OK	0	OK
BIRC2	rejected	rejected	252	OK	0	OK
BIRC3	rejected	rejected	253	OK	0	OK
BIRC5	rejected	rejected	253	OK	0	OK
BLTP3A	rejected	rejected	261	OK	0	OK
BMAL2	rejected	rejected	252	OK	0	OK
BMERB1	rejected	rejected	242	OK	0	OK
BMPR2	rejected	rejected	253	OK	0	OK
BMX	rejected	rejected	248	OK	0	OK
BNIP3L	rejected	rejected	254	OK	0	OK
BORA	rejected	rejected	250	OK	0	OK
BRAP	rejected	rejected	250	OK	0	OK
BRDT	rejected	rejected	250	OK	0	OK
BRF1	rejected	rejected	250	OK	0	OK
BRICD5	rejected	rejected	269	OK	0	OK
BRMS1	rejected	rejected	252	OK	0	OK
BRMS1L	rejected	rejected	254	OK	0	OK
BRPF1	rejected	rejected	253	OK	0	OK
BTBD16	rejected	rejected	285	OK	0	OK
BTBD6	rejected	rejected	268	OK	0	OK
BTBD9	rejected	rejected	273	OK	0	OK
BTG1	rejected	rejected	250	OK	0	OK
BTG2	rejected	rejected	250	OK	0	OK
BUB1	rejected	rejected	251	OK	0	OK
BUB1B	rejected	rejected	254	OK	0	OK
BUB3	rejected	rejected	250	OK	0	OK
Bex1	rejected	rejected	855	MED	1	REJ_NO_CLEAR_REASON
Bex2	rejected	rejected	855	MED	1	REJ_NO_CLEAR_REASON
C10orf62	rejected	rejected	4567	MED	1	REJ_WITH_NUKE_HPA
C11orf42	rejected	rejected	1915	MED	1	REJ_WITH_NUKE_HPA
C12orf60	rejected	rejected	1811	MED	1	REJ_WITH_NUKE_HPA
C15orf40	rejected	rejected	437	OK	0	OK
C16orf87	rejected	rejected	270	OK	0	OK
C17orf100	rejected	rejected	272	OK	0	OK
C1GALT1	rejected	rejected	256	OK	0	OK
C1orf159	rejected	rejected	250	OK	0	OK
C1orf162	rejected	rejected	237	OK	0	OK
C1orf216	rejected	rejected	253	OK	0	OK
C1orf94	rejected	rejected	6891	MED	1	REJ_WITH_NUKE_HPA
C2CD2L	rejected	rejected	272	OK	0	OK
C2CD6	rejected	rejected	283	OK	0	OK
CA13	rejected	rejected	250	OK	0	OK
CABIN1	rejected	rejected	255	OK	0	OK
CACHD1	rejected	rejected	264	OK	0	OK
CACNA2D3	rejected	rejected	274	OK	0	OK
CACYBP	rejected	rejected	254	OK	0	OK
CALCOCO1	rejected	rejected	259	OK	0	OK
CALCOCO2	rejected	rejected	258	OK	0	OK
CALML4	rejected	rejected	257	OK	0	OK
CAMK4	rejected	rejected	891	OK	0	OK
CAMKK2	rejected	rejected	895	OK	0	OK
CAMTA1	rejected	rejected	255	OK	0	OK
CAND1	rejected	rejected	253	OK	0	OK
CAPG	rejected	rejected	250	OK	0	OK
CAPSL	rejected	rejected	232	OK	0	OK
CASK	rejected	rejected	250	OK	0	OK
CBARP	rejected	rejected	311	OK	0	OK
CBLB	rejected	rejected	250	OK	0	OK
CBR1	rejected	rejected	250	OK	0	OK
CBY3	rejected	rejected	265	OK	0	OK
CC2D1A	rejected	rejected	254	OK	0	OK
CCAR2	rejected	rejected	252	OK	0	OK
CCDC15	rejected	rejected	250	OK	0	OK
CCDC17	rejected	rejected	231	OK	0	OK
CCDC28A	rejected	rejected	248	OK	0	OK
CCDC63	rejected	rejected	249	OK	0	OK
CCDC81	rejected	rejected	260	OK	0	OK
CCDC87	rejected	rejected	245	OK	0	OK
CD72	rejected	rejected	250	OK	0	OK
CDR2	rejected	rejected	250	OK	0	OK
CDX1	rejected	rejected	250	OK	0	OK
CEACAM19	rejected	rejected	265	OK	0	OK
CEBPD	rejected	rejected	252	OK	0	OK
CEBPE	rejected	rejected	252	OK	0	OK
CEMP1	rejected	rejected	252	OK	0	OK
CENPA	rejected	rejected	252	OK	0	OK
CENPB	rejected	rejected	252	OK	0	OK
CENPC	rejected	rejected	252	OK	0	OK
CENPE	rejected	rejected	253	OK	0	OK
CENPF	rejected	rejected	253	OK	0	OK
CEP290	rejected	rejected	255	OK	0	OK
CEP76	rejected	rejected	405	OK	0	OK
CERCAM	rejected	rejected	276	OK	0	OK
CERS2	rejected	rejected	252	OK	0	OK
CETN2	rejected	rejected	252	OK	0	OK
CFL1	rejected	rejected	251	OK	0	OK
CFL2	rejected	rejected	250	OK	0	OK
CFLAR	rejected	rejected	252	OK	0	OK
CHEK1	rejected	rejected	894	OK	0	OK
CHM	rejected	rejected	249	OK	0	OK
CHUK	rejected	rejected	250	OK	0	OK
CIART	rejected	rejected	252	OK	0	OK
CIDEA	rejected	rejected	252	OK	0	OK
CIDEC	rejected	rejected	252	OK	0	OK
CIP2A	rejected	rejected	252	OK	0	OK
CITED2	rejected	rejected	895	OK	0	OK
CKS2	rejected	rejected	249	OK	0	OK
CLASP1	rejected	rejected	887	OK	0	OK
CLEC16A	rejected	rejected	257	OK	0	OK
CLN6	rejected	rejected	250	OK	0	OK
CLSPN	rejected	rejected	253	OK	0	OK
CLXN	rejected	rejected	270	OK	0	OK
COMMD1	rejected	rejected	254	OK	0	OK
CPA3	rejected	rejected	250	OK	0	OK
CRABP2	rejected	rejected	254	OK	0	OK
CRBN	rejected	rejected	251	OK	0	OK
CREB3	rejected	rejected	252	OK	0	OK
CREB3L1	rejected	rejected	256	OK	0	OK
CREB3L2	rejected	rejected	256	OK	0	OK
CREB3L3	rejected	rejected	256	OK	0	OK
CREB5	rejected	rejected	252	OK	0	OK
CREM	rejected	rejected	250	OK	0	OK
CRIP1	rejected	rejected	251	OK	0	OK
CRK	rejected	rejected	248	OK	0	OK
CRKL	rejected	rejected	250	OK	0	OK
CRPPA	rejected	rejected	278	OK	0	OK
CRTC1	rejected	rejected	252	OK	0	OK
CRTC2	rejected	rejected	252	OK	0	OK
CRYAA	rejected	rejected	252	OK	0	OK
CRYBB2	rejected	rejected	254	OK	0	OK
CSE1L	rejected	rejected	252	OK	0	OK
CSTA	rejected	rejected	249	OK	0	OK
CSTB	rejected	rejected	249	OK	0	OK
CSTF2	rejected	rejected	252	OK	0	OK
CTBP1	rejected	rejected	252	OK	0	OK
CTBP2	rejected	rejected	252	OK	0	OK
CTC1	rejected	rejected	251	OK	0	OK
CTNND2	rejected	rejected	255	OK	0	OK
CTSV	rejected	rejected	250	OK	0	OK
CUL5	rejected	rejected	250	OK	0	OK
CUX1	rejected	rejected	6930	MED	1	REJ_WITH_NUKE_HPA
CYFIP2	rejected	rejected	255	OK	0	OK
CYGB	rejected	rejected	250	OK	0	OK
CYLD	rejected	rejected	250	OK	0	OK
Cbll1	rejected	rejected	859	MED	1	REJ_NO_CLEAR_REASON
