gene	category	status	lines	is_thin	is_one_liner	has_packet_error	has_template	risk	missing_fields	issues
C6orf136	rejected	rejected	26	False	False	False	False	MED	PPI	
CERCAM	rejected	rejected	26	False	False	False	False	MED	PPI	
C6orf163	rejected	rejected	26	False	False	False	False	MED	PPI	
BTBD9	rejected	rejected	26	False	False	False	False	MED	PPI	
CCDC138	rejected	rejected	26	False	False	False	False	MED	PPI	
CCDC81	rejected	rejected	26	False	False	False	False	MED	PPI	
KBTBD4	rejected	rejected	26	False	False	False	False	MED	PPI	
C2CD2L	rejected	rejected	26	False	False	False	False	MED	PPI	
C6orf223	rejected	rejected	26	False	False	False	False	MED	PPI	
CCDC17	rejected	rejected	26	False	False	False	False	MED	PPI	
BEND7	rejected	rejected	26	False	False	False	False	MED	PPI	
CCDC87	rejected	rejected	26	False	False	False	False	MED	PPI	
BBIP1	rejected	rejected	26	False	False	False	False	MED	PPI	
C2orf78	rejected	rejected	26	False	False	False	False	MED	PPI	
C5orf63	rejected	rejected	26	False	False	False	False	MED	PPI	
C17orf50	rejected	rejected	26	False	False	False	False	MED	PPI	
CCDC63	rejected	rejected	26	False	False	False	False	MED	PPI	
C17orf100	rejected	rejected	26	False	False	False	False	MED	PPI	
BICDL1	rejected	rejected	26	False	False	False	False	MED	PPI	
C17orf107	rejected	rejected	26	False	False	False	False	MED	PPI	
C1orf216	rejected	rejected	26	False	False	False	False	MED	PPI	
C18orf32	rejected	rejected	26	False	False	False	False	MED	PPI	
CBY3	rejected	rejected	26	False	False	False	False	MED	PPI	
CBARP	rejected	rejected	26	False	False	False	False	MED	PPI	
ARMC2	rejected	rejected	26	False	False	False	False	MED	PPI	
CIMIP2C	rejected	rejected	26	False	False	False	False	MED	PPI	
BBOF1	rejected	rejected	26	False	False	False	False	MED	PPI	
C6orf118	rejected	rejected	26	False	False	False	False	MED	PPI	
ATXN7L2	rejected	rejected	26	False	False	False	False	MED	PPI	
C6orf120	rejected	rejected	26	False	False	False	False	MED	PPI	
C4orf45	rejected	rejected	26	False	False	False	False	MED	PPI	
C1orf159	rejected	rejected	26	False	False	False	False	MED	PPI	
C6orf132	rejected	rejected	26	False	False	False	False	MED	PPI	
ATG4C	rejected	rejected	26	False	False	False	False	MED	PPI	
CALML4	rejected	rejected	26	False	False	False	False	MED	PPI	
C4orf51	rejected	rejected	26	False	False	False	False	HIGH	PDB,PPI	
BTBD16	rejected	rejected	26	False	False	False	False	MED	PPI	
C19orf44	rejected	rejected	26	False	False	False	False	MED	PPI	
Hsf3	rejected	rejected	26	False	False	False	False	MED	PPI	
CACNA2D3	rejected	rejected	26	False	False	False	False	MED	PPI	
CAPSL	rejected	rejected	26	False	False	False	False	MED	PPI	
CEACAM19	rejected	rejected	26	False	False	False	False	MED	PPI	
CCDC28A	rejected	rejected	26	False	False	False	False	MED	PPI	
CCDC15	rejected	rejected	26	False	False	False	False	MED	PPI	
C6orf226	rejected	rejected	26	False	False	False	False	MED	PPI	
CLXN	rejected	rejected	26	False	False	False	False	MED	PPI	
LRRC10	rejected	rejected	26	False	False	False	False	MED	PPI	
CCDC24	rejected	rejected	26	False	False	False	False	MED	PPI	
C5orf60	rejected	rejected	26	False	False	False	False	HIGH	PDB,PPI	
C5orf34	rejected	rejected	26	False	False	False	False	MED	PPI	
C4orf47	rejected	rejected	27	False	False	False	False	HIGH	PDB,PPI	
C2orf68	rejected	rejected	27	False	False	False	False	HIGH	PDB,PPI	
C4orf33	rejected	rejected	27	False	False	False	False	HIGH	PDB,PPI	
C3orf20	rejected	rejected	27	False	False	False	False	HIGH	PDB,PPI	
C3orf80	rejected	rejected	27	False	False	False	False	HIGH	PDB,PPI	
C2orf72	rejected	rejected	27	False	False	False	False	HIGH	PDB,PPI	
C2orf81	rejected	rejected	27	False	False	False	False	HIGH	PDB,PPI	
C3orf62	rejected	rejected	28	False	False	False	False	HIGH	PDB,PPI	
C3orf33	rejected	rejected	28	False	False	False	False	HIGH	PDB,PPI	
C4orf19	rejected	rejected	28	False	False	False	False	HIGH	PDB,PPI	
C2CD3	rejected	rejected	28	False	False	False	False	HIGH	PDB,PPI	
C22orf42	rejected	rejected	28	False	False	False	False	HIGH	PDB,PPI	
C22orf15	rejected	rejected	38	False	False	False	False	MED	PPI	
C20orf202	rejected	rejected	38	False	False	False	False	MED	PPI	
C20orf96	rejected	rejected	38	False	False	False	False	MED	PPI	
C20orf173	rejected	rejected	39	False	False	False	False	MED	PPI	
C21orf58	rejected	rejected	40	False	False	False	False	MED	PPI	
C20orf194	rejected	rejected	40	False	False	False	False	MED	PPI	
RAB24	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C9orf85	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RFPL4A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FBXL17	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NUDCD1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C9orf40	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MBIP	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TTC5	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Sgo2a	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C5orf24	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RALGAPA1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FBH1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MYORG	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SPANXC	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PRAC2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
EEIG1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CTDNEP1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RCBTB1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM193B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MRNIP	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MINDY3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FOXD4L3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Spdye4a	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C22orf31	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PAPOLB	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
EID2B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Naa11	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KPNA3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
STX1B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
H4C7	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM47E	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
HROB	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RHNO1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C5orf22	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
GPN3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
YPEL1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PTOV1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
OOEP	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RMI2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
URI1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PLSCR4	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TSPY8	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MACO1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SYNE3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
JMJD7	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CCDC125	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PLEKHA2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FIRRM	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM9B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
INPP4A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
IFFO1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NDOR1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PTTG1IP	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TSPY9	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
WDR74	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DAZ4	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KLHDC10	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
GHDC	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
STYX	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM9C	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
LYRM4	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NTMT2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TATDN1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM209A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
WDR18	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Mplkip	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CCDC106	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Ifi211	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SHISA5	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TRAK1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Gm52993	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM169A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KLHL20	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
ELAC1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
ELP5	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TC2N	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C4orf54	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SEPTIN12	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NICN1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DERPC	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CCDC107	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TRIM68	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
XRRA1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TERB2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DGCR6L	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PRR19	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Trap1a	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RUSC1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
STPG1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TMC8	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TNKS1BP1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RAMACL	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DNAAF4	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Sox19	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PPM1E	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
GARIN3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DUX3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DYNLT4	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
ZNG1C	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
HINT3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
JPT2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NUPR2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
COMMD6	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
COMMD8	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MSL3B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Oog1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CCDC89	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SSUH2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KLHDC2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
UBTFL1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
HMGB4	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
COMMD9	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TUBD1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RFPL3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SAAL1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Slfn1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MID1IP1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Isoc2a	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
ERICH6	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DUX5	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TSEN15	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
ZNG1E	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SPATA4	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SPATA33	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
ZNG1B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Fam209	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TESK2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MCRIP2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DCUN1D5	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
YPEL3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Chtf8	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SPATA46	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SCNM1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CC2D2B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CTDSPL2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PCNP	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TSEN34	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MBLAC1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TBATA	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TDRP	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TSTD1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SPATA24	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Tex24	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DGCR6	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DCUN1D3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DCANP1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CPHXL	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SLX1A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SPIN2B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CPHXL2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM76B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C8orf74	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NUBP2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SYCP2L	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NTAQ1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
METTL23	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM9A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
LYRM1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TATDN3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KNOP1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
UBXN7	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM220A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TSPY2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM53B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CCDC188	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TSPY10	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TRAPPC12	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FRG2B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Xlr5c	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DAZ1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TATDN2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MEIOB	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
UBXN6	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FAM209B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Ssxa1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
HARBI1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
ERFL	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
EDRF1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
URGCP	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FRG2C	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PNCK	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TSPY4	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DDIAS	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
STPG4	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
QRICH2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RFWD3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TCEANC2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KLHL15	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DESI1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
R3HDM4	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
WDR55	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RASL11A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
WDR37	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NFILZ	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TPP2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PRR13	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TSNAXIP1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KAZN	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
R3HDM2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C8orf33	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FBLL1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DPY19L2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
ISOC2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KLHL22	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
MVB12A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Rasl2-9	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PTTG2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Mfap1b	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NUGGC	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NACAD	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
STARD9	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
PITPNA	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
UBXN2A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
OSBPL8	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
STRADB	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TOR1B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Ifi214	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NMRAL1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FANK1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C9orf152	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KATNBL1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TEX55	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
EPM2A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CCDC13	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
EEF1AKMT2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KRCC1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RFPL1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
NEMP2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
GMCL2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DQX1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
GCHFR	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
ETV3L	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TCF24	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
GCFC2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CIMAP3	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
FSBP	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KRI1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SEL1L2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KBTBD7	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
TCP10L	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Isoc2b	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
DUX1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C9orf153	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
RITA1	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
ZNG1F	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
LANCL2	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
KBTBD6	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
Fbxw15	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
SSX2B	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
CCDC102A	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
VEZT	rejected	rejected	44	False	False	False	False	HIGH	PDB,PPI	
C2CD6	rejected	rejected	52	False	False	False	False	MED	PPI	
C3orf38	nucleoplasm	scored	61	False	False	False	False	LOW		
C19orf67	rejected	rejected	66	False	False	False	False	LOW		
C19orf73	rejected	rejected	68	False	False	False	False	LOW		
C19orf53	rejected	rejected	73	False	False	False	False	LOW		
C2orf42	nucleoplasm	scored	186	False	False	False	False	LOW		
C2orf49	nucleoplasm	scored	209	False	False	False	False	LOW		
